% Model,Cyl_axis_oriented_magnetic_field.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 29 2025, 14:27"
% Table,Table 2 - Line Integration 2
% H0 (A/m),Eigenfrequency (GHz),o (1),e (1)
109400,10.523903756803689+6.7718681978928685E-6i,-0.003506780153377596,-0.3711713998402009
109400,10.747939258610954+1.619644931481093E-6i,7.190520300923286E-4,0.5472432022934969
116000,5.809920968576151-2.669344788952205E-7i,0.003185309805284579,0.5004344249170316
116000,6.260056424119951+1.0042766833653434E-6i,-0.4316878935870679,0.0011430744045895964
116000,7.5238741426453855+1.2034111573552473E-8i,0.002768062596265898,0.4270293321603706
116000,7.841146312136758-1.8065183933254412E-6i,-0.0023539703349698374,-0.42219474327316187
116000,8.352326513603098+2.8018193058770923E-7i,-0.4271050088989453,0.0013933141208993063
116000,8.475388978016847+1.4068632527232788E-6i,-0.2301294494015552,0.004797354194861186
116000,9.747565635853855+8.081313461034504E-6i,-0.0031608783971410733,-0.01558017695847175
116000,10.762296042644724+6.501166225624726E-6i,-0.004245584924655247,-0.6174211622056344
116000,10.978646026970733+2.76336342541965E-6i,0.0036137113707282796,-0.01819425863928223
122600,6.041308990073151-9.960548099434674E-8i,0.0030936121804798294,0.4800651772790402
122600,6.492527992707397+6.828463559303807E-7i,0.46305237673572985,-0.0063411222121942615
122600,7.765354843483452+3.984892709978615E-7i,0.003613261925709848,0.5950880574620756
122600,8.072258407206181-1.1570694585330671E-6i,-0.004044210548203735,-0.6960883988488801
122600,8.588804083898467+6.745111835285516E-7i,0.23919242042880717,0.006331871567897938
122600,8.707066533839663+2.025261834331478E-6i,0.6517952393970661,3.561874200302293E-4
122600,9.980055728365958+3.275409358963305E-6i,0.0027179760403268634,0.013530137459847625
122600,10.999976661448072+6.315797225199319E-6i,-0.0040591593209912125,-0.5251065863217738
122600,11.20964432898862+2.7045843182227586E-6i,-7.874293522023622E-4,0.40671684052049106
129200,6.272650631061576-1.310727598824261E-7i,0.00324764973244933,0.49668629720323887
129200,6.7249900607900015+1.5322252339742089E-6i,-0.06002279931481883,-0.006125180363230606
129200,8.006422600743218-2.3586195836790514E-7i,0.0022243308885531994,0.3764111472228114
129200,8.303333871022154-1.1847941528620945E-6i,-0.0031541321267128486,-0.5835513529884931
129200,8.825284070939237+1.1987325942823183E-6i,-0.32613866303719563,0.0019063773704218392
129200,8.93872809576074+3.1646323607694174E-6i,0.3286038383518972,-0.004363581501246641
129200,10.212616762038119+7.085848033484568E-6i,0.0034598020883739498,0.016546294889496507
129200,11.237608896991842+6.197339885622915E-6i,-0.003953639054232721,-0.5029264884332296
129200,11.440633867616473+3.0601019886502458E-6i,-4.099502689859679E-4,0.4480042040516425
135800,6.504085965682277-2.50391256194136E-7i,0.003012353761741104,0.4920460224432279
135800,6.957631292834187+6.487184216333482E-7i,0.6156825550284003,-0.003748166909755363
135800,8.247175113156862-3.5318695221427695E-7i,-1.3733900875202362E-4,0.021676126405818705
135800,8.5345124895009-2.383703327152345E-6i,-0.002796663983671047,-0.49444305052723897
135800,9.061568128399365-1.5470446843424635E-6i,-0.2388895848201253,0.003184865767969357
135800,9.170582456681647-3.3750268873609884E-8i,-0.42009570581053696,0.003638804169097183
135800,10.445145205472057+2.357139724795188E-6i,0.0018895479610696766,0.010281487270283796
135800,11.47516231556789+4.311330892891501E-6i,-0.002788940933541305,-0.2077417416654523
135800,11.671708224337795-1.0624351812107175E-6i,0.0019164570541461681,0.6291077087491314
142400,6.735569795673746-3.2546456342740487E-7i,0.003189172046943069,0.4969648638455328
142400,7.190104651495083-2.1102355423255056E-6i,-0.5151510163526647,-0.0031664515641050607
142400,8.487256587075764-6.663841857959686E-7i,0.0026211870306361205,0.4379501810315601
142400,8.765757056745642-2.6447558110370378E-6i,-0.0029305069715459832,-0.5551912586670447
142400,9.297454884488884-1.26809647485919E-6i,-0.546589457767621,3.852161021229136E-5
142400,9.402345275553417-3.136046186280615E-6i,0.6985315302764266,0.004203738670969127
142400,10.677622529085589-2.9377319047101854E-6i,-0.0030810952349075212,-0.013415889506852977
142400,11.712219895454615+4.091136939150137E-6i,-0.003403936018120763,-0.3725572243498155
142400,11.902876646084769-1.2797107367820625E-6i,8.14869970283861E-4,0.5542425333264419
149000,6.967007669851727-2.4227913341137627E-7i,0.0032659449931231985,0.4982204212330917
149000,7.422741951888478-9.835784488232582E-7i,-0.31473811136272606,-0.004665414368723651
149000,8.727223434191634+3.533458552687399E-7i,0.0026625255828124036,0.44527028846725203
149000,8.99700307520142-4.754767665356172E-7i,-0.002951001072390926,-0.5601984338623032
149000,9.533356328865658+4.109999572678043E-7i,-0.4676529584169335,0.0019192151985238377
149000,9.634239794574958+1.6997719376175168E-6i,0.6283878668471652,0.006473351813858598
149000,10.910229262045856+3.6579145782062033E-7i,-0.003351591577497763,-0.015619505849022816
149000,11.949450510229768+5.6320443172642575E-6i,-0.0036127603023300985,-0.39782567645107464
149000,12.134050877690477+3.2191238240395427E-6i,-2.5448328623856487E-4,0.4522154210145088
155600,7.198449734899337-1.4457780950212754E-7i,0.0033508785126839078,0.49958713909837293
155600,7.6553754856325975-4.6451690775220606E-7i,-0.3717580423453579,-0.004552568478592117
155600,8.966652695672325+4.583761855704831E-7i,0.00214360177742469,0.3658950815356114
155600,9.228271903606498-2.197567718778554E-6i,-0.0035049966751455946,-0.6283092021719316
155600,9.769178217406202+2.4649794403044834E-6i,-0.3715051808131067,0.0014230074611327188
155600,9.866332524456357+6.295157890400043E-7i,-0.5836968081413284,-0.006669572093006369
155600,11.142617816617399-3.42533033489087E-6i,-0.003445648280301399,-0.016494893086702628
155600,12.186448761186014+6.201071109375731E-6i,-0.0034289475970673213,-0.39103230330903993
155600,12.365228816629278-2.3919258253475065E-7i,9.868970215283347E-4,0.5684987106547038
162200,7.430101295224923-2.7856321024011417E-7i,0.003222134950158984,0.5001472065691133
162200,7.887758648141173-1.888727144362234E-6i,-0.6343841950905005,-7.493803808051458E-4
162200,9.205533985791178-6.962376121658838E-7i,0.002221351116302756,0.3583625195891325
162200,9.459734764167283-1.2460380339470585E-6i,-0.00392804559687284,-0.6971062745858103
162200,10.004664146222558-2.6879843899188914E-6i,-0.4060003919499849,0.0011786345686768485
162200,10.098138888758506-1.1311188425280503E-6i,-0.555176238817913,0.002220589188483042
162200,11.375139028229665-4.98549223519063E-6i,-3.451195010376405E-4,0.0014642715626786745
162200,12.422911881812686+3.0227814717864336E-6i,-0.001464280419798328,0.040422631870810605
162200,12.596657537626855+1.0166009614889959E-6i,0.003693296412736591,0.7042339953445538
168800,7.661766498142686-1.641971280494666E-7i,0.003286396922165282,0.5011740899387863
168800,8.120091300004464+1.290980979870556E-6i,-0.45159581224015805,-0.0016028013837239938
168800,9.44394803133332+1.7747840066928394E-8i,0.0033282958549030917,0.541109992662822
168800,9.691238516987546-1.9159755042655135E-6i,-0.002469649037223012,-0.4855438458766619
168800,10.239824282574178-2.947125040569368E-7i,-0.5534668589720555,6.217896836768122E-4
168800,10.329996890237169+8.24513678516091E-7i,0.5288081612480575,0.0076769142403021046
168800,11.607596442646873+2.2567431376323203E-6i,-0.003147992415785489,-0.013763363931096536
168800,12.659041304701713+5.132169359546722E-6i,-0.0036342685631188263,-0.3721930226684188
168800,12.828111275813553-9.04266659087838E-7i,9.183080448772731E-4,0.5662680210153203
175400,7.893369340856895-8.154254421282447E-8i,0.0033052606293937437,0.49911847941615267
175400,8.352669389238335-9.475397572844276E-7i,-0.532491996762325,-0.0014212993872413275
175400,9.68240157371517-4.265907434075944E-7i,0.004149457272548666,0.7067394589595964
175400,9.922663120192937-1.3141901917918159E-6i,0.0019255831720078696,0.2399963698051663
175400,10.47503270025346-1.1464806688913124E-6i,-0.46313166517488813,0.0015753602907973192
175400,10.562003995182588-1.009868542547613E-6i,0.17296663452372482,-0.007158391580561819
175400,11.840035074536459+4.6165060888748527E-7i,-0.0013586150166131935,-0.0072246589602804326
175400,12.895401902193981+4.711114625758847E-6i,-0.004258797992207137,-0.682274588272188
175400,13.059456572686702+1.286814363518874E-6i,4.365565676104578E-4,0.5263100038515264
182000,8.125015192539891-3.007495934361664E-7i,0.003117571797687154,0.496775171634865
182000,8.585314937326254-2.5279653659656534E-6i,-0.46371319061364136,-0.0035372864962723853
182000,9.920776277137664-2.479035657278909E-6i,0.003264604579797245,0.5196347862272531
182000,10.154204252055363-2.478138200453801E-6i,-0.0023739044294113945,-0.42827389312947944
182000,10.710556621881777-3.7824404871197425E-6i,-0.4009511006612909,0.002495008275064287
182000,10.79420295218019-2.6112298245490144E-6i,0.11316713521626173,0.007521760428181904
182000,12.0727353464336-4.8883324709331666E-6i,-0.0034985852779848827,-0.01614847826408885
182000,13.13201936397091+4.444790044864043E-6i,-0.00343568258341763,-0.34585330177233387
182000,13.291014124144036-1.0590474134158323E-6i,0.001584835754927372,0.6040204316044776
188600,8.35673213707865-2.2197351620305924E-8i,0.003235584607809288,0.5095422511966082
188600,8.817763228802907+2.550681841653694E-6i,-0.2342817401672147,-0.00494837971134191
188600,10.158486958564707+2.0068122365147825E-6i,0.0029181466577434477,0.4917757416805788
188600,10.38581672057137+6.549953284878306E-8i,-0.002734220088921773,-0.5089936667808898
188600,10.945319985193438+1.745611121777548E-6i,-0.65882990431077,-0.002110238407124499
188600,11.026227015634593+4.187394374461599E-6i,-0.5375210314984454,-0.0072465858873477194
188600,12.305153944874919+6.7399567780707835E-6i,0.0035291670619739418,0.016288900710712567
188600,13.367856533098958+9.085925143766667E-6i,-0.003962381262262367,-0.5028368881405262
188600,13.52258054227166+5.424593413448405E-6i,-5.0383315131168815E-5,0.4750297550175136
195200,8.58845206496054-1.327785076685301E-7i,0.0031752145287162383,0.4992914890907992
195200,9.050176241620468-2.5065893844062745E-7i,-0.4662331440331442,-0.0024461147494326493
195200,10.395982865029449-7.611892154396804E-7i,0.002231390113789664,0.363380429368874
195200,10.61740224361634-8.385745283511308E-7i,-0.003607137253186011,-0.6481171390168199
195200,11.180115785054355-8.953238362001268E-7i,-0.48147195349894134,0.001364590044787449
195200,11.258188572026071+1.031208357459536E-6i,-0.37195464498688424,0.004706622486582829
195200,12.537622243987641+1.285801211459498E-6i,-0.00304906478270911,-0.013886401932713068
195200,13.603614025113927+3.347531394871565E-6i,-0.003263079004399074,-0.31029767659829327
195200,13.754142171738604+1.5555934030983237E-6i,0.001347798802137824,0.5936501945258008
201800,8.820057466145858-3.918491779949045E-9i,0.003131388194898984,0.498683959005835
201800,9.28281448501589+1.39699143703603E-6i,-0.4710169903980418,-0.002466363187003923
201800,10.633417231947183+1.2555568065644114E-6i,0.0030254752216392115,0.478484770119142
201800,10.848944068731061+5.479232819775845E-7i,-0.003347804298126966,-0.5897156456773301
201800,11.414804919165732+3.0240953897141298E-6i,-0.47958251679588854,0.0010421260840771033
201800,11.49045623863782+5.183032613923928E-6i,0.5000579817834087,0.0069092940762010766
201800,12.770005082295642+6.281700988458002E-6i,-0.0023321190984248417,-0.011982811264269136
201800,13.839523613386463+7.116390353409979E-6i,-0.003309792724769588,-0.3297428083749479
201800,13.985664443688377+5.710052755791499E-6i,0.0015373700918996063,0.5997825142949864
208400,9.051896316271405-1.66254301484347E-7i,0.0031338752475301625,0.5004551374298014
208400,9.515032698349644-9.349570271177948E-7i,-0.4385452861127003,-0.0011190877425651196
208400,10.870325477181494-5.830111754727698E-7i,0.0029172582108697586,0.488009987861973
208400,11.08064400175033-1.6182737092217882E-6i,-0.0033514632181650115,-0.6029558935107117
208400,11.649381247723861-8.681512563569482E-7i,-0.4834174879721257,0.001346014714453015
208400,11.722264541232242-8.421387956945589E-7i,0.40215063880540236,0.008055597858796625
208400,13.002474719815012-1.84817989318136E-6i,-0.0025087903478354483,-0.010698975678919946
208400,14.074834742512737+4.010643331648194E-6i,-0.0031985334959524826,-0.29034567412224527
208400,14.217359075380333-2.5738240000475245E-7i,0.0018416022207716407,0.6259071759513256
215000,9.283569556953791-1.7526324334920525E-7i,0.0032162459244097384,0.5017155320895482
215000,9.747535820843492-1.9560381778220572E-6i,-0.4535490760446333,-0.0036959940770866367
215000,11.107301484638253-1.414017871734784E-6i,0.002515476618941147,0.401644123385381
215000,11.312251993278457-1.535825500438381E-6i,-0.0027331757087452986,-0.5274371837506096
215000,11.883973267752797-1.787130640799907E-6i,-0.527845272781189,5.674807330770642E-4
215000,11.954423077036415-1.62601862017884E-6i,-0.6483430445892577,-0.005946060484679793
215000,13.234893548588829+3.2124153475353107E-6i,-0.0013153524051761018,-0.006732868177204815
215000,14.310453506583396+5.105866445968766E-6i,-0.0037900569786997467,-0.46958252468861544
215000,14.448963065966241+6.281870446645729E-7i,0.002241101676030191,0.6485228828729227
221600,9.515289545418598-2.771390265955784E-7i,0.003168841222964125,0.4989144198980391
221600,9.979756825002205-2.29066613227825E-6i,-0.42358325218946724,-0.005714438359708782
221600,11.343784943694148-7.464561926491812E-7i,0.002117753769920395,0.37906104643665156
221600,11.543864583459934-1.991334859371555E-6i,-0.003133967276713222,-0.602786766655412
221600,12.118376403511482-1.1098848119888465E-7i,-0.45569379043567243,5.629020026379116E-4
221600,12.186296267697402-2.2259688237816717E-6i,0.3696179084851697,0.008215350111321787
221600,13.467314332657411-2.0952390443130945E-7i,-0.002081098068962546,-0.007313475170552124
221600,14.545629424144764+3.3053868740889954E-6i,-0.003257443316722101,-0.29090369248220516
221600,14.680564466222684-2.1940987447982726E-6i,0.0010881496517752723,0.5732800213306669
228200,9.747010681533492-3.3236472370796446E-7i,0.003386454259484483,0.4993808416026974
228200,10.211438028903306+8.917535705451559E-7i,-0.4661538449113192,-0.0018409136469263257
228200,11.579250410433433-1.608572482413183E-6i,0.0024383092996521265,0.4467646694955491
228200,11.775635605683838-2.11999976096559E-6i,-0.0031921623958347375,-0.5775820785789213
228200,12.352034551947577-4.731015990451012E-6i,-0.5041087306159545,-1.1856092507123995E-4
228200,12.418054887988742-2.2112211757600045E-6i,0.50179341516462,0.007489886407684703
228200,13.699331629647672-2.495452840315403E-6i,-0.0014837599677208658,-0.0052757985213124844
228200,14.779833151222551+3.663417180661967E-6i,-0.0033803941409807975,-0.36208011342282886
228200,14.912434880557367-3.3670415867757225E-6i,9.853156612167923E-4,0.5643830027957751
234800,9.97893403856972-1.9059150802725723E-7i,0.0031237286057723625,0.4982905570703384
234800,10.444780383098674-3.351715693652193E-6i,-0.3290563219474291,-0.003984539792590053
234800,11.816824469703773-1.778172251266863E-6i,0.0032232898340795024,0.5483304889960947
234800,12.007411388904405-1.3331958346373073E-6i,-0.0032439695425576886,-0.5804084697205418
234800,12.587082918197193+1.905777478328924E-6i,-0.537466496315933,3.6443598728630694E-4
234800,12.650753173795275-2.2399149060416554E-6i,-0.6751095724526074,-7.771201600251473E-4
234800,13.932141339046561+2.890849325716754E-6i,-0.0033153417096723685,-0.014809424198179166
234800,15.016255943759553+3.5837039219512924E-6i,-0.0031277241784118583,-0.3007410782370433
234800,15.144101985221017-1.5844040009578032E-7i,0.002225270444376374,0.6479800396685192
241400,10.21060467691982+4.2565477513006505E-8i,0.0031529631532019463,0.4972546609785436
241400,10.67608876907913+1.4263061430570715E-6i,0.3626796925742764,-5.248686225268932E-4
241400,12.051572220388051-2.765449331309777E-6i,0.003704679815452909,0.585039099460733
241400,12.238978039087364-1.2517688872295865E-6i,-0.0020622122919281755,-0.4154907302293422
241400,12.820145363352655-1.352005685092552E-6i,-0.44193310858506984,0.002082346425431637
241400,12.881924324155765+2.6114261519498134E-6i,-0.21951764614064892,0.0053499594194044734
241400,14.164034564694383+2.8912583208658694E-6i,0.0029265508524252636,0.014697863048176666
241400,15.249666486305825+2.793221260102732E-6i,-0.0034339224649114542,-0.34261422215476117
241400,15.375672206866687-9.817873749298685E-7i,0.0038044579093867953,0.7052779750681109
248000,10.442575017255269-2.5703200851871953E-7i,0.0031158014968679067,0.5064130532248907
248000,10.909531924465238-4.096458341829158E-6i,-0.25288590070181494,-0.0017893816857295116
248000,12.288983706124915-2.117995409037216E-6i,0.0036651196602214176,0.6407808499942467
248000,12.470907779894281-1.0804136474275675E-6i,-0.0036747764634719993,-0.6561809586275535
248000,13.055238074211033-1.5164041008634699E-6i,-0.3912304627821409,0.0030083275341735473
248000,13.1149084563142-3.803379913633133E-6i,0.37239977006997255,0.008767514415025008
248000,14.396916263148304-1.0232721786688601E-5i,-0.003343839400435541,-0.014486765849217558
248000,15.48619911610023+1.0742323140746867E-7i,-0.0020540283011852957,-0.060162684915946736
248000,15.607619645777753-1.4782706331372005E-6i,9.198493679136008E-4,0.5646842090422298
254600,10.674440800102273-2.7009282446116024E-7i,0.0031943407285695497,0.5056837672380373
254600,11.142033134953595-2.420535121101424E-6i,-0.35652657068654137,0.006360221090975724
254600,12.525060509431267-1.5642592132368734E-6i,0.004106127497091472,0.7022480007629911
254600,12.70268329189176-1.4578819639632647E-6i,-0.0025196771481908052,-0.49422440071228924
254600,13.289490235885772-2.040340146008719E-6i,-0.5236539993222993,5.09305137714646E-4
254600,13.347060016237567-2.7231305002925194E-6i,0.1506231805258256,0.008151450627558381
254600,14.629524858139895-2.522342606969272E-6i,0.003274766753074753,0.015261996320071136
254600,15.7213106326921+1.1387290095502522E-6i,-0.003965566050588429,-0.4833717739235317
254600,15.839372438415495-1.0195833771257108E-6i,-9.874862549340338E-4,0.3760855682854828
261200,10.90629982582501-1.6749884105354126E-7i,0.0032357318940929134,0.4990381312584924
261200,11.374572239025275-2.2334345307867646E-6i,-0.47928839899337766,-0.0038457872763408645
261200,12.760952857678568-4.5524028187450366E-7i,0.0028413577900384007,0.4610456328088888
261200,12.934520900122237-1.6864740285018629E-6i,-0.003159107802089832,-0.5742295995531677
261200,13.52355231664154-2.0074240049298553E-6i,-0.48022854161597406,0.001174539290233692
261200,13.579382494980948-2.8465614776107877E-6i,0.36908105755067566,-0.0045280728342088575
261200,14.861915495559455-7.498876012411781E-6i,-0.0024942096944942506,-0.011498088654969785
261200,15.956318964703895+3.26747949936272E-6i,-0.0033178839820208403,-0.33527572028023733
261200,16.071257387179-1.3962142072335205E-6i,0.0013314763693761387,0.5905687708765937
267800,11.13819544373852-7.445317077006368E-8i,0.003125583538624107,0.4991662459810866
267800,11.606909818063544+2.9237340217983206E-6i,-0.4664079270745899,-0.0038985095727934894
267800,12.996518888830256+1.4650712172995749E-6i,0.0027424659332019384,0.4567914545784379
267800,13.166364640673779+6.854776208760041E-7i,-0.0032378730245777036,-0.5953429567949766
267800,13.75749127442164+2.6431088977787597E-6i,-0.4935032776489124,9.382856920412691E-4
267800,13.811502749239418+5.25420585835562E-6i,-0.4358086158368563,0.0036862031210876723
267800,15.094308069809578+6.9490599789616284E-6i,-0.0023490670989332273,-0.010444784644951558
267800,16.190973711676843+6.673166545498567E-6i,-0.0031646355551024443,-0.3087939560040837
267800,16.30306007008144+5.052290730483483E-6i,0.001392838027598597,0.59132671132687
274400,11.370021399554977-1.531092096301715E-7i,0.0031519006169259426,0.4969640878070368
274400,11.839233752575419+1.4428727179170614E-7i,-0.5098959566181358,-0.0039413995968973995
274400,13.231966660989244-7.064843010679564E-7i,0.0031257132011892163,0.5185448743999505
274400,13.398156156300958-4.002867381992726E-7i,-0.002779767453912407,-0.5107595044755409
274400,13.991344642767583-1.6282147090366107E-6i,-0.5202922743692986,7.711277423805309E-4
274400,14.043612028464182+8.313232957100266E-7i,-0.5393864805123098,-0.007015025178224402
274400,15.326627613266803+9.422287512299608E-7i,-0.002195916207831016,-0.008945847170651973
274400,16.425574101532025+2.5646646376747673E-6i,-0.0031390912465350473,-0.31249336664376853
274400,16.534860491113257+1.1358463757289872E-6i,0.0011074698148342461,0.5708531953149476
281000,11.601924747049168-8.807053155340752E-8i,0.0029769376107081514,0.45772271383409524
