% Model,Cyl_axis_oriented_magnetic_field.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 29 2025, 14:27"
% Table,Table 2 - Line Integration 2
% H0 (A/m),Eigenfrequency (GHz),o (1),e (1)
281000,12.071671433952464+1.0383741886609579E-6i,0.10924412933593271,0.006340245307895908
281000,13.467424843237758+1.0812100031794915E-6i,6.450544688674792E-4,0.09175067309693921
281000,13.63002628577936+1.3982835993230958E-7i,-0.002455650391935668,-0.4724036926700207
281000,14.225214035586196+5.109588704353995E-7i,-0.39582322704382283,0.002828285614676728
281000,14.275841267249008+2.9967634313732915E-6i,0.6075281453127368,0.006606780697710542
281000,15.559049360776003+2.203450875703878E-6i,-0.0012244574424432487,-0.005371889615323104
281000,16.66025623280399+4.602356436203693E-6i,-0.003821217745307726,-0.7050692973293017
281000,16.76675968562418+3.319372401593367E-6i,-0.002862888870004331,0.12769524712380684
287600,11.83381304793332-8.269353991964832E-8i,0.003167247472621035,0.49735587795897235
287600,12.304092578847374+2.283103424495393E-6i,-0.22128389363283102,-0.0060421184477485535
287600,13.702725196933171+1.8431752227583436E-7i,0.003487166009314165,0.5912453272836138
287600,13.861879923435769+1.6687273070336344E-7i,-0.003692098612539976,-0.6650000908801422
287600,14.458908663783413+1.5762700851211383E-6i,-0.4169751251791936,0.002073493157597034
287600,14.508057967904039+5.372421661834264E-6i,0.2525271046107142,0.00829957072090271
287600,15.791413718526425+3.3691615464540087E-6i,-0.003455501727376559,-0.0156837198928066
287600,16.89481703643875+5.6229146831977026E-6i,-0.0026352572844970503,-0.16417472014579
287600,16.99862219986562+3.929585522084861E-6i,5.130991014320127E-4,0.5250905372549859
294200,12.065717070690258-6.495309957822759E-8i,0.003145359099066257,0.49975510642461296
294200,12.536424408094616+5.155355899793391E-7i,-0.4630995292252884,-0.005092699443835761
294200,13.937915439500474-4.189081762772437E-8i,0.002335227842170736,0.3855734524202847
294200,14.093740273708105+7.672194788826442E-8i,-0.0032675188822125366,-0.6044538081335727
294200,14.69262865448181+2.276763108774269E-6i,-0.48725446892435115,7.826723667862365E-4
294200,14.740154222690547+3.805289498200282E-6i,-0.6830830199364935,-0.0013164447802354907
294200,16.023805661947666+7.0122888121481506E-6i,-0.003541983069111827,-0.015347818648341914
294200,17.12923786065102+3.694658957992314E-6i,-0.003268808605208864,-0.3036749976625456
294200,17.230496932428604+3.074504863866289E-6i,0.0014304670131216734,0.5950724515937102
300800,12.297573246236594-3.5468978241778664E-8i,0.003145677584989223,0.5021270334872868
300800,12.76884432707549+1.8086622336392383E-7i,-0.5470707177046535,-0.004022566126403499
300800,14.173119489462172+9.109640977477528E-7i,0.0018317685125361653,0.3108542365230682
300800,14.32555801009407+1.8550409937436542E-6i,0.001332404158789582,0.16172849316633073
300800,14.926327142223062+6.721569197826591E-7i,-0.3000705868432961,0.0036416916778111096
300800,14.972347928860797+4.465575427886651E-6i,-0.42671501146437407,0.004239185436513169
300800,16.256195839681524+5.927690453312696E-7i,-0.0019798432085706952,-0.008172084677038404
300800,17.363782419691596+6.421011536926723E-6i,-0.003324167619436784,-0.288517751345841
300800,17.462310121507745+7.666978615831983E-6i,0.004488152625595693,0.7001341289529459
307400,12.529570057566268-1.3693440517681076E-7i,0.0032057960509710983,0.5056161201802695
307400,13.001069583882867-1.0237098673202548E-6i,-0.6902593642660259,0.0023426800033043635
307400,14.407896566386064-2.3950044042518825E-7i,3.6814944325357806E-4,0.055106711976172174
307400,14.557516400585591-6.251240529760568E-7i,-0.001938229344316533,-0.3861039087124181
307400,15.159783003948677-1.0648574605844367E-6i,0.13992292308153037,0.006304003895767545
307400,15.204418655563401-6.718894942638197E-7i,-0.703652332612135,-0.0028171116033129354
307400,16.488476985032023-5.627445018754628E-7i,0.0029275937034434285,0.012919947731844163
307400,17.597836928506812+2.8920512037209817E-6i,3.2662400643954103E-4,0.32057859621902773
307400,17.694293501148696+4.3120662250573943E-7i,0.004668951436408622,0.6920578126599737
314000,12.761272394706152-2.2565025435768733E-7i,0.003249186012123759,0.4986526988389034
314000,13.233327509418402-3.250767358485077E-6i,-0.42295302684544167,-0.004241509795989148
314000,14.642720153299443+2.0330742026079023E-6i,0.0029534706570444494,0.47738716218684313
314000,14.789222451599056-6.349206047527302E-7i,-0.0036026078505839373,-0.6216017627920949
314000,15.393317538782034+1.8343072918047442E-6i,-0.5105834223617743,0.0026688332973049097
314000,15.436484073843472-2.865683236935917E-6i,0.4954504143864904,-0.003971996862535424
314000,16.720697127458614-5.191290876961072E-6i,-0.001534023042909592,-0.008624242216808785
314000,17.832081921537778-4.842608429450099E-7i,-0.0033575846432281706,-0.3234913287531363
314000,17.926038797518913-2.3233008742598907E-6i,0.0010989638600633976,0.5722091358170804
320600,12.993416539450076-9.579742784937513E-8i,0.003144053018144588,0.49785171396915956
320600,13.465765668413926+2.2255871063761516E-6i,-0.37961072158494974,-0.004712272931970738
320600,14.877641920395789+1.2476618037367037E-6i,0.0025066414784977033,0.4309030172788089
320600,15.021315162152238+9.196347705790063E-7i,-0.0026171256796250495,-0.49675620839960793
320600,15.626975953257585+1.7103500514514244E-6i,-0.461646859334366,0.0012739033880889037
320600,15.668790424161378+5.1871685963962065E-6i,-0.10281010865351493,0.006936189587763689
320600,16.953227711997087+4.738917034806332E-6i,-0.002941226169571273,-0.012656289562873676
320600,18.066413784303833+5.412416941104328E-6i,-0.0035513642971057415,-0.38093330612120535
320600,18.158114365419998+4.722447634755107E-6i,0.0014211436813787374,0.5936078530098368
327200,13.225368326065015-1.565610889690083E-7i,0.0031435417616582995,0.4991201997450806
327200,13.698144166481281-1.5832650610912904E-6i,-0.47019235956110317,-0.0031247096529986767
327200,15.112386878417546-4.4112085329370226E-7i,0.0025922114522523073,0.4476015063750948
327200,15.253241827240048-4.934932507966681E-7i,-0.0031592045700956487,-0.5795159776241324
327200,15.860437988976244-6.477815055474292E-7i,-0.487754414114738,0.0012403362984129054
327200,15.901005020123101-7.840132946760848E-7i,-0.5849713128725497,-0.006822944285427429
327200,17.185560695058975+9.137369478452112E-8i,-0.0026264236406818033,-0.011677407469773152
327200,18.3005863367203+2.511664980892016E-6i,-0.0032502598936641424,-0.31423872657268526
327200,18.39006080317824+6.283909285910189E-7i,0.0013805283466721849,0.5909044868662641
333800,13.45729972529149-1.3210489335721369E-7i,0.0031689900137282082,0.49977121993608337
333800,13.930407613212697-7.073604147986757E-7i,-0.4002599163970654,-0.0028698983113630947
333800,15.346969309313616-3.980379468552787E-7i,0.0023787492009524854,0.3942389763281564
333800,15.485142617837303-8.763266203786055E-7i,-0.0034923672169130714,-0.62983783515097
333800,16.093771921471856+6.14180785669658E-8i,-0.47209211187187816,0.0017530295064575095
333800,16.13309247779912-5.56831746821358E-8i,-0.2912079821049367,0.0054606959815161876
333800,17.41787615322214+8.287394428507089E-7i,-0.0017782099721112188,-0.008726216248585564
333800,18.534598201388576+2.4615931524178655E-6i,-0.0034136746375475137,-0.35362432574288843
333800,18.62198313945834-2.2491132976079686E-7i,0.0016158126266903748,0.6085781452724714
340400,13.689256762547124-1.6809110780953364E-7i,0.0031549120841568505,0.49938854017996054
340400,14.16285084555897-1.4115182602368382E-6i,-0.3836856703211887,-0.004786102936298979
340400,15.581685454761773-3.6385747017437837E-7i,0.002380427766856378,0.4061414120516264
340400,15.717090206339494-3.391720131175288E-7i,-0.0028133692069230963,-0.5266547896798844
340400,16.327333987881133+8.723993742730381E-8i,-0.48818293195789314,0.0012977477550316452
340400,16.36539331283076-2.2677354958421707E-7i,-0.6997612361252843,-0.002291834767505556
340400,17.650262040149638+4.7030752402215944E-7i,-0.0030431682635370804,-0.013487418450779984
340400,18.76884854258791+2.7409192636243577E-6i,-0.0032852507429831823,-0.31906701691553097
340400,18.85394035329902+9.147598117442323E-7i,0.0022862341022760794,0.6505900487902203
347000,13.92117906500793+6.619711809338465E-8i,0.003207603341823003,0.5016275892700647
347000,14.395288321144664+2.583367022845483E-6i,-0.4354586345419068,-0.005376210115918767
347000,15.81634211269966+7.19907072881007E-7i,0.002010888259128557,0.35253879901736385
347000,15.949013689882614+1.5783927928849232E-6i,-0.0033151886308110897,-0.6045123981468267
347000,16.560839198214957+2.0092883338050752E-7i,-0.44553585624787345,0.0014606742411327526
347000,16.597716538465423+5.873750432145891E-6i,-0.17313458263449125,0.0058368860844585264
347000,17.882634348704414+3.163731122765037E-6i,-0.0015783333528696468,-0.0072666359014946875
347000,19.003087408164973+4.415937096341149E-6i,-0.0036417875049965243,-0.4183189178820607
347000,19.085873965895214+6.356487283262291E-6i,8.371933806841875E-4,0.546195357667256
353600,14.153181467000236-9.870961634791889E-8i,0.0031610083320607377,0.5045261560095661
353600,14.627439501061449+7.847278176850171E-7i,-0.4419556546284967,-0.00416776714306521
353600,16.050572647950617+5.058958462446777E-7i,0.003735895024361632,0.6393342670980109
353600,16.180987854976813+1.01098266407435E-6i,-0.00330866766925928,-0.6039980511824936
353600,16.79402715418363+1.4250224436776502E-6i,-0.5525762919522996,2.292855332090112E-4
353600,16.829738267672717+3.3092766686039767E-6i,-0.5618206864755679,0.0016854458465023383
353600,18.114905156636677+3.940347745390478E-6i,-0.0018532766611959312,-0.008371417397297713
353600,19.236796899834232+5.949260434725477E-6i,-0.003608931783508505,-0.39959343526736696
353600,19.31787958550328+5.128523084792885E-6i,0.0026391307268306885,0.6681291904101873
360200,14.385124835848622-8.58859382429973E-8i,0.0032098069867982325,0.5005646207517083
360200,14.859609313493745-5.526721962698647E-7i,-0.49840652838288074,-0.004326616460180971
360200,16.284789243248014-4.7488155856013867E-7i,0.002906179067392473,0.499073781153154
360200,16.412880505507903-1.0559450608881358E-6i,-0.003240272924395488,-0.5952127937853994
360200,17.02718428310566-1.443415248946652E-6i,-0.5223639960657156,4.5364179322172985E-4
360200,17.06171975888229-9.215150141790864E-7i,-0.06216819883002108,0.006532098584118291
360200,18.34718501750532-1.5381761324576654E-6i,-0.003278039413803968,-0.014749460354333143
360200,19.470487214661215+1.7895218704861098E-6i,-0.003296096805788542,-0.33851615450624917
360200,19.54978835387332-1.5166784819691844E-6i,0.0010927655685776963,0.5638812738101053
366800,14.617061523729955-1.8488664780922942E-8i,0.0031227723565876364,0.4991186965508025
366800,15.092199738055633+3.6227064287367316E-6i,-0.48325053655929057,-0.004495722093832859
366800,16.519469589493603+1.24282610284304E-6i,0.0025467187328162082,0.449344940016389
366800,16.644845008602314+1.1235486684981291E-6i,-0.003143111230199569,-0.5793775618334561
366800,17.26075629500358+2.2905503270954878E-6i,-0.487194314362951,0.0012468803560488839
366800,17.294214343371603+6.913034757536936E-6i,-0.6164418416787836,8.681179988811305E-4
366800,18.579699300180092+7.483651346084195E-6i,-0.0026044538190822114,-0.010738865784319767
366800,19.704884194166965+6.403591294167475E-6i,-0.0033117423313516045,-0.3302345812794237
366800,19.781776506090207+6.010314400272573E-6i,0.0014283691048809948,0.5929720544593291
373400,14.849085925186222-2.887647009942811E-9i,0.0031362334555705062,0.4918832386806934
373400,15.32437735904183+1.820537894114042E-6i,-0.6345283596190983,-9.776375127556343E-4
373400,16.75354703100183+6.102401317212511E-7i,0.001254771197630902,0.21960728150776535
373400,16.87684180369682+8.740721876171333E-7i,-0.0034491892216907904,-0.6287098377817478
373400,17.493910002073317+5.165333327751409E-7i,-0.6942446425041093,-0.002855396771609907
373400,17.5262822287947+3.849044096809392E-6i,0.5306328026648577,-0.0023859511521288983
373400,18.811923621059826+4.883720855315241E-6i,-0.0035747350241328974,-0.015780863735120554
373400,19.93851349213799+5.6624671907534724E-6i,-0.0032326065433577952,-0.3168440893481383
373400,20.013782904331038+4.7294756870563055E-6i,-0.00462538813492911,-0.20175594720717172
380000,15.080838838085729-2.0755880653109937E-7i,0.003231735475114258,0.4985870386088395
380000,15.556632617292056+3.0704142569420712E-6i,-0.18279116063443432,-0.0016818870388296083
380000,16.98764482969234+2.827230424534528E-6i,0.002528112305868754,0.3938518295020013
380000,17.108601462996305+3.2003685711229895E-6i,-0.003414704184458893,-0.6116597998794945
380000,17.726805820847503+2.1757068545047267E-7i,-0.4650890518042803,0.0029003088760960662
380000,17.75842872180554+5.9142209127922576E-6i,-0.2628218770390427,-0.008146391861850231
380000,19.044086452438965+1.0644581872357204E-5i,-0.0036147142436027263,-0.01618071221651452
380000,20.172227326280698+9.131526915778722E-6i,-0.003360676911739,-0.35362665540614335
380000,20.24557763297529+1.1895414043273702E-5i,1.4058718722942287E-4,0.48636471043339324
386600,15.313029582800707-3.409886644353163E-8i,0.0031654148699395263,0.5000069448182596
386600,15.78900295670522+1.9304595232556263E-6i,-0.5131912584261464,-0.003959457150232751
386600,17.22185502875161+6.571785284054039E-7i,0.0026265578737773793,0.447714217956997
386600,17.34076390282802+3.2283618121211845E-7i,-0.0030175532168252176,-0.5617728898983216
386600,17.96026049658859+1.7461275208285638E-6i,-0.49972128750512607,0.001432415132746121
386600,17.990685709251505+4.083271394071016E-6i,-0.699965725093818,-0.004143386681633364
386600,19.276476523975447+7.244090393368946E-7i,-0.0022459254495514735,-0.01049378118550197
386600,20.406051383477617+5.383554946722052E-6i,-0.0034559468788534957,-0.3531825324018622
386600,20.47774969836716+3.779539497049022E-6i,0.001469846139943486,0.5972768145835199
393200,15.545047553212381-1.4109800523697978E-7i,0.0031509638665261643,0.499674678065197
393200,16.021316658398828-2.0941275127714093E-6i,-0.43978570749994733,-0.0046917560741226985
393200,17.455963083010644-6.461056646079644E-7i,0.002652730606976667,0.453491763822047
393200,17.57276460591951-6.401808488977909E-7i,-0.0027428594510919948,-0.5218529651466509
393200,18.193384654200752-1.174509035918773E-6i,-0.5117157214816513,0.0010099387058883854
393200,18.222853643358764-1.5194520706976665E-6i,0.6903688691983201,0.0017111503930709612
393200,19.508780002568955-3.90338148618822E-6i,-0.0019549779284089405,-0.00864725165464668
393200,20.639770596898558+1.5964042367413402E-6i,-0.003432902020866122,-0.34606737018036243
393200,20.70976663338576-7.114760784791297E-7i,0.0013690776961204404,0.5893213090284711
399800,15.776962383783998-1.2267756478125188E-7i,0.003124892236392204,0.4991716876883612
399800,16.253287715933624-1.0691866188413267E-6i,-0.49674301931302145,-0.004920310718367059
399800,17.68970406528514-1.5004240672711202E-6i,0.002593200938343453,0.45055073551880864
399800,17.804628927008448-3.615468196689014E-6i,-0.0031033547668213807,-0.5838325626133212
399800,18.426257524230884-1.9069796390359858E-6i,-0.49347937947786674,8.003527914700455E-4
399800,18.45466779438831-3.511858849432642E-6i,-0.5129981202047322,0.00257674961335624
399800,19.741000948042544-1.6546790777053388E-6i,-0.0025868445050165737,-0.010338685650782456
399800,20.873112497260106+1.8661644128090745E-6i,-0.0033909298126564135,-0.32470387896255115
399800,20.941665451723935-7.183832237650188E-6i,0.0014133495534000362,0.5920347801502863
406400,16.009043385187013-1.7182462495997476E-7i,0.0031442611894675755,0.49784962718083436
406400,16.48585229524284-2.1210940713569156E-6i,-0.4039785585517863,-0.0032305321340876684
406400,17.923928200346662-4.191648547125669E-7i,0.0022846292303436945,0.3990891472954705
406400,18.036740945797224-9.824595990395935E-7i,-0.0033331274173633765,-0.6069324243271527
406400,18.659582293652978+9.808965000725885E-8i,-0.4991130908150967,0.0016140273493403705
406400,18.687197494610047-1.7961651832479156E-6i,0.6387596798610882,-3.573605896059834E-4
406400,19.973363707047216-1.954532406778385E-6i,-0.00210030843863617,-0.009570706558817373
406400,21.107071157051674+1.821575016632949E-6i,-0.0034327033422096253,-0.3461743622024264
406400,21.17379560019795-1.2493633073332338E-6i,0.0011504766478803948,0.573562302200248
413000,16.24099252444695-2.06017028068331E-7i,0.0031378683209880806,0.5023498616712663
413000,16.718025932430233-2.6937361339917344E-6i,-0.507448384077831,-0.0029234532308259234
413000,18.157774777137607-1.2913975095233033E-6i,0.00124989954932954,0.22554246709018272
413000,18.268670762396955-1.0805400028024018E-6i,-0.001845669234252726,-0.3704721069786799
413000,18.892594310600664-1.1507616353678864E-6i,-0.4186778413853101,0.0022512983839184466
413000,18.919252004485195-2.142851216896712E-6i,0.4246560897082538,0.007688076620512691
413000,20.205611051261204-2.7489572886596353E-6i,0.002590956798030015,0.011523189692306295
413000,21.3405937154319+1.2544217868095518E-6i,-0.003509684795650731,-0.3983159544342839
413000,21.405748307421884-1.3599756798328192E-6i,-0.002122590177755011,0.21975069188839944
419600,16.473045435986826-1.0783479879190253E-7i,0.003145158659799425,0.49989311717003726
419600,16.950492021016103+2.858778966826411E-7i,-0.48247111109171054,-0.0035468425684940332
419600,18.391844687975155+5.3392299772424E-7i,0.002799830435562744,0.4858314382156932
419600,18.50073790731018+7.607968450620083E-7i,-0.0030892174299352853,-0.5714442259341986
419600,19.12581078476761+1.2373213535414163E-6i,-0.49730075151797093,0.0012281301631108582
419600,19.15165549018741+2.2981985400781787E-6i,-0.14584049250270556,-0.007681349548039676
419600,20.438015493930813+4.454131182017612E-6i,-0.002224711031767607,-0.010232537401189314
419600,21.57440658546276+4.909890236173287E-6i,-0.0029871281335110164,-0.2662569221116935
419600,21.637820713368335+4.149564892797334E-6i,9.67686556877219E-4,0.5568129944416818
426200,16.70486650070259-1.879661886684606E-7i,0.003194377800111879,0.5034551326319293
426200,17.182351898249966-4.274438745402035E-6i,-0.6772299229916247,-0.0015398745083764094
426200,18.6253002277563-2.7849349532043576E-6i,0.0030183809907885118,0.5448632977912431
426200,18.732526208043666-1.8474613636555015E-6i,-0.003312612559874857,-0.6286432618653595
426200,19.35876854342475-2.1688273232788267E-6i,-0.6597087824618367,-0.0014254686090410952
426200,19.38343714661066-5.429286781836392E-6i,-0.043680440530754365,0.007839393545229185
426200,20.67009222760974-1.1197019665159588E-5i,-0.003622031078417156,-0.015401595779486294
426200,21.807571466233856-7.54232402681864E-7i,-0.0026627022344292003,-0.159242381745451
426200,21.86962663486719-4.565603219542597E-6i,0.0013097831016555127,0.5873744991457561
432800,16.93698308473732-1.2755802951263896E-7i,0.00307255785596429,0.49636177207828364
432800,17.415046923381972-2.3336964939467186E-6i,-0.2390744556399086,-0.003080124721229664
432800,18.859611105134498-1.448227093082148E-6i,0.0025378907169993905,0.467005505921522
432800,18.964642212229887-5.822267878234075E-7i,-0.002613257482778421,-0.5100272373997069
432800,19.592043784939765-2.1029088737894327E-6i,-0.3084380711393988,0.0033964298942479763
432800,19.61596969692286-1.7466319554810128E-6i,0.0413879888913344,0.007986080070219163
432800,20.90260063630389-5.051999362276893E-6i,0.001333047429081502,0.005143047918741111
432800,22.041607698266436+1.954013404808025E-6i,-0.0022016799044049197,-0.10995234766143819
432800,22.101758158496242-6.652788088959578E-7i,0.0031337825081293306,0.6889434123234223
439400,17.168861779770378+7.152160316167219E-8i,0.0031318972166077784,0.4986145467334485
439400,17.6464683105505+1.619782536556821E-6i,-0.5484048325216363,0.003996475761738155
439400,19.092263428040546+1.171158748625292E-7i,0.00326909439363296,0.540494126977064
439400,19.19647968830167-2.1457841141829913E-6i,-0.0021643833999517807,-0.39646685140744414
439400,19.82404461117109-1.0055280879351958E-6i,-0.5314413471269356,0.0035472310498438036
439400,19.84734402200004+6.778216978049445E-7i,0.6027122826621674,0.006108853261333997
439400,21.134281789461838+4.9128920110692525E-6i,0.0036545244055438716,0.016106275143696586
439400,22.273818179216843+4.249769526966144E-6i,-0.0034732171591885692,-0.3652177123499412
439400,22.33364788923271-3.3356587721281896E-6i,0.0022268535080461186,0.6457614668593904
446000,17.401021326003647-7.843131168792305E-8i,0.0031586835135458914,0.49918083816097053
446000,17.879747062932285+2.8181160690676736E-6i,-0.5269216114716051,-0.004398737667472108
446000,19.327205662274174+7.673292229371188E-7i,0.002821956198178867,0.48231962822045893
446000,19.42873068953041+1.7279745381072903E-6i,-0.003080547537586924,-0.571734491466885
446000,20.0579532457211+2.1234256935401946E-6i,-0.4849481645607428,0.0012894966901742927
446000,20.08060294537324+6.763702725897203E-6i,-0.2482096499388792,0.005060639973694822
446000,21.367188575710546+8.740221140955284E-6i,-0.00226587982511669,-0.010866304679166069
446000,22.508780605900107+6.3101516745125904E-6i,-0.0030822796790731613,-0.2896185824853618
446000,22.565889647324408+7.180259862488258E-6i,0.0017527843457860865,0.6154712524928431
452600,17.633035098007866-3.324202687140212E-7i,0.003042065093968774,0.5002309982779646
452600,18.111378468502878-3.743662903575894E-6i,-0.5307668130473691,-0.0023402161188080034
452600,19.560202009150885-8.028794465081764E-7i,0.0023066383626908294,0.39133625035302266
452600,19.660655151780134-1.0767545341904918E-6i,-0.003289978817180954,-0.5924444198520784
452600,20.290501094074518-1.246631229521401E-6i,-0.4894031013107312,0.002342197134225914
452600,20.3120842341217-3.92602700380228E-6i,0.028600312925703274,0.0077041600883981
452600,21.599268201604605-6.12513864727942E-6i,2.3115062221995287E-4,4.078366262095831E-4
452600,22.74137564467182+1.814011956600088E-7i,-0.0025775159881889173,-0.15816308879362292
452600,22.797844642095168-2.306068288090264E-6i,0.0010980304382342209,0.5664944535602583
459200,17.865018083467646+1.3710050615330607E-7i,0.0031212750653537937,0.49898207641140946
459200,18.344051568719333+1.4557856727439023E-6i,-0.5148072539335864,-0.0036953664429923727
459200,19.79423033961406+2.5546356154039684E-6i,0.0026094083593230645,0.43493958545442174
459200,19.892671147914747+5.013427820130256E-7i,-0.0032475059621865027,-0.5707724081608302
459200,20.523479162580486+8.577867869101255E-7i,-0.47582209578799084,0.001823452082131831
459200,20.544643034601812+1.0968197504572704E-6i,0.04054070025961548,0.007453691815850425
459200,21.83161092158432+6.706917310640348E-6i,-0.0024641038382119907,-0.010960037100715057
459200,22.975237071248742+3.944624290312702E-6i,-0.003303682380090754,-0.32097836504367616
459200,23.02987643681721+2.536773079705141E-6i,0.001213149544488737,0.5765467057105242
465800,18.097038308831976-4.699307762914854E-8i,0.0032236278452871915,0.4983399280036321
465800,18.577113270985766+2.3495600051433226E-6i,-0.5262932907657105,-0.0034378952752546522
465800,20.02888106026314+1.4424489362529706E-6i,0.002624934424209564,0.4508781843226053
465800,20.12477455497087+1.654927673870303E-6i,-0.0032034145543377523,-0.6025013305170864
465800,20.757240649520234+2.7774886964247254E-6i,-0.4698666404560344,0.0017073934731761987
465800,20.77770339454753+5.251134438037904E-6i,-0.5254108253054084,0.0019975429849055652
465800,22.064297738066916+5.41230917823658E-6i,-0.0023536327898773237,-0.011551861265776455
465800,23.209894274987207+5.052390547583502E-6i,-0.0032277725875926085,-0.2967099899464533
465800,23.262013502390868+6.382339898436142E-6i,0.0017502456207432314,0.6176681906269411
472400,18.32908732691454-6.231277186416398E-8i,0.003073387769246758,0.5070820269116093
472400,18.808065910871708-8.972936484863569E-7i,0.278808188396302,-0.0060194611696200604
472400,20.260993138990266-2.3464348051712263E-7i,0.001275311219391549,0.27332571214756407
472400,20.356658245287548-6.629707834474616E-7i,-0.003867776955446223,-0.6902232209688249
472400,20.989086470332833-1.8146671828261173E-6i,-0.6653280083354505,-0.0017448919871532315
472400,21.008422056639237-8.991970128837383E-7i,0.3280717562418553,0.008405151095683306
472400,22.296013374591244+1.0357606983509245E-6i,-0.0028898539298569514,-0.011785214959811741
472400,23.44135106657655+4.62927336705917E-7i,-0.00351682255948373,-0.3945738033135956
472400,23.49386549570405-1.5953658353825583E-6i,0.0017789027583058443,0.6160961102796152
479000,18.561137337830797-1.255755489715675E-7i,0.0031647744617603066,0.49933229645739985
479000,19.040249242595745-3.4598920446986E-6i,-0.4415132760553732,-0.0028034301967747055
479000,20.49436621267981-3.205663285121287E-7i,0.0017908652940705136,0.34637731974480535
479000,20.588715154496466-9.228620654919392E-7i,-0.003079633885217953,-0.5700123606500818
479000,21.221906792626154-1.4854291037968477E-6i,-0.4899742897280887,0.002289652076146192
479000,21.240634181029396-3.631213098928355E-6i,-0.7037461993994901,-0.0034744612307622148
479000,22.528180492671446-3.474990184358958E-6i,-0.0021903600923407892,-0.00991573731229228
479000,23.674561752012327+2.161022755444482E-6i,-0.0033140441425777733,-0.3189239555366603
479000,23.725947314493876-1.3972766266014045E-6i,0.001459309041392133,0.5964874078343491
485600,18.793125738882743-8.084022328236413E-8i,0.0032219486005502485,0.49961401764432406
485600,19.273940853870815+3.914289029445023E-6i,-0.5011263434826634,-0.0019100370440926248
485600,20.72963648870617+1.490020916713478E-6i,0.002610117890151338,0.441501262903892
485600,20.820857890899106+2.580737570753289E-6i,-0.0031358361008200506,-0.5763711313070898
485600,21.4559978390666+1.3654960708526855E-7i,-0.44394299245734076,0.0019653386727571057
485600,21.47434086015891+6.497903563277758E-6i,0.5995390116810831,0.006353403989311088
485600,22.76129452025111+9.63383337334996E-6i,-0.002515979519828733,-0.01173264911272452
485600,23.91009559874752+5.152336818296187E-6i,-0.0032576377272113097,-0.3062778176656512
485600,23.958170357914682+8.46378974658584E-6i,8.657838172046486E-4,0.5496811229227254
492200,19.025197684221016-8.391037866328991E-8i,0.0031530306279930606,0.4992971416418849
492200,19.506232221407174+1.8171479158558251E-6i,-0.5056412647256128,-0.004261266914904548
492200,20.963164186119506+2.0316728902583142E-6i,0.002636433031263971,0.4501131596904185
492200,21.052903287705718+1.8290275130878834E-6i,-0.0029554726480311706,-0.5556298174619614
492200,21.68874258245112+3.5814466664060056E-6i,-0.45840354175780007,0.0012968360754019696
492200,21.706459201335555+5.948311288438047E-6i,0.07795722973014407,0.006638899943262401
492200,22.993469684304127+8.540575293067124E-6i,-0.002371543416800934,-0.010928000137134575
492200,24.143296529120484+5.3718841864895285E-6i,-0.0030357691006295943,-0.2938609779188936
492200,24.190213373476166+8.01334684700888E-6i,0.001406812394737672,0.5892713320375886
498800,19.257289447046343-5.784706398981222E-8i,0.003180960571717069,0.499434157525872
498800,19.737763063616793+2.768436863661597E-6i,-0.5227440462567988,-0.002946694515234285
498800,21.195717858284223+1.1607875365536555E-6i,0.002771343751825054,0.4570278778704368
498800,21.284923608584517+2.4397954784899224E-6i,-0.003107468516005305,-0.5646585906921022
498800,21.92098041932845+1.1541220785954694E-6i,-0.45501334592807646,0.0019803360019974925
498800,21.937936101443434+6.3811595411272155E-6i,0.2607102409252271,0.007175383627775624
498800,23.225304752891745+6.431584007946553E-6i,-0.0017636771307178536,-0.009341218573076293
498800,24.375464054095477+6.1585417058423425E-6i,-0.0031813070336525937,-0.30660216431515636
498800,24.422197429087067+8.250022649584992E-6i,0.0013712804790758353,0.5876982940743432
