2.9926910185174163e-07	2.0229511787112847e-07	1.463695637000142e-07
3.152872632228935e-07	1.873687358146356e-07	1.326272587555977e-07
3.2260034641816055e-07	1.91278140009357e-07	1.0546329221980472e-07
3.528586497165074e-07	4.517207841730353e-08	1.4833601794582078e-07
3.485614896422723e-07	7.470192005019942e-08	1.4705457651137e-07
3.564240880912461e-07	-3.869217886422185e-08	1.4610333792099663e-07
2.969433107407819e-07	2.6255539998812697e-08	2.4792134720271936e-07
3.2383758401650877e-07	1.4355849146806207e-07	1.473269526085995e-07
3.0798025908110734e-07	1.6004310950165325e-07	1.4195362807647625e-07
3.1605439818234453e-07	1.3244412627750702e-07	1.7224335582661755e-07
3.2478819213505505e-07	8.856648488283349e-08	1.5640288636468785e-07
3.2374270119437677e-07	1.0386950237751571e-07	1.7685037929621324e-07
2.65883566880778e-07	1.4205404249172224e-07	2.3465178430388293e-07
2.7455237177651746e-07	1.1216871300665661e-07	2.4029712120223874e-07
2.536294995878642e-07	9.999482031022247e-08	2.4816716333022925e-07
2.5531401387722176e-07	8.825479807503613e-08	2.735745929309214e-07
2.7409374308750476e-07	4.418258481116088e-08	2.701001704260686e-07
2.6032132683296154e-07	6.326057086534908e-08	2.616742739695948e-07
2.5844271180685756e-07	3.0190592539440514e-08	2.721241708739539e-07
2.459785615894797e-07	2.1031451857195817e-08	2.974375473251683e-07
2.446702955523144e-07	4.92685785936287e-08	2.6369827441748014e-07
2.0067771554912584e-07	9.182267334095933e-08	3.1826050512744217e-07
2.1778693103678575e-07	1.0920803970104342e-07	3.0074983753208014e-07
2.254765121625599e-07	9.388594431651175e-08	2.8308962658970365e-07
2.0539494701683966e-07	1.3175859917400157e-07	2.8678706772943316e-07
2.3592776654307922e-07	1.5127976802640622e-07	2.440100745593765e-07
2.285759908048839e-07	1.7388081996524478e-07	2.5980182476728986e-07
2.1142885579148266e-07	1.6129917260233101e-07	2.8157197049219565e-07
1.741150712908984e-07	1.0573093018488254e-07	3.2911638332636257e-07
1.834696639008237e-07	1.7636501100627097e-07	2.915165162360359e-07
2.400341338055786e-07	3.0247976129131636e-07	2.2443956195605892e-08
2.1629665655664807e-07	3.187919271737745e-07	3.7294647156315385e-08
2.2929467971245086e-07	2.038080632978311e-07	2.3323239048572556e-07
2.1865684153049708e-07	1.849391828396584e-07	2.417723525276554e-07
2.476598105207688e-07	2.0883257030912822e-07	2.0835291154676226e-07
2.2600861726869236e-07	1.6233813090081983e-07	2.2598060231974205e-07
2.837431156955978e-07	1.6234110451985707e-07	1.974421988150667e-07
2.494039836509466e-07	1.8974223360653007e-07	1.9549180212010473e-07
2.755081401586102e-07	1.8838185176690497e-07	1.8626810054146515e-07
2.631570982773557e-07	1.4815682264067133e-07	2.072899147265782e-07
2.882510965076822e-07	1.4317043268549197e-07	1.776284730176016e-07
2.8134564617333e-07	1.8741458263175842e-07	1.5970677025980285e-07
2.3839062858082395e-07	1.6211667465639434e-07	2.045795308511547e-07
2.826232842213758e-07	1.5793301360135671e-07	1.5482725008140058e-07
2.6766507908944007e-07	1.2898615080630623e-07	1.874761889291131e-07
2.8498008444228375e-07	2.3611139453591112e-07	9.265307371618671e-08
3.041528103681318e-07	2.1616262910544412e-07	7.829053981186563e-08
3.000293610992062e-07	1.9935251523955147e-07	9.498036794069399e-08
2.513049005057544e-07	2.505243352761159e-07	1.4868367641238273e-07
2.777578484165153e-07	2.14735266719463e-07	1.3495750597060009e-07
2.6631088083557e-07	2.2957831877858618e-07	1.0879798159773896e-07
2.7286370478337256e-07	2.3643032560488457e-07	1.330232108212662e-07
2.7120502446871283e-07	2.0788325989316463e-07	1.1073227674707288e-07
2.4069573532787827e-07	1.990520025799512e-07	1.683855515911663e-07
2.3895156219770046e-07	2.181423392825494e-07	1.8124666101782382e-07
2.598343927381036e-07	1.9985473148009294e-07	1.4829471253038874e-07
2.5328156879030114e-07	1.9300272465379459e-07	1.240694833068615e-07
2.4250889426945847e-07	2.4216130146768633e-07	1.7423752271148149e-07
2.1796022209855457e-07	3.075727193409776e-07	7.778455574516324e-08
2.3832619936214594e-07	2.8825939389177326e-07	9.261308623310936e-08
2.4256054553530813e-07	2.4006951658912375e-07	9.693425265958126e-08
2.1520014559301353e-07	3.012729228762737e-07	5.446566997946587e-08
2.613283690431783e-07	2.7212736580421433e-07	7.721942694643042e-08
2.612297491420218e-07	2.4660259234644863e-07	8.078934477802901e-08
2.2874954594590866e-07	2.54014184131391e-07	1.0334145674030085e-07
2.2441657987159005e-07	2.766792879762748e-07	1.0259020814542752e-07
2.266081108942338e-07	2.8028209983696856e-07	1.3011440267470174e-07
2.3094107696855244e-07	2.576169959920848e-07	1.3086565126957507e-07
2.789207707312632e-07	2.6642451561934127e-07	2.994229918441227e-08
2.988957016504212e-07	2.460160993591856e-07	1.4496804978949075e-08
2.626705580179557e-07	2.6134171859147487e-07	4.7113322007562757e-08
2.6257193811679927e-07	2.3581694513370917e-07	5.0683239839161336e-08
2.9976261695019996e-07	2.4465540240331513e-07	-1.651085516999484e-08
3.692833251672541e-07	-7.842611092322526e-08	7.659780640900498e-08
