% Model,Cyl_Scales_axis-oriented.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 18:09"
% Table,Table 2 - Volume Integration 2
% scale,Eigenfrequency (GHz),m=0 (nm),m=1 (nm),m=2 (nm),m=3 (nm),m=4 (nm),m=5 (nm),m=6 (nm)
1.1,39.140697859466684-1.3231036465136668E-4i,-0.1763521495027408,-1.8275442099355592,0.01144637041721806,2.318308799131701,-0.12794052137878534,-0.3939565284771943,-0.02584459178836973
1.1,42.77036291843433-4.118253317778699E-5i,-0.028363786504093033,-5.887147307778864,0.023829178270049156,-4.045783541426915,-0.02530058915306304,0.7406089169935752,0.009884709491124362
1.1,42.89680997371025+6.41982609637472E-5i,0.11201697681240078,4.119335708909624,-0.04887524130507609,-4.46856206051521,0.10556318772715993,1.1326946258081891,-0.05344646730370836
1.1,44.697360700354366+2.184869891069404E-5i,-14.790864204821728,-0.09266633018279552,1.3088255665007025,-0.09058889978759779,-0.645524572935129,-0.004260363505713016,-0.70247163701707
1.1,44.71970752621931-2.067672239064955E-5i,8.148005355531403,-0.0165776897763588,5.389359412903307,-0.01557171689690709,-1.4634510494698139,-0.03818155045813326,0.6984918822440179
1.2,22.843308768399094+1.5208606109167048E-9i,-2.656944798664074E-4,4.311574692633276,-7.739263837312077E-5,-0.0761489160903721,3.7310512609441127E-4,-0.19418424456285371,9.520010736809373E-4
1.2,25.579761660234922-3.914441660882493E-7i,1.1697893844184182E-4,-5.853109569092316,-9.135615937135716E-4,0.1031162061264885,6.721592426230105E-5,0.26378410373910754,3.141854558315754E-4
1.2,27.89633279735271-2.0024464771354658E-7i,-4.777080208541307,0.001680093993631995,-0.019963320492776937,0.0020705424957234778,0.10686598493952704,0.005576541795100606,0.10505270126347055
1.2,27.988980723625538+3.973740784740374E-7i,0.12036268943038524,-0.004501904067396867,9.740342932697182,0.006651255583372328,-0.16791141703463494,-0.004808284417260944,0.1259580992012825
1.2,30.863371578065763+5.376151246803845E-7i,-10.938102224527176,-0.001103314811459928,-0.012588561046198026,0.002710184453025219,0.24689330627812703,0.006412359232885765,0.24338323440745738
1.2,30.897362105262463+2.4667390112067534E-7i,0.08974852011269317,-5.829138797223687E-4,10.19389684866692,0.00620435383482798,-0.17764143074895403,-0.0035890408073781244,0.13288928991962662
1.2,35.817447272975606+9.068220816597764E-7i,0.02421573234624104,-6.007947518840752,0.0128774388401557,0.12561482806148613,0.009396343722608478,0.29926136814491133,0.004699801341828139
1.2,36.506649185914654-1.5181648035596497E-7i,-0.010612612376424732,9.742959248924608,0.009255494516459822,-0.09497469621953376,0.007981111617369002,-0.6924055384749628,-0.0025649963996687286
1.2,36.5747412269964+1.5897639715573092E-6i,-5.096614497935859E-4,0.03183479377488767,-0.012116720534337655,-0.916041621398433,-0.021067951518590977,-0.029291459176874948,-0.0052956157047833055
1.2,39.611436484711454-2.742763475625026E-7i,0.010757635817906716,8.707500386225561,0.012104396643366197,0.22831216469335344,-0.006280761856357953,-0.836432594271875,7.683159609699411E-4
1.2,39.64489448323634+1.0186884162899917E-6i,0.0024428540462877665,0.2628781233244887,-0.026174226719259466,-2.3951082448708747,-0.044103108837983816,-0.10068187761095602,-0.015146772668544877
1.2,41.0949764729437-6.57361118813604E-8i,16.272312573906135,-0.038884391697086775,1.2070976242453784,-0.0022231907083080926,-0.5151892736295075,0.024828682306597002,-0.3762407528177176
1.2,41.10021536465071+8.75215821842542E-9i,-0.8217804523043983,-0.004296679009735516,9.589258268801267,0.0020388800732079344,-0.34144663761377536,0.007483974232138674,-0.005960688822551061
1.3,22.84281644895087+1.4046041077182818E-10i,1.6268192194402419E-4,-11.101363419584533,4.815468411538959E-4,-0.0458794861621722,-7.083404179369923E-5,-0.059469972401972146,-2.401154379272352E-6
1.3,25.059534738656282-9.571305002919666E-8i,-6.051953408813676E-4,11.427638768858621,-2.2939215373200122E-4,0.047232723135233204,1.4828504071756968E-4,0.06146388935899896,-3.818044346770161E-4
1.3,27.179123961468786-4.045251647325063E-7i,-19.28311556008523,0.004115909781799119,-0.026768712453543245,0.002589086421536751,-0.04294519799543471,-0.0018631272800104098,-0.05377107527113873
1.3,27.274196511220897+1.8841999091803742E-7i,-0.02437021920890689,-7.507943419719654E-4,-10.816631873943145,-0.007837337079775755,-0.05363964915582356,0.0013482023604553944,-0.08838377753607504
1.3,29.627535901991145+2.6930321634708586E-6i,20.131710439683143,0.002612282029519415,0.1008675333761214,0.0017120971182749793,0.05630443474793434,-0.002836993255688508,0.05760335651714744
1.3,29.662951616203568+1.0441117560214024E-6i,-0.13575759473394805,0.005488499060434911,-0.546551173784335,6.287948171445762E-4,-0.07133092858209894,-6.623252406702876E-5,-0.005285945993278918
1.3,33.73664451607588+3.083093093716388E-6i,-0.008535437975319173,-11.388839110530776,-0.009231079966952426,-0.05123219611202906,-0.03231499787196568,-0.05747568794839408,-0.024126774991959477
1.3,34.53481336994207+1.054029990045645E-6i,-0.006228790151115058,11.207846941828686,0.0025721193292171235,0.17005561813282055,0.009268277432959576,-0.08777214394279757,-0.011105101971280305
1.3,34.6069457101507+1.6010784073543663E-6i,-0.0034055880556090982,-0.292136016883599,0.012275092418561083,11.247028164212278,-0.005967619686734555,-0.04789096190332949,-0.006107220576971904
1.3,37.11952771663117-2.6671144063848684E-7i,-5.053146995706928E-4,-10.557332698672404,0.005311294395819205,-0.39651464819869653,-0.008689642519829274,0.3465848636415283,0.006925582281280353
1.3,37.15546301980152+1.2218936807088313E-6i,-0.007904361886711654,0.6571474548010462,-0.023893309765162213,-11.32231645904839,0.003066880003788887,0.1099767825946305,-0.004525684726167899
1.3,38.29660940135923+1.926385318676505E-6i,-10.728313138215965,0.01511427722491673,-0.8492315467968504,-0.00407849572454607,0.13233173492984537,0.013552621680530605,-0.07741489249135262
1.3,38.303136033651626+1.7333309075119694E-6i,-1.0553141184019241,0.019836251208692573,5.386721142600355,0.007258199004931215,1.2486677184656862,0.021704324495232172,0.4750497310602769
1.4,22.842172290977043-4.020565922396935E-9i,3.8933246293192114E-4,8.65677687675628,9.323054922794061E-7,0.035882363316221036,4.88318829439699E-4,0.04689382079690765,7.22978326273608E-4
1.4,24.645696513530662-1.3331420116093697E-6i,0.001337835409048485,7.776454670373685,8.791650672288209E-4,0.03212575821096916,3.8719774636757076E-4,0.0422820540465543,7.157830856323356E-4
1.4,26.609103611325068-4.5905963722841873E-7i,-20.370327088024183,-8.541703375117143E-4,-0.02860011888286647,-6.631154871699491E-4,-0.05931741632581356,0.004290921920802063,-0.05471879101322038
1.4,26.705802446644565-2.744519627781522E-8i,0.004983911895573137,-8.060805413824673E-4,-3.2742763659595795,-0.008225596168470545,-0.013004155111941404,-0.0014884811706975306,-0.024252027676317484
1.4,28.645359416039454-8.874949787902706E-7i,-14.464468126695792,0.002832884166250965,0.01910618632623722,-6.112359076132085E-4,-0.049523700952298605,0.007438294497047242,-0.03527269421784727
1.4,28.68145964284986-1.3837279858810531E-6i,0.06256800199781737,-8.88937472172717E-4,-9.63136626098392,0.004478671259017436,-0.1252583856013046,0.0024608115108053774,-0.08570537864359562
1.4,32.0835963235508+3.048120400353039E-7i,-0.04438691503787502,8.893258271469412,-0.03732985288566692,0.0059641643246212545,-0.011821385725337377,0.04864241800807102,0.004469708536153624
1.4,32.968455368547886+3.790125407382644E-7i,0.0010638008937104981,-12.095897465796845,0.003326910922327314,-0.15402115421813486,-0.013940223144063901,0.06967258853836558,0.010074470178006945
1.4,33.043499507092875-2.075397396106461E-7i,0.017902268362344903,0.1778574689807783,-0.01223541635351938,-4.850059028376475,0.0018739802360693732,0.06386707306945677,0.005930191082878726
1.4,35.14035702883188-1.365626294904668E-6i,-0.005776641200188046,7.195071068710446,-0.013210217437221443,0.28027327287318177,0.011615386299469274,-0.2506777192354904,0.0031119326632899225
1.4,35.17721510694385+3.4709022011860675E-8i,0.013445839704609913,0.7030538779493452,-0.02344259124440047,-11.486483439298755,0.013800567496544722,0.09452554754253369,-0.004513429414848856
1.4,36.0737243951724+7.624773832078114E-7i,-3.283688963958726,-8.18470817400197E-4,-0.9616430957395617,-0.023763525509204155,0.18972521088381378,-0.04049515693189496,-0.07858449377286925
1.4,36.08007076368383-7.191651046363142E-7i,1.390883350526841,-0.042549700540441965,-1.8391953490896737,-0.030511402099886488,0.22609614823048135,-0.07339012216046462,0.08220441634216763
1.5,22.841301847549097+2.0282177060562322E-8i,-8.701109341766045E-4,8.969988628762248,-9.960231430255345E-5,0.028698730066702257,-0.007204272827354863,0.030122434230692774,7.090569302184574E-4
1.5,24.312936284949977+1.8454764100242248E-7i,-0.004126399137178771,3.250557716685647,-0.002410234487902535,0.010307489812145767,-0.006188320382567988,0.0016002233975137697,-0.00687412787637804
1.5,26.149197057368312-1.9234415789341176E-6i,-17.10360405135698,-0.0013760659957950672,-0.05439298069842436,7.514728223711881E-4,-0.03918804340674415,0.01101994356600465,-0.04189167954908066
1.5,26.248009371797437+4.5566982080597555E-7i,-0.04873891348071529,0.004554553385782756,-7.245463522841031,0.006966433405062743,-0.035791292504543756,0.004307058638812505,-0.1308163983413614
1.5,27.853921812610533-2.4416170499617157E-6i,-21.505212114330714,-7.927403463505178E-4,0.09456898477570275,-0.0019033720049764224,-0.026567808143022204,0.002827497858311892,-0.06297872884560349
1.5,27.892618334374596-3.3574201152833423E-6i,0.25276156480172557,4.2042968202332665E-4,-3.6652981159755367,9.351236271571417E-4,0.07017215282242815,-0.01551868642307818,-0.062507010247817
1.5,30.751970722853297-4.8216040918331105E-6i,-0.013486541610588265,9.169561414764875,-0.01059258346813275,-0.01870590497754035,-0.00850984614815073,0.03787970517361082,0.014255686841598128
1.5,31.705547273709527+9.80540861879642E-7i,-0.0012106011604499922,-6.737152151618846,-0.0013138008385469302,-0.10563681639626854,-0.008522072554638622,0.025263393772210267,-0.0036324304054939083
1.5,31.78480127537949+2.251179310517237E-6i,0.023517749244959876,0.16961483634880375,0.006133853085732555,-7.091823665698195,0.017892827945674532,-0.062466265861498775,-0.025931814256787332
1.5,33.54504124164971-1.4250178250084893E-6i,-0.010868182207858401,-8.522955816311676,0.019467490615885964,-0.30003487807294354,0.0015423587127138816,0.34138992830791937,2.8978850451975846E-4
1.5,33.58643405441768-3.3077812953089366E-6i,-0.00901671597610891,0.33589809307331725,-0.014713141225171034,-5.748921405733176,-0.013623500288740487,-0.021365328419725688,0.004636688907721412
1.5,34.2836351451568+1.0400466314466017E-5i,13.384893614808002,-0.014703542763860905,0.30892565893501356,0.0048996066854423564,0.019680440602862538,-0.049014802697641024,-0.007157051963743222
1.5,34.29147201672144-5.168715628395495E-6i,-1.7031765370041074,0.04453682043890467,10.326548851622947,-0.0211515211632268,1.025622358479667,0.02579350621836196,0.3294557080557504
1.6,22.84065357906429-4.316358135137923E-6i,-7.76490946791053E-4,12.455873705713335,3.7874244469440765E-4,0.037955964955948024,2.8408374359559924E-4,0.06614298706879015,-3.934048434218185E-4
1.6,24.03596993474156-1.9490395355394332E-5i,-0.0015141002789013855,7.768860971298899,-5.12131442322164E-4,0.024160141849911082,-4.2219874780691224E-4,0.009783800909319684,1.7853276450711247E-4
1.6,25.771146911074723+1.4632331745123364E-5i,26.179860569485903,0.010716609550682599,0.18731962487434148,3.561748738960466E-4,0.03939389994888264,-0.0012468232843505234,0.0755193355520544
1.6,25.87267192090828-2.5914180642000432E-5i,-0.4332414859164688,0.021951111224364828,13.018202485596865,-0.027992677421592935,0.5169305451395101,-0.0035712137235723584,0.2918779191446636
1.6,27.19454283209259-4.0591684342662664E-4i,13.979100328519914,-0.06597279363717894,1.9874026124462723,0.021388842706347735,-0.3533503553180104,-0.008885603398811948,0.1538151428394506
1.6,27.239801256917943+3.54911170549144E-4i,2.4301702832860683,0.05779348338842398,-0.17562539829876522,0.04498576835586647,1.1941470353096584,0.027843008577968308,0.3853035452251701
1.6,29.593933493697243-1.5027607579973871E-5i,0.06864075205186629,-13.993620688602569,-0.052659331183897776,-0.08897377870751594,0.03579880265960844,-0.013799019880503964,-0.006037518033583544
1.6,30.651241217429817+1.9030223007415737E-4i,0.25561849022370164,12.759815071816636,-0.22153000056711647,-0.5791622084714255,-0.06345167733919785,-0.7291997369686847,0.045422162050385295
1.6,30.75386212582447-1.9173159735145733E-4i,0.09337038521102003,-1.6208174643787976,0.12193726137428834,11.598395480404783,-0.08466005142636861,0.31861508498609403,0.03706190372873355
1.6,32.17246162362121-7.785035607488522E-4i,-0.42378654926959647,0.5901137361383412,-0.6318598907836385,3.20227836221804,-0.5808308988556888,2.3789792174549977,0.018392188440141656
1.6,32.27781265755051+7.742939243550274E-4i,0.3456404568329686,2.444664161169607,0.23312718426320714,-0.030647681199189286,0.17994080512232474,-0.7969397848532547,-0.13627508675398364
1.6,32.64635286868534-2.0023097489060992E-4i,-16.213121742527875,0.6040680113758012,0.6101352244920435,0.9333671063262359,-1.3382825695190226,-0.6076712802255982,-0.5800253121431608
1.6,32.82112488685987+1.2985661113834482E-4i,0.7859706191797877,-0.18613980685572945,-9.111912331473416,0.39708921250174795,4.509390540587815,-0.22536175412760284,-1.4470001203677934
1.7000000000000002,22.828733645848942+8.431293543135149E-4i,0.0010129969671219818,10.320972901229307,-4.90351005475783E-4,-0.18271874423536344,3.816194346249746E-5,-0.4648300693196258,9.72295797116246E-4
1.7000000000000002,23.77651984897143+0.0012431080868663723i,-0.005467897093108243,13.795810958519773,-0.0022702372130097848,-0.24395154966317956,1.6539646178229117E-4,-0.6216883278056611,7.627378482313873E-5
1.7000000000000002,25.442102526212306+0.0013781005618440042i,-17.22897298880741,0.04304710621213771,-0.5329099472265489,-0.010003349667133118,0.3953037957657849,-0.01613744489902179,0.3764881005584021
1.7000000000000002,25.543310699672467+0.0010253096984793634i,-1.282371323532107,0.016367554378372225,-12.31843165350616,-0.03496750223001066,0.40906572847192685,-0.007703568992087656,-0.11368987155221172
1.7000000000000002,26.593663992218744+0.0024644930642559936i,3.1023938799069413,-0.01826281728754661,2.1529077667546415,0.04857503813364389,-1.1884795308381069,-0.059067369579766424,0.6180388874482491
1.7000000000000002,26.676188851789735+0.0011296594475558221i,8.68295866025694,0.03779570398285781,-12.396402007961084,-0.06960671486012264,-3.368225492578862,-0.05940402916373934,-1.6478737031161848
1.7000000000000002,28.745073797568423+5.369193628713093E-4i,-0.08215896443082188,4.54275248593994,-0.05510113833755756,-0.08771971573831257,0.0536335927075601,-0.2463692111755772,-0.0266114527577914
1.7000000000000002,29.766127975648374+0.0023505497149832215i,0.08402931897359933,-1.2550503876639412,-0.0039158081821730265,0.19389840983477796,0.020143264294013672,-0.07260934922217435,-0.003535172604614169
1.7000000000000002,29.85599639417581+6.05847398162177E-4i,-0.0698359602215094,-0.37453784992369954,-0.033103657625636704,-4.343757479788216,-0.08844243914333987,-0.15511428133317806,0.06983080309595352
1.7000000000000002,31.02911635597109+0.0012067584681268596i,0.0965581814255343,2.5840630756551435,0.04348163941703233,1.6930445125934315,-0.028471692416646863,-0.5634322368664955,-0.04317300194227966
1.7000000000000002,31.16515284967448+0.003738459289692403i,0.06296680798556924,5.104794053599287,-0.488097232966222,-9.605943841497622,0.008480761431448047,0.2623069706481818,-0.4923952376037298
1.7000000000000002,31.534191007361166+6.431637884461817E-4i,16.613670340496704,-0.5410740349216975,-6.844127419565426,0.2828335904179944,-2.626567706586247,0.24438271964438973,-1.9920139434572106
1.7000000000000002,31.639533979545885+1.8141594354751089E-4i,-9.521239981655235,-0.12122116550323138,2.0019106480668136,0.322243787439954,-2.8114510925153953,0.5849637542336552,2.574715397965031
1.8,22.839452747564835+1.6038695434368753E-8i,-9.231278762771855E-4,9.619094043061857,-0.0013850085932643492,0.03238781453164834,0.00910498721300812,0.020593510684731926,0.02058259894165602
1.8,23.624002246028628-9.769533566330749E-7i,3.0332486382067536E-4,-15.094903453701779,4.173129281064558E-4,-0.05049854437228668,-0.0032572648440288426,-0.061619934998230076,-0.007209158498662743
1.8,25.19757796750794+2.0702979168465806E-7i,-18.436686971076504,7.62779768270383E-4,-0.03811902050289652,0.0036818895209082547,-0.022885951613731654,-0.013051103121538662,-0.05432556043420593
1.8,25.299869084037322+5.262985536007635E-7i,-0.047561441136919014,-0.002480942227677918,-15.914400736245542,-7.542058923851874E-4,-0.06803975757997358,0.002756053154093968,-0.2578099436603579
1.8,26.218123488977163-1.2465952454035736E-6i,14.534556341049807,-0.004195064687047834,0.044386069285580615,-0.0031109890109603036,0.013676593493017322,0.01568111729714216,0.04515691522444545
1.8,26.25868543541512-1.991700766366077E-6i,0.06306824290321118,0.007651796296350127,9.0686511163642,-0.009480932560601937,0.08290905848500998,-0.03204871767659734,0.1467886637323606
1.8,27.999705945092618-2.2767564016271158E-6i,0.10291241918369592,0.4790815627502456,-0.06323598867499396,0.004739932525048146,0.10215336105143799,-0.06516193970813543,0.008358686731949172
1.8,29.092649194972637+1.2498870648352664E-7i,-0.007469044752012488,-9.889710252641892,0.00632509626455624,-0.09194950652198888,-0.03047898396810793,0.06726424745455874,-0.019337554704971165
1.8,29.179259675610016+6.430774248209362E-7i,-0.006116320040524897,-0.154365082734631,-0.003596830281774939,12.814959693567129,-0.03535315882776663,0.13116906368542022,0.036030118114036294
1.8,30.246383423928705-6.258821699903163E-7i,-0.02154190828271646,14.286855620061427,-0.023291628186341812,0.375567620714051,0.03649923357136549,-0.24845941809967947,-8.581503547600428E-4
1.8,30.291730566522315-2.9317771556852427E-6i,0.03356999151855634,0.2544904696865397,-0.006258606355032864,-2.063910787117903,-0.004461350837727418,0.044056059072483084,0.07482583855621132
1.8,30.58401319665472+4.0522935949900566E-6i,-3.097874137462526,0.23367808776497084,0.2497707184323978,-0.0743568628171775,0.043443202269359445,-0.06382663918310481,0.04016088060823141
1.8,30.592748300433698-4.532912276436129E-6i,-0.076274523396225,0.11524925611896257,6.800221048181233,0.01627448024353952,0.2000124300028568,0.04368515599493832,0.1282226242140158
1.9,22.839209155067536-3.933603506165019E-7i,0.06053591682688769,11.581218989453987,-0.027103353107696782,-0.18394426883164997,0.07868381524566122,-0.3465546889048466,-0.02747711393498095
1.9,23.463696103439275-1.3039699923824416E-6i,0.03950006300785314,15.915317638357205,0.006483944262346317,-0.2627213374444229,0.05524880241861812,-0.48163741454537057,-0.003173377162202229
1.9,24.975571502439557+8.378104695969769E-7i,-25.500635041649566,-0.042537094506817516,-0.155602816002361,-0.004478128574436024,0.5532630155908438,-0.007767739371173714,0.24624145000009093
1.9,25.079577041504937-2.6213505781828254E-6i,-0.26884404750650887,-0.0063388348673076855,-11.256920967246689,0.005670813630131752,0.02632712135319193,0.02239402797061449,-0.05948655547352322
1.9,25.83617993016532+7.209789931350314E-6i,-30.136532201922495,0.023999287660079804,0.216453918843586,0.01790278986288807,0.6470213039519603,0.014742882619965987,0.3744560113482819
1.9,25.878370029383426-1.0658881138885282E-5i,-0.6448355640336924,0.016566914279936285,-4.401566072825114,0.004466105938784992,-0.13505786108446474,0.04454756255014892,-0.030746672349024756
1.9,27.35998027846077-5.422378432280913E-7i,0.13401767032483905,4.316593592488708,-0.1269708859392812,-0.047815412235811726,0.1511972317558293,-0.2165254821767412,-0.060758644188067985
1.9,28.482917988021022+1.1033031105086305E-5i,0.03703188870821286,16.085587044436373,-0.02473146220753196,-0.24108377347946613,0.11052233446449003,-0.5937970815569817,-0.014267422667900764
1.9,28.574580910055374-1.3667557941623783E-5i,0.12915760241783533,0.0035749698612509567,-0.09675127148490356,-13.745937638570528,0.07386576122686295,-0.4040742989404108,-0.07464402808416692
1.9,29.475347518834695+2.151644219720072E-5i,0.011498459830874108,-17.005722655310137,-0.18316739438498583,0.26610034940223004,0.08611613153307077,0.6415059602662629,0.014452408822633156
1.9,29.526180666507948-2.752514677552074E-5i,-0.23024033912074096,1.1997861518470214,-0.03916761475282354,-14.183962052649463,0.05620008508164365,-0.48847100109793523,0.1412882836717899
1.9,29.721868961426743+3.1002007116358134E-5i,-7.006612824559185,0.31179994848704357,-1.2809892018317655,0.3628370934744949,0.30466553796800366,0.09326787572457898,0.08733865977894154
1.9,29.732459114303282-3.085428938193235E-5i,1.270226833187304,0.03996688300198384,3.3623887765657208,0.18964413958137707,0.6117496515265652,0.19870262253787996,0.14126508591557724
2,22.831664536744533-1.499383043627037E-7i,0.0012277201461671494,11.36415460156079,-0.001380840278447315,0.03453343136144221,-0.007741582798029556,0.0487485230645551,0.019068786924740497
2,23.320371609667948-6.658045779520036E-6i,-0.001453787070388901,-0.6463328858294365,-4.0718986277571423E-4,-0.003727933596633315,0.00220543099522047,-0.002050897418572173,-5.886528220702125E-4
2,24.780009456805267-1.2723539854491578E-5i,-16.039084282318022,0.022750598227409,-0.08344367731906849,-0.006241526417457503,-0.03259813472862407,0.024526660988108268,-0.058312807660325885
2,24.883628063290764+1.3705706105612625E-5i,0.10231680241531099,-0.02162131979458809,-16.417055365936612,0.016091812709227243,-0.16638763538734455,-0.04066653714457941,-0.3463066220080838
2,25.505592999721117-4.419486208285499E-6i,-17.528806215895692,-0.020303106012394084,0.21200212404078678,0.007977450520943973,-0.02291165436660475,-0.0011126422306565187,-0.032814800681481196
2,25.54813845636836+1.7332819767614796E-5i,0.411506872715738,0.010440030218972399,-7.603478019059834,0.01897368692729479,-0.005455347358701224,-0.02408076213464133,-0.1547798756434122
2,26.808904534394983+3.184423549109227E-5i,0.37947662618599426,13.014889234759359,0.054848960737994085,0.05876923706656917,0.06175103989647923,0.13161088582299493,-0.047064968698035684
2,27.957999188495968-2.2370284166971235E-5i,-0.01194454356898994,-8.260118150205882,0.004557336051523642,-0.07223723345195554,-0.0026286702308062626,-0.051662125279066634,-0.015480025288361787
2,28.049177816051373+2.4289318774586298E-5i,0.013717054973068826,-0.004006485025038559,-0.04025355248669865,-9.923711041042669,-0.002646242144457578,-0.21496996338893812,-0.04405741202992036
2,28.81659851709125-1.2517760064992829E-5i,0.020931559359057883,-1.8235146787907177,-0.008125968138625705,0.0038894371160109187,-0.030539266851379754,0.08047647743884895,-8.587679284058347E-4
2,28.86602077768265+4.1391817686941605E-5i,0.042157837743440896,0.23614779528408536,0.024177289522447576,-5.257915336571741,-0.06523024624910012,0.007740165197721555,-0.05685200857641237
2,28.983578746269895+3.5769420763315814E-5i,25.765991568025353,0.21348449109837836,-1.0271351255129428,0.06720707264651557,0.06970471602342145,-0.05433085920126518,0.09598249208010942
2,28.99478296367719+4.33729305512536E-5i,-1.6913328919453163,0.054910772134936586,13.64746717654613,0.7209365955342724,-0.06823520243182579,-0.03899659601733452,0.19559268512395125
2,30.726216396899883-2.998793180423842E-5i,0.0488720513705731,1.7897587740490701,0.0590349833958162,0.08791778586391767,0.028965904308834167,0.02891545574663458,0.029135627873155323
2.1,22.835099771962533+2.7424218932393638E-6i,-0.12234159619027732,13.375487041451184,0.032998098380546126,-0.27594641127402453,0.053541425352691185,-0.2449750012248127,0.04205664301692208
2.1,23.20697149704605+4.211341052609147E-6i,0.05026226053404284,10.520971787279036,-0.03445959275424479,-0.20491066844142727,0.026579589347715395,-0.2475802770814299,-0.14213574578393007
2.1,24.610149176947534+7.746979842993533E-4i,28.10779991372761,-0.03820356504168717,0.14827333927251857,0.04773296164394378,-0.5117896327649031,0.03047188333194882,-0.0450176667028456
2.1,24.71447187329323-7.901438410827662E-4i,0.5086128404137626,-0.07604566992777059,0.798100002828708,0.06471893907749793,0.28282228043606494,0.13049338785469644,-0.033236039301725695
2.1,25.216936389837134+0.0010671068659209664i,11.739969436742307,0.04508758350524432,-1.0840684277432067,0.014733398104833512,-0.3460258372166151,0.07734433823664627,0.0037372956786135073
2.1,25.259910381636654-0.0010723339278436777i,-0.7480337079665065,0.020181228859674424,4.792248723279283,-0.08356402497551653,-0.5611619629826252,-0.20959728347413178,0.07150956948945436
