% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:15"
% Table,Table 2 - orbital numbers
% scale,Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
0.72,27.39919118372993+5.41205458570787E-6i,-0.3244110056386115,5.825634014039279E-5,0.042283705281314976,3.155030982584139E-4,-0.0032021787435268464,1.5740173806795584E-4,0.001493377443269169
0.72,27.575255916934623+5.329889041341665E-6i,-0.002397094794469123,0.0022933636710832767,-0.3408382128726684,-0.0018013515690234257,0.002802485105588149,-0.0013509629489541718,-0.01108532665117855
0.72,27.62016486730192+1.371203481101525E-6i,-0.01874902754086258,0.001018284590789973,0.00594284662096142,1.7654221363276162E-4,0.3549834682670719,8.917052709896021E-4,-9.414769933230386E-4
0.72,29.201677336222026+1.1549352979635228E-4i,-0.001944363833426763,0.06435691013003927,-2.987210219466882E-4,-0.3278567408789144,-0.0023136521595079735,-0.00839977901508958,5.619898727021323E-5
0.72,29.253338645779692+7.527828402804706E-6i,0.0018011572496518633,-0.29755945179027943,1.6800871933040935E-4,-0.03899110968025542,-0.0011321703942503009,0.08249707748560373,2.522185475642211E-4
0.74,22.280413641950272+3.8535146800253625E-7i,-5.617756572716087E-5,0.25017347686792907,1.376875496162117E-4,-7.131703973361473E-4,4.835117403391834E-6,-7.977205739132073E-4,-1.3865893543132378E-6
0.74,23.554775558926515+9.79434258952705E-7i,0.5747130288421621,2.5457885262736226E-4,-0.0022802789581622238,-1.0104194829146651E-5,-0.0017966100710551896,-2.9696132651493863E-5,-8.41230104158112E-5
0.74,23.614242249914053-6.145277191280448E-8i,0.005951940402575277,9.080975452383857E-4,-0.23439711083806156,-1.62931088991699E-4,4.1113666299735264E-4,-1.8351239306894495E-5,-0.00582188971869829
0.74,25.4180372222366-6.067851376593374E-7i,-6.236023872494906E-4,0.2416012634083082,4.996906888882671E-5,0.0013494057416233419,2.980156468826353E-5,2.77678751984927E-4,8.245749812047563E-6
0.74,25.473327142076055-1.414354454906814E-6i,5.104059249551957E-4,0.0021425524057288653,-3.0737836166038976E-4,0.20591852718339235,8.471353046392185E-4,0.006010750811812112,4.448363486420387E-4
