% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 27 2025, 22:10"
% Table,Table 2 - orbital numbers
% scale,Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
0.4,21.460955050810135+1.401716981471728E-9i,-4.3863756048717627E-5,0.24915920208497835,8.97331294678595E-5,-5.730305997291882E-5,3.4504196586022655E-7,-8.409595458634912E-5,-8.337834119009808E-5
0.4,21.908461889813125+4.6379591056202444E-8i,-0.424123621016737,-6.441052616407057E-5,0.0016218310279836172,-1.2513759732896276E-4,1.3315420035286702E-4,1.1833568001998406E-4,-6.153466988074504E-5
0.4,21.916988518413536-3.736740287334192E-8i,-0.0013276315818915897,-2.8443141097960944E-5,-0.3482346486908203,1.775726972817127E-5,2.5002849576216316E-4,-2.1134066265697033E-4,-2.664397647820645E-4
0.4,22.537992880398747+1.4842397526930496E-7i,1.5287160083564383E-4,-0.20586445494776007,-9.530015884403081E-5,0.0015954993516011965,-2.4805341331989156E-5,1.682623846048545E-4,1.300235249062145E-4
0.4,22.55038627997498-6.983100530058657E-8i,-4.220268380278519E-5,0.001489096936915089,-3.772665081454395E-5,0.35277565173172615,2.8856506861729903E-4,3.759801531324254E-4,2.5116700276149915E-4
0.4,22.952084618003727+1.0026079261963112E-7i,-3.2427796337130595E-4,0.05946826675555506,2.45072755358703E-4,3.8998060457374925E-4,2.205484373209048E-4,7.820882294780992E-4,1.698441414788412E-4
0.4,23.340725631588114+2.2699878322121177E-7i,3.8073311578333365E-5,5.055989106501518E-5,-0.05058282982951602,3.182506927119413E-5,0.0018292662291774745,1.0184495207849763E-4,1.5175358023620996E-4
0.4,23.35693613219536-1.2020780077801398E-7i,1.3140679212247048E-5,5.96963520277983E-4,-0.001930709433540627,-1.1711443579157297E-4,0.34863394538250286,3.0667244419019956E-4,1.0325161345543865E-4
0.4,24.208827206821237+1.0557309157338662E-7i,-6.771417069278871E-4,-6.024192128546115E-4,4.7283378450511227E-4,-1.6080910113384648E-4,-5.830619669708447E-4,-8.298705092285427E-5,2.8302968134145837E-4
0.4,24.210400107363863+8.078514205023178E-8i,1.8965134681601337E-4,-3.6628098134075114E-4,0.007920953297191547,-6.074739010758576E-4,1.8553159834916696E-4,-2.7762131933463933E-4,-1.2490284124031228E-4
0.4,24.316782621122396+2.7675561704080293E-7i,-3.6907848504851265E-4,3.788737307236941E-4,-0.0016531725128187754,-0.06843655164478926,-1.0668737759108976E-4,-7.977992014351706E-4,-4.3731171043403106E-4
0.4,24.336029584102583-1.8972028266043304E-7i,0.011749438897789913,-0.0012998595741477088,0.0017288217500673842,5.400392811486192E-5,6.041813314342779E-4,0.34899834139343866,1.744445976953644E-4
0.4,25.46591252900345+3.1197708827754283E-7i,-2.8499266556950703E-4,-0.00437994966734417,-8.013160988238891E-4,-0.0015312809139463284,-0.16997491491382316,-1.3777085858722847E-4,7.931036546812483E-4
0.4,25.48738072566536-2.7768004471829345E-7i,-0.0011358155002638064,-0.008369954030767107,0.0011513871639837311,9.215666034351085E-5,-9.791132925263098E-4,3.5585442047583163E-4,-0.31638190487531814
0.4,25.68011515932105+2.935997245548036E-7i,2.4529120490831273E-5,0.0370226047550812,1.73610916605851E-5,-0.0014333455091247978,-6.534143461013517E-4,7.665017899059494E-4,8.182867774805912E-4
0.4,25.68233619050157+2.911307569779489E-7i,7.341108004871095E-4,3.9347735511614644E-4,-3.0317304068532854E-4,-0.03844721822203194,2.4459339992305695E-4,-7.44953920495751E-4,-4.916180402833535E-4
0.42000000000000004,21.501918465297592-2.4568298551258935E-9i,5.285960685135282E-6,0.23624568696019832,-9.933595699491539E-8,-4.348637570496578E-5,2.173754810546199E-6,-1.6620340765122778E-5,-4.531733191232959E-6
0.42000000000000004,21.995608854727905-6.024152886885019E-8i,0.5645278699622459,9.119332421456128E-5,5.402429335004423E-4,-5.833321163628009E-5,-9.445610573140238E-5,3.4548737745356804E-5,8.951118010281853E-5
0.42000000000000004,22.00594783778144+8.098747582507879E-8i,-3.6931945008626145E-4,4.382969493475092E-5,0.1455649280909268,1.3064274039839593E-4,-6.86525510054569E-4,-7.464545433603948E-5,4.36216300305598E-4
0.42000000000000004,22.687159917516276-3.639670181037657E-8i,1.9605297743905816E-4,-0.14062295896083968,1.296937568754971E-4,0.00307761650427505,7.83372073909428E-5,-0.0027949794569140196,-1.2601580348605516E-4
0.42000000000000004,22.70268035804952+9.608462600216628E-8i,-1.7058872296785685E-5,0.008030645821495415,-8.163967257763547E-5,0.34329626020041687,1.2939266627308115E-4,4.6874841747015345E-4,1.9120956170238064E-4
0.42000000000000004,23.146774740486464+1.510144323392883E-7i,-9.848459625140043E-4,0.028004963576618434,5.755391319741952E-4,4.9310638874393E-4,-7.022774869957939E-4,2.4297843320957645E-4,7.280747665717393E-4
0.42000000000000004,23.56848283111828-1.822361967984218E-8i,1.2250194699709214E-4,2.5849853747229016E-4,0.34326275751816565,-1.4916357055745285E-5,8.294858698172106E-4,5.9078133965407316E-5,2.478025787855988E-4
