% Model,Cyl_v2.mph
% Version,COMSOL 6.1.0.282
% Date,"Feb 3 2025, 14:44"
% Table,Table 3 - mXY
% scale,Eigenfrequency (GHz),py (1),N (1)
8.2,2.981962512277966+1.41664652934218E-5i,-46.22636795381824,-11.825861061167451
8.2,3.077698195646118+1.2520888477933307E-5i,-46.773915156371984,-12.031297518241617
8.2,3.200456650201192-5.407530325202574E-6i,-42.13096969087176,-10.732482926430263
8.2,3.3136715698995527-9.19632526771695E-6i,-4.520977474905985,-11.756795280083978
8.2,3.340377870049161-1.507377177044304E-5i,-10.904051715834848,-11.73767634524148
8.2,3.5547462180146523-6.397751402516934E-5i,-38.0200892803436,-10.585509229427888
8.2,3.557354503212156+2.6203754186895284E-5i,-42.55848703293818,-11.396465754448164
8.2,3.5669910118056753-4.359374174425085E-5i,-15.522153123130629,-11.289983311103178
8.4,2.964349581340912+2.077167725791591E-5i,-45.860257699665105,-11.737840909539278
8.4,3.072956739613508+2.1590929852744324E-5i,-48.557673162486886,-12.5129225101758
8.4,3.16504665660959+8.924283384766836E-6i,-41.887384010950704,-10.667357216053329
8.4,3.2925153298988716-2.0134299576148973E-5i,-4.579216465497594,-11.599454050588085
8.4,3.321571816796304-3.539184983799455E-5i,-10.59443649778774,-11.744073776640802
8.4,3.5060662855308773-4.807720995644337E-5i,-38.71405235518542,-10.513877678310507
8.4,3.5280803531021596-8.383057522456732E-5i,-43.71116338449026,-11.626570730104996
8.4,3.5351277211077545-4.363883544017926E-5i,-13.915922729323762,-11.231720492369664
8.6,2.9483767539732226+4.034231429193035E-5i,-47.18239485801364,-12.073754819012368
8.6,3.0673698193764936+2.953696496987665E-5i,-48.52184577728604,-12.522283998158066
8.6,3.1338617148030825+1.244237648371769E-5i,-41.6435582823653,-10.579552955925168
8.6,3.2708964319935565+3.5545387710024837E-6i,-4.763389032605924,-11.507246349993787
8.6,3.303175455892044-3.703327181429307E-5i,-10.090697101275659,-11.58418762408584
8.6,3.4632511919193467-5.268373763689751E-6i,-38.14704263934309,-10.223340702184286
8.6,3.4997069957516302-4.190685626747972E-5i,-31.26484815073916,-11.078939423008643
8.6,3.5069344816635706-3.229965814921751E-5i,-22.124820319300518,-11.07587098142369
8.8,2.928950214377713-8.915395580273306E-6i,-45.77514846154303,-11.720191512073281
8.8,3.0583315841102254+1.067468859011203E-5i,-49.419757662096146,-12.799988789666076
8.8,3.0986681991222507+4.0115101395788546E-5i,-42.66239796716905,-10.821491004814478
8.8,3.247409883468412-5.7167371827684456E-5i,-4.570340938025282,-11.449589463375958
8.8,3.2791366967749225-3.135559984491974E-5i,-9.69689075331806,-11.549010582897248
8.8,3.4149743510571877-2.4868363478209475E-5i,-39.24131685562574,-10.413993352342414
8.8,3.469978408680749-8.673250434787533E-5i,-41.59384725569323,-11.787634899875929
8.8,3.472408182785287+3.982075111699879E-6i,-15.973893073619365,-11.41151348206694
9,2.919478586888721+7.021178613494904E-6i,-45.50936052367545,-11.640938866962635
9,3.056610860668498+2.744853717819677E-5i,-49.12710146873519,-12.795841321388188
9,3.0773955619570827+2.2309792183743306E-5i,-43.99430609924555,-11.09588860060937
9,3.2388344586609006-2.944462142014088E-5i,-4.858444904993725,-11.370092414990532
9,3.270782615231487+3.000513601289266E-6i,-9.383255714129934,-11.373539096878766
9,3.3816251404231377+4.5652285573038716E-5i,-39.530196180158725,-10.407457433842714
9,3.4519033037331925+4.5568865970037684E-5i,-15.240135351013118,-11.69772966915705
9,3.4541389125491087-6.203533433288246E-5i,-42.5142386879143,-11.391719287461893
9.2,2.9055449467441496+6.77628970904588E-5i,-46.029207369141595,-11.77991317622155
9.2,3.0416733534376417+5.9252529374044025E-5i,-44.39130942153963,-11.553220110602876
9.2,3.0609452725257467-7.969676701100457E-6i,-45.19700326485915,-11.417739354882269
9.2,3.217662357636552-1.0343496483523719E-5i,-5.1013096713857875,-11.370597310891762
9.2,3.250198896226341-4.316682987689059E-5i,-8.410546745484671,-11.497932280683784
9.2,3.3397495065625877-1.0506326525079668E-4i,-39.1543548982998,-10.27547522054955
9.2,3.4291319988880407-4.9406693382725146E-5i,-18.5692690235382,-11.582519821638419
9.2,3.4326849792676355-4.840395605577505E-5i,-40.85543401328429,-11.758949685378576
9.4,2.891522515905065+1.8621315939935187E-5i,-45.88268830169503,-11.745508238762701
9.4,3.016883010008799+3.559856621228668E-5i,-42.533046779899706,-10.967849016919411
9.4,3.0531010618529923+4.335968740426843E-5i,-47.4954321705169,-12.096144765780204
9.4,3.19957883504627-3.4954502835264635E-5i,-5.256003538986066,-11.367758236949594
9.4,3.226167454071594+6.08146490441829E-6i,-8.00100112836772,-11.089127626003132
9.4,3.2986064567996145+2.6097547491928493E-5i,-39.51917550161296,-10.362044926855532
9.4,3.406428477744195-3.1408487540123834E-5i,-26.600304619477924,-11.677783120202834
9.4,3.4082494684572704-4.9111539177072284E-5i,-33.02075127689575,-11.6651570999906
9.6,2.8781156369577525+7.265868697098825E-5i,-46.30255721300977,-11.844044016076174
9.6,2.993874921984779+4.5625742115513414E-5i,-42.16767588433294,-10.80453097491155
9.6,3.0479189772403763+3.283115910983332E-5i,-46.85028297345653,-11.970173762297764
9.6,3.1823459554729103-3.8747664440267204E-5i,-5.181189774821126,-11.063725385453116
9.6,3.210042294034089+7.010780706861345E-5i,-7.19027106775048,-10.862578893610706
9.6,3.265323843255697-4.6999716872629355E-5i,-38.67048071426878,-10.081407734513265
9.6,3.384624003689411+1.2023153483008532E-5i,-39.39184002054186,-11.565037658828007
9.6,3.3869064511201437-2.0763641279991838E-5i,-21.41814466659974,-11.241767185257121
9.8,2.868111416598634-7.9393587318339E-5i,-45.27976346643532,-11.578793105025138
9.8,2.972616456867806-9.973196813743667E-5i,-42.10456290358581,-10.764801196191954
9.8,3.043865052102589-1.0597971361445363E-11i,-47.817870465638684,-12.238289450637193
9.8,3.171578906838616-8.952292489737966E-5i,-5.595781994563728,-11.246564466405669
9.8,3.19447975639378-7.386762328466458E-5i,-6.917808764167315,-10.862798380083394
9.8,3.231207654669319-6.254943718853167E-5i,-38.73911198358627,-10.128172290147539
9.8,3.367291625517458-7.97634757766411E-5i,-33.7240392333092,-11.564718590367432
9.8,3.3688782676937317+3.758827351578805E-5i,-28.12200043668559,-11.543387401339562
10,2.858870745532738+4.361125031742376E-5i,-46.02063293659009,-11.77229288003428
10,2.954034100564406-2.8628218271091727E-5i,-43.455422348209005,-11.110676951661704
10,3.041399485622233+1.731160898431226E-5i,-49.03519327854471,-12.567279536437358
10,3.1616578315486574-8.156519960231045E-5i,-5.891749726627456,-11.452704645050021
10,3.182254297843133-2.9697987225675507E-5i,-7.149106973241054,-11.051125013881318
10,3.203007973021451-2.734874800882705E-5i,-39.40242220901603,-10.339960157962176
10,3.3517824487069374+8.635845283860636E-5i,-39.409588931853555,-12.10275329842768
10,3.3534955842597696+1.3735961259694383E-5i,-27.582053276297277,-11.977250276782929
10.2,2.8492871165982496+8.237444030934605E-5i,-44.1745123550048,-11.299758124919656
10.2,2.933988336707387+9.489037450934577E-5i,-41.4922534759658,-10.60515169294754
10.2,3.0391875362329657+2.4438105454481406E-5i,-46.83340076431092,-12.005091551373475
10.2,3.146118297357556-6.427949131964698E-5i,-5.780237053703443,-10.901075336789516
10.2,3.161493751973726+5.372423942860578E-5i,-10.121336768031025,-10.336188357716216
10.2,3.1706562670704317-1.2383282207612491E-5i,-34.83071208654085,-9.914562439055738
10.2,3.3361616200707207-1.1947871974687894E-4i,-29.30456245390979,-11.258642750384254
10.2,3.3387246368851144+3.917552674099598E-5i,-36.818645773712454,-11.471003467224856
10.4,2.8374356310152655+6.8602602481046E-5i,-45.184351267385956,-11.56315780544448
10.4,2.9121022121943954-3.8244695443604685E-6i,-42.13500849158865,-10.763373905449878
10.4,3.0344304679140564+2.3326738707195582E-5i,-47.18946737726031,-12.119567926869868
10.4,3.1284567203289337+3.375495902535566E-5i,-6.084488198186991,-11.087201199990668
10.4,3.1350594899881066-1.5150230946207565E-4i,-31.600886824469324,-10.093694039902534
10.4,3.1406119248914552-4.2969228324459045E-5i,-15.552702154893936,-10.220922213896536
10.4,3.316748301847583+4.024787090668739E-5i,-38.19999183522694,-11.87369740200245
10.4,3.3189973542402114+6.0153701417712376E-5i,-33.12246815225631,-11.812317285453451
10.6,2.8304009349325017+1.0132910707709093E-4i,-45.96846717731207,-11.747028073836669
10.6,2.896619982190023+2.382177440774429E-5i,-43.17333954813844,-11.003518469127684
10.6,3.0322548920929924+6.094243262013639E-5i,-50.46812366932901,-12.951556225430377
10.6,3.1119249815764713-1.436774813128964E-4i,-36.9603506189751,-9.943490039325022
10.6,3.1235886545560416-1.7384874863914335E-4i,-9.263582411852635,-11.429591287633391
10.6,3.1309896746210955-2.11974872511687E-4i,-5.61050242199258,-10.781440472386354
10.6,3.301248416104423+1.5642167547924164E-4i,-35.097211495299206,-11.694534353323483
10.6,3.3044836153065877-1.6591090813464232E-5i,-37.32228583684574,-11.470627039776591
10.8,2.8200525922766886+6.356635075383787E-5i,-47.513047289328256,-12.142699058315538
10.8,2.878342315840281+5.337178541878698E-5i,-44.16594002670663,-11.26056484837551
10.8,3.026946460077032+5.208546384616142E-5i,-48.92541434045035,-12.556949674863022
10.8,3.084028718400373-6.429625585129903E-5i,-40.6770881912457,-10.716775353961808
10.8,3.1067989033651484-1.8571846867521658E-4i,-7.319255784993769,-11.154608610080397
10.8,3.113907774077821-1.1141113099370505E-5i,-5.554721977634209,-10.644028947470629
10.8,3.283011434826786+1.7621006817747287E-5i,-35.284367076340075,-11.717771553308467
10.8,3.2855685843197158-6.598019360834005E-6i,-39.40033368696922,-11.792009448021984
11,2.815439138693549+6.34441664363247E-5i,-46.62572930845111,-11.916600315731309
11,2.8658954988047136+3.0808271276808074E-6i,-42.66170243653634,-10.872440139481862
11,3.027920186577813+2.085545223021814E-5i,-50.114100946564534,-12.866562727133518
11,3.0646326816312133-8.963410476228811E-5i,-40.13207473932384,-10.317954512699663
11,3.102758833068492-1.32195869668765E-5i,-7.146772649479175,-11.122147173236474
11,3.103807149909249-6.415605256020684E-5i,-4.694178844529842,-10.749784920642135
11,3.2711832451992926+6.07282452787182E-5i,-35.791718995412246,-11.381298484168095
11,3.2780874235479125-6.013507704407671E-5i,-39.836196459879915,-11.875377453934282
11.2,2.8061186937904807+3.102849118231652E-5i,-48.041158911588546,-12.278535000650463
11.2,2.8496706134111545-5.936737026963817E-5i,-43.131550155831945,-10.993974305374717
11.2,3.0240836662924706+1.1770100904780644E-5i,-49.31516790768331,-12.669836610513823
11.2,3.038128243743147-1.1036940399884549E-4i,-40.20862514093152,-10.309676784608683
11.2,3.0868595093061897+4.531253178164665E-5i,-4.527888541607892,-10.615309001554236
11.2,3.0912233180333515-1.0406111855628769E-4i,-7.068104076096597,-11.225304132174456
11.2,3.252267216480629-2.2362631466197067E-6i,-37.1792717800762,-11.207372509470785
11.2,3.257511382466434-6.576912821916879E-5i,-34.25566646303558,-9.530142023594271
11.4,2.799942621842109+6.974975491370445E-5i,-47.57144414611432,-12.153993533240433
11.4,2.83604066884945-4.63020649545692E-6i,-43.43641205209305,-11.057920877229463
11.4,3.016306464624304-1.0415036824427781E-4i,-40.19446789589013,-10.297672468059588
11.4,3.021031301067833+4.631273506440782E-5i,-48.87060774247922,-12.56667427167201
11.4,3.0721890365503635-1.1771610897580877E-4i,-5.040257279105441,-10.628848418057283
11.4,3.0823310723279858-1.3676729317874028E-4i,-6.68804395090223,-10.750429935891292
11.4,3.23195649800186-2.743091637511446E-4i,-32.14635932027757,-9.2423890909542
11.4,3.2372311052144864+1.107012598298544E-4i,-38.55465685220307,-11.181356379128884
11.6,2.7923061036151915+4.1866764082762964E-5i,-48.47932771292747,-12.38257354563988
11.6,2.821056330785836-8.641206596532702E-6i,-44.00833358000968,-11.209045990725357
11.6,2.992851856413055-1.3360366771159886E-4i,-41.688961539263346,-10.669482054298253
11.6,3.018821208770441+4.42381965033023E-5i,-50.71771876060336,-13.067349061522412
11.6,3.059539225896576-9.313261167778509E-5i,-4.653799788273225,-11.051937215944061
11.6,3.071196200891967-1.5544576997441448E-4i,-7.6592489076419445,-10.998213911392977
11.6,3.2105843072548605-2.4031028529168465E-4i,-34.90078806740206,-9.623962384420171
11.6,3.2188151415690416+9.998852564738752E-5i,-40.21710515600511,-11.314460050489348
11.8,2.7861248560023615+3.758759179009181E-5i,-45.71394904408694,-11.675269528716488
11.8,2.8080288394579154+5.323001643400759E-5i,-42.913321782176155,-10.935206484814493
11.8,2.970588841087568+1.00449798060173E-5i,-40.56430725020434,-10.3952846251236
11.8,3.016714259841575+9.018613611884371E-6i,-49.18142723576849,-12.678594755592755
11.8,3.0465368025521817-5.127382004533335E-5i,-3.92467885284997,-10.446543053495242
11.8,3.059829671260315-8.67687740786251E-5i,-7.8763364350019005,-10.713025619028182
11.8,3.185404170520333-2.2587466136407856E-4i,-33.34684377234733,-9.148757197531248
11.8,3.2039405689789717-6.498016923363858E-5i,-39.17934331994755,-10.949617422389204
12,2.7780928034906145+5.7815953754432664E-5i,-46.99492813457269,-11.995992371495447
12,2.7940539745342328-4.985373483638258E-5i,-43.21400985262223,-11.003375322635144
12,2.9495111275738393-1.4272470139325527E-4i,-40.62274715086699,-10.39057734805521
12,3.0125661583679038+7.4177147043944E-5i,-49.284849251029854,-12.780546155746917
12,3.0315852517865753-1.354969858577165E-4i,-3.7380994084367622,-10.365747513750506
12,3.0472712507434947-9.922835594333453E-5i,-8.61170800733225,-10.639112447092247
12,3.1612182913062594-6.679100292028572E-5i,-33.85540385591149,-9.172904424577332
12,3.1825238102174738-2.881619438546679E-6i,-5.391457507950225,-10.652822742942632
12.2,2.775093564487115+7.132415360030898E-5i,-46.818288009371614,-11.943251545979175
12.2,2.7864113886005213-3.0908475037789625E-5i,-42.97227075226003,-10.926327215552162
12.2,2.9384696955723153-1.4083880785781692E-4i,-40.33256824551079,-10.295433777569519
12.2,3.012791315399417+6.0228294290482405E-5i,-49.95922640136503,-12.937165750201544
12.2,3.0320248770204046-7.075729417249305E-5i,-3.5589356839695476,-10.446947056055224
12.2,3.049506796562323-7.42026063905967E-5i,-9.111029825486941,-10.76463447789985
12.2,3.154950495216613-1.6918304731717348E-4i,-34.33280336221838,-9.294948586604047
12.2,3.175357874843972-1.5061713861526426E-4i,-18.689243315367225,-10.801648341537925
12.4,2.766273231626385+5.1484711582263305E-5i,-46.20930646666894,-11.794388812178576
12.4,2.770521242030165+4.498551107362847E-5i,-43.07753656727415,-10.967599534699648
12.4,2.9133691262001484-9.032909693559648E-5i,-39.36959326518205,-10.071168698828922
12.4,3.0069049272981645-4.948265612735849E-6i,-41.95048187629383,-12.026471119985613
12.4,3.0095798761852546+1.3815231098025941E-5i,-7.138146716059871,-10.441037964230766
12.4,3.0302856970254783-9.785592934521986E-5i,-9.192110805422002,-10.49698421114059
12.4,3.1209888915199-1.9815687772598763E-5i,-34.04553727476305,-9.300735952729726
12.4,3.1477554372954026+8.58294703462534E-5i,-4.183943183443738,-10.404958786286617
12.6,2.7585574755394657-1.3876178507493206E-5i,-44.63601422643082,-11.381813431343467
12.6,2.760588042804182+3.324148972426453E-5i,-45.26455176302264,-11.532055662023566
12.6,2.895486083143453-4.752511258080734E-5i,-40.69719774998269,-10.429329093151852
12.6,2.996842175907721-2.676733926942952E-4i,-5.966822535631183,-10.613996551402757
12.6,3.0032533889939015+8.136863884734475E-5i,-45.11586299095086,-12.549812906411612
12.6,3.022155602452958-1.4881665835496057E-4i,-10.903474997015195,-10.74582543526771
12.6,3.101259498211103-2.4482454670691085E-4i,-33.520428305967634,-9.305504812928698
12.6,3.1324593666569465-3.643084088486419E-5i,-4.884124396501269,-11.068378686754674
12.8,2.752095651910757+1.1827287669997926E-4i,-41.375394120110506,-10.525298070280213
12.8,2.757242942675346+6.990479337368547E-5i,-46.602165819444956,-11.876540223738518
12.8,2.8829967860192345+1.3364255356256488E-4i,-39.82235308680746,-10.176323024115382
12.8,2.995021065198863+5.898329228642622E-5i,-4.88528184010555,-10.246044243702565
12.8,3.000972692743+1.9554951482211695E-6i,-44.95990025727159,-12.371904834653847
12.8,3.0204647941442255+1.429108904498041E-4i,-10.310592160078171,-10.50543923455904
12.8,3.08677874916645-8.913552766056701E-5i,-33.588517496680375,-9.085795304651395
12.8,3.11841200678571+6.491529125046637E-6i,-5.712393452781424,-10.882168118696558
13,2.7370201823756335-4.005811475761515E-5i,-41.962797348064534,-10.681840463499118
13,2.7482921562858778+6.346199114599401E-5i,-45.178716019785256,-11.520703047487846
13,2.859875803499241-7.481829859799828E-5i,-38.51105594027026,-9.858016124303315
13,2.966821036769102-8.247921923923299E-5i,-3.8660690750258007,-9.518263030185468
13,2.987339357415708-3.248241546763862E-5i,-18.421389734631127,-10.429058073636146
13,2.9972439254236436+9.327994469897874E-5i,-35.8620807126506,-11.424412512082881
13,3.0550086402906214-1.9808077877061654E-4i,-33.17883736089562,-9.11977521832251
13,3.0962860629787192+7.394643203026585E-5i,-6.860558157255667,-10.313546419508215
13.2,2.7321136732436+3.2337988084778486E-5i,-41.603611015069966,-10.588246398230446
13.2,2.7469316473156384+3.65782362965906E-5i,-45.09477155862253,-11.489968896609563
13.2,2.8509446728636223+1.1726164741077859E-4i,-39.312293099275735,-10.062098849521796
13.2,2.97128800247073+3.238514785562603E-5i,-3.4433308911500515,-10.229430672408864
13.2,2.9906771540185275+3.6335637729611886E-5i,-30.248656375639797,-11.157321936438864
13.2,2.997946193214178-9.817756242116413E-6i,-24.904562150335543,-10.923137773023736
13.2,3.046947450666894+1.707638640586702E-5i,-34.13628794435811,-9.254314522629352
13.2,3.093093310685843+8.731185674723227E-5i,-7.503021087094954,-10.78345720056829
13.4,2.7194207333803204-8.80365596944978E-6i,-42.85790259876047,-10.902351996198187
13.4,2.7380367573700077+1.1848684877439845E-4i,-46.75894787875754,-11.905450738744472
13.4,2.8343450457719115-1.8534388031071427E-4i,-40.30559489240943,-10.312622229549348
13.4,2.954946012997123-1.813703054241031E-4i,-3.7725215987883516,-10.16615523394585
13.4,2.9785177303595884+1.9569835702708512E-4i,-20.666909469673627,-10.716106966446718
13.4,2.9860972299374495-9.381126153355805E-5i,-35.24183361429039,-11.352879611069852
13.4,3.0303120645823065-2.1648651324906507E-4i,-35.70536665644283,-9.701173308020996
