% Model,Cyl_v2.mph
% Version,COMSOL 6.1.0.282
% Date,"Feb 3 2025, 13:20"
% Table,Table 2 - mYZ
% scale,Eigenfrequency (GHz),py (1),N (1)
2.6,6.2131534361012255+1.539388430171251E-5i,-0.1891821321297902,-12.286606576487978
2.8,3.7430383767315716-9.940901937629688E-7i,-47.7970872490531,-11.989932645500375
2.8,3.8770155255169816+9.507923083581673E-6i,-49.96531864252205,-12.508814641012112
2.8,4.433618959238688-8.189934472257522E-7i,-39.38463018689747,-12.065004047661368
2.8,4.8573091960772175+5.332700215230393E-6i,-9.404244225335356,-11.84223794600033
2.8,4.883447780223984+5.646419506687187E-7i,-48.441630943148,-12.380310284055215
2.8,5.476816269048807-1.1273538091519196E-5i,-39.323159933976974,-11.965841677099158
2.8,5.590856651616667+3.082479804989654E-7i,-9.149575291231013,-11.907591303045614
2.8,5.818115143761718-2.2357701159909236E-5i,-0.2650002795195729,-12.460390050682097
3,3.741638591160812+5.326604406769187E-7i,-47.67039909544625,-11.963023347049226
3,3.759164003361083+5.252008714987953E-6i,-49.31784225115895,-12.350146972892361
3,4.327553050559743+1.1355578846096054E-5i,-38.88091813717904,-12.33221974958722
3,4.6735886909256825+1.1846944506516399E-5i,-50.1590400047226,-12.651709221794388
3,4.747001231634514-7.113401640755934E-6i,-10.128405557801536,-12.023559536388397
3,5.141646809806487+1.9193101608047016E-5i,-45.888642355200716,-11.96007869592908
3,5.366496784361442-4.835146422017783E-6i,-3.46321365639359,-12.52191424930329
3,5.498331495415626-1.8826947129928413E-5i,-0.3761055779323681,-12.341058505426002
3.2,3.664543054275715+5.241540674059958E-6i,-49.22112917507083,-12.327026209991805
3.2,3.7424297765218753-3.24281340213631E-7i,-47.47543114900059,-11.92072501881366
3.2,4.242747840525556+1.5311453265726228E-6i,-37.19310565651664,-12.143903061333617
3.2,4.504935299243703+1.933058232758804E-6i,-48.42940734442291,-12.238135843326667
3.2,4.6586401413870675-3.8036505456420887E-7i,-11.3357914585814,-12.147220088022223
3.2,4.860580001322319+1.1144400950200374E-5i,-46.16190722154488,-11.740575146425693
3.2,5.190810911465936+1.9387311008687453E-6i,-2.8325203715264506,-12.3780959558995
3.2,5.235613845210008-6.267787560351534E-6i,-0.5136295737991611,-12.790602472194813
3.4000000000000004,3.586369603022715+7.258703961486701E-6i,-50.20594844315429,-12.576312637150444
3.4000000000000004,3.741484705699377+2.4406363381558257E-8i,-47.859807774978854,-12.024583751468487
3.4000000000000004,4.169705919494991-1.9637720284796323E-6i,-36.13119276049015,-12.106311527130266
3.4000000000000004,4.364433673638336-1.8248086368654526E-6i,-49.195999241693066,-12.48168494934201
3.4000000000000004,4.585489773973192-1.7543264065277309E-7i,-11.87310854765576,-11.828171501348232
3.4000000000000004,4.6251896128986525+1.3755086268974909E-5i,-46.93315025541211,-11.854001461877914
3.4000000000000004,5.0204590130236095-1.3976152477525313E-6i,-0.6705834875514493,-12.468469380915703
3.4000000000000004,5.044688247755429+1.960706090368034E-6i,-3.0090899057964484,-11.749249012535971
3.6,3.518033243199865-4.5021603428923714E-6i,-49.7957337924465,-12.478560689196641
3.6,3.737828385995531+2.804089421009895E-7i,-48.04068835639881,-12.080139857275258
3.6,4.103439935978632+4.655969465356818E-6i,-35.36434663363005,-12.164587396544446
3.6,4.243922438362222-3.243221190773466E-7i,-48.9486439197328,-12.47342448199386
3.6,4.421818376363563+4.199458243064482E-5i,-47.46453171409573,-11.953682888210789
3.6,4.519866798138572+7.289105860078667E-6i,-12.590767364419492,-11.754100160345363
3.6,4.834326854745795-1.938402114677136E-5i,-0.8707789634293738,-12.208164343389045
3.6,4.914591647667462+2.7212421219274567E-6i,-3.5526655310113022,-11.61404314545758
3.8000000000000003,3.4641288088566+5.6985661800934494E-6i,-48.45007362303693,-12.142227166360502
3.8000000000000003,3.7381676966239272+1.4482760117468377E-6i,-46.64513466220508,-11.738275423536338
3.8000000000000003,4.0502239453568984+4.595386290103914E-6i,-34.25569545283673,-11.9490191701045
3.8000000000000003,4.14394243319995+4.947772064915076E-6i,-48.06063912449366,-12.307596706299421
3.8000000000000003,4.2529448130826175-4.320736775072487E-6i,-45.13627127320813,-11.336071871914399
3.8000000000000003,4.469993350001934-1.6562614454633127E-7i,-12.966465440476744,-11.716535498836652
3.8000000000000003,4.683821017678347-8.204630541878572E-6i,-1.1020586692728649,-12.20580436718916
3.8000000000000003,4.808880488984266+1.5036767596433298E-7i,-4.6057255461993485,-11.972589629173779
4,3.414760537467275+4.79804181329707E-6i,-47.35563537371153,-11.86996161445625
4,3.7335641973558884+4.466023242092946E-7i,-46.47921153790103,-11.708504229250572
4,4.000758593279622-4.214789912815828E-6i,-33.86711275691348,-11.917080010922637
4,4.053417934604282-3.3443083632850167E-6i,-47.05636583324429,-12.12498379221699
4,4.106898381576665+1.2003516668835504E-5i,-45.5164064302612,-11.413350610208239
4,4.422878900376259+1.3778444467984353E-7i,-13.020350305230389,-11.692595529631301
4,4.552318081207506+4.403373522641103E-6i,-1.3396624080244333,-12.174274808453006
4,4.716182083348267-2.1230330124937827E-6i,-5.804527078744181,-11.849094535078274
4.2,3.37468484773259+8.780161438046176E-6i,-48.789330669153195,-12.232933201733125
4.2,3.726823781243853+4.7171627786598715E-6i,-47.8591977871458,-12.072846885335302
4.2,3.9580964981485813+2.2854539619256693E-5i,-34.09340501748882,-12.116935481897027
4.2,3.978317066876796+3.3642292861561633E-6i,-46.76646067572125,-12.027046715804607
4.2,3.986179494882516+1.576085286351358E-5i,-45.738876258599284,-11.578878657733666
4.2,4.379791106214556-2.1562539989598834E-6i,-13.57223279015995,-11.791563096845241
4.2,4.440623161441491-3.939825420225148E-6i,-1.7651230204037065,-12.290642639205931
4.2,4.6250474630364735-1.7475948940462655E-6i,-44.08954520523374,-11.670681162353853
4.4,3.3366892995865007+5.9615234143742285E-6i,-49.781897234293886,-12.483255692245265
4.4,3.7114668828224815-2.8614838150257446E-7i,-49.44136907239081,-12.492182683845407
4.4,3.882004172458566-5.588568884127019E-7i,-44.86394982295078,-11.233376124750627
4.4,3.9070329134721717-1.7958619391466068E-5i,-46.7055272977492,-12.456922310886407
4.4,3.9137141853686486-3.104995822607116E-6i,-34.15000194506086,-11.894727717553387
4.4,4.330346983118802-8.4346957610142E-6i,-14.637889646398238,-12.253191673990784
4.4,4.338612895620362+1.1176186419169068E-5i,-2.5708342941246225,-12.411168789418761
4.4,4.497479446516983-6.373490292674466E-6i,-43.05094893204816,-11.238831626147961
4.6,3.3080519654103835+2.434133634508107E-6i,-49.183714723442776,-12.334847165662731
4.6,3.680947046611804+7.396214820530645E-6i,-49.91912562940839,-12.611570575583155
4.6,3.8185068046615513+4.169324935699328E-6i,-44.65410038184643,-11.181993044045011
4.6,3.8525232021820024+1.4834831564433591E-5i,-47.05059017250567,-12.443594748443806
4.6,3.879569143611648+2.4568288111466573E-6i,-34.75712245141424,-12.342814774935897
4.6,4.259344556180419-1.6564270902546512E-5i,-2.5777658259256957,-12.310580241991701
4.6,4.281298681914095+3.847518781415608E-6i,-19.93623899225905,-11.918741582326133
4.6,4.414503030453655+5.803501187372862E-6i,-40.418363060061004,-11.863991409064905
4.800000000000001,3.2799402050737134+1.8269411405153116E-5i,-48.525965716791006,-12.172958322035598
4.800000000000001,3.6238950564522345+2.0660325850319545E-5i,-49.09458651151275,-12.377566229274803
4.800000000000001,3.783163114686757+3.663053161225858E-6i,-44.79089397563538,-11.247671360467677
4.800000000000001,3.797078880107529+5.223968331537566E-6i,-44.803414672241225,-11.957343094048099
4.800000000000001,3.841867947063679+5.694214766504095E-6i,-33.705984419732836,-11.886216686671247
4.800000000000001,4.181022804887884+1.9956894450650007E-5i,-2.9686215833819203,-12.157636136055112
4.800000000000001,4.209522730127416-3.886728664161821E-6i,-26.02571394295081,-11.523616910760671
4.800000000000001,4.352234354131834-1.774893680885609E-6i,-32.1046282432303,-11.347319853414248
5,3.2567182770220744+1.3283256561134052E-5i,-50.044931040689384,-12.556673687620707
5,3.5608729354232724+7.601316127524676E-6i,-48.7603418186471,-12.27035876371449
5,3.7520712054551058-2.036379592276756E-5i,-46.39701613412492,-12.508943152603173
5,3.7718567718856253-2.056161126273118E-6i,-45.82073740741443,-11.541104462088647
5,3.8097578009630273-1.423137817475158E-5i,-35.6512275048014,-12.367843690894084
5,4.117294892749251+1.527780977833554E-5i,-3.8790322090257123,-13.05640993639254
5,4.14038557156154-1.464647053635395E-5i,-30.338260207314192,-11.658154692158599
5,4.3152474417467-4.867436265784114E-6i,-38.3985915586882,-11.673288744348604
5.2,3.234004532294397+1.0465952760492216E-5i,-48.19635030884347,-12.095151205796704
5.2,3.4946953120690454+3.0001966610624207E-5i,-46.80733049141726,-11.764440354499666
5.2,3.7061103058488865+1.358371754620608E-5i,-44.16785647016159,-12.027529674179549
5.2,3.7646687995304924+1.6356304353591219E-6i,-45.912963002891125,-11.590077162105228
5.2,3.771777377780607+1.4789981333172282E-5i,-35.92828748974939,-11.967770843375042
5.2,4.0575276864135255-4.363740334554669E-6i,-4.0780392206036264,-12.714277652433712
5.2,4.069948648673905+1.1191804238724753E-5i,-31.775850866360162,-11.598582468557105
5.2,4.191948509977334+2.6986964620505487E-5i,-40.71409197256113,-11.246524957732802
5.4,3.213998683974039+1.681497515959691E-5i,-49.959187349081695,-12.541143437321853
5.4,3.4359375345554843+2.8156908695569463E-5i,-48.77568903688476,-12.254478118289041
5.4,3.6669396850956884-3.335694957789015E-5i,-45.39220122188867,-12.56158893864016
5.4,3.73677593418439-3.066078661614276E-5i,-37.90833262213034,-12.405017347388885
5.4,3.7585418265837136-7.294534914514983E-7i,-47.55136366717111,-12.013750667005079
5.4,4.00270547216611+4.4228019943089E-5i,-7.360472788980438,-12.486415645238383
5.4,4.0106427483285545-3.190991223225655E-5i,-30.30175325241381,-11.929524581711297
5.4,4.082103801690728-3.090736717382201E-5i,-43.2652797444639,-11.551376899557694
