% Model,Cyl_axis_oriented_magnetic_field.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 29 2025, 14:10"
% Table,Table 1 - Surface Integration 1
% H0 (A/m),Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
102800,10.517189968392067+1.8286919185102462E-6i,-2.5598857794561407E-4,-4.7161356857115664E-4,7.367503331167216E-4,0.159560875943427,5.385446295295964E-4,0.0010794015535454614,-3.8437021705978924E-5
109400,5.578672627566795-2.0207337258014572E-7i,1.149476445462438E-4,0.24881901234147674,5.183513190016431E-5,4.6167868326433014E-5,-9.126767629749644E-5,-7.439086131064898E-5,2.8334371384686235E-4
109400,6.027448703298044-4.313621852285697E-7i,-2.1222158266306207E-4,-0.22186885905644718,-4.71301724950484E-5,-7.149304012077968E-5,8.683664011398084E-5,7.211652790986191E-5,-2.7238269792726253E-4
109400,7.281417369278164-4.1428337943339013E-7i,-0.03187376020816125,5.211516868160878E-4,-9.943011140721037E-4,6.558704439974414E-5,-1.751326161609271E-5,4.564357123038053E-6,2.4599315992539195E-5
109400,7.610271541156005-2.3235451059409845E-6i,-9.168474669609096E-4,-1.9996640492773686E-5,-0.3535743660558719,3.1423275583022806E-4,5.675862841563402E-4,-4.3816944105465094E-4,-1.816096421926916E-4
109400,8.115195119516809+6.090359274762068E-7i,-0.6346736677874976,8.038510590592288E-5,2.431386115187394E-4,-4.8131343521301354E-5,1.6486356584401686E-4,1.3636759215508994E-4,5.919758525556095E-5
109400,8.243816114935438+2.49409251679383E-7i,7.158072511290566E-4,-2.884915864203057E-4,0.3235175752326457,-4.0967685454893177E-4,-0.0020081097774751313,4.1378336491837593E-4,1.3618076909362956E-4
109400,9.514931075432248+3.2424945718964863E-6i,-0.009120831782239396,-0.2493412494438609,-0.001340096478746456,0.002194641122497793,3.212591228636054E-4,-8.72370735881334E-4,-3.3385275764034005E-4
109400,10.523903756803689+6.7718681978928685E-6i,-3.041713379142752E-5,0.28214618828099086,-9.690631942718712E-5,-5.719532581574048E-4,1.626408845220174E-4,6.891813356689594E-5,1.266257206181362E-4
109400,10.747939258610954+1.619644931481093E-6i,-2.302121186771445E-4,-5.14329463930127E-4,7.230385307356826E-4,0.22475567061612975,4.4281490994767795E-4,0.0010359056988019505,-9.20107769622065E-5
116000,5.809920968576151-2.669344788952205E-7i,1.7822860404485808E-4,0.24985671572834936,7.111651682519003E-5,4.865660102201716E-5,-9.596383404473711E-5,-6.891254181267894E-5,2.846911690553964E-4
116000,6.260056424119951+1.0042766833653434E-6i,-2.0777811903058833E-4,-0.21731225117463474,-1.1428335141543155E-5,-7.71407593012643E-5,8.77587119828593E-5,6.615375683961873E-5,-2.692548219434992E-4
116000,7.5238741426453855+1.2034111573552473E-8i,-0.1594824406151194,6.479905498660188E-4,-0.0010437636163095187,4.1981381748191614E-5,1.5186388783589327E-5,3.430380304730544E-5,3.4396327712825464E-5
116000,7.841146312136758-1.8065183933254412E-6i,-9.320674770408398E-4,-4.227305606073951E-5,-0.3513855097671128,3.7458747323004934E-4,6.425143726959936E-4,-4.2146237840144586E-4,-1.8196336841571815E-4
116000,8.352326513603098+2.8018193058770923E-7i,-0.6362559367109348,1.1378893936773237E-4,8.79969364270529E-5,-5.1339245776157805E-5,1.5875169107905512E-4,1.4037742962824556E-4,5.6272123678046326E-5
116000,8.475388978016847+1.4068632527232788E-6i,-5.506613089863021E-4,2.984697938812703E-4,-0.31750460410578296,4.689575920087863E-4,0.0021581321127904203,-3.9595086700269485E-4,-1.3428818238754982E-4
116000,9.747565635853855+8.081313461034504E-6i,-0.006870949813603286,-0.3322190804915111,0.0019410881166791053,0.0023000638867228798,8.143057224766191E-4,-6.396648799373018E-4,-3.2446625071020296E-4
116000,10.762296042644724+6.501166225624726E-6i,-1.9986374734880667E-4,0.13521680513650056,3.3575912804571414E-5,-5.742191101515934E-4,2.927200486527523E-4,-1.437446193916866E-4,-2.4336450808155934E-5
116000,10.978646026970733+2.76336342541965E-6i,-7.735742855101694E-6,6.042306214862373E-4,-3.711354298418352E-4,-0.35575315156660375,1.2412751510095877E-4,-4.38903112365768E-4,2.5557184602641983E-4
122600,6.041308990073151-9.960548099434674E-8i,1.301715397720197E-4,0.23979504939144564,5.80555147710141E-5,5.509811018397943E-5,-9.216428905655195E-5,-6.750281467160175E-5,2.8081201784574064E-4
122600,6.492527992707397+6.828463559303807E-7i,-2.4756142230823063E-4,0.23247366978355388,-8.814048975334223E-5,-1.7556194198638077E-4,2.8671539963884095E-5,-9.35384200442706E-5,1.2862747290046328E-4
122600,7.765354843483452+3.984892709978615E-7i,0.05429600617319021,5.626213552215448E-4,-0.0010290120294801888,7.842658743934041E-5,-4.115592663850731E-5,-1.3639308593539598E-5,1.5140367846039411E-5
122600,8.072258407206181-1.1570694585330671E-6i,-0.0012872044932450782,-6.374571654629579E-4,-0.20495078002412404,-1.4417050249792817E-4,-2.0936124182041637E-4,-3.427357844213074E-4,-8.538472675197637E-5
122600,8.588804083898467+6.745111835285516E-7i,-0.32638913174390144,5.008775405241084E-4,-0.0026403233454584778,1.0149179573184617E-4,1.2936169494341122E-5,1.0393419872369226E-4,4.615733976490912E-5
122600,8.707066533839663+2.025261834331478E-6i,0.003611894146884683,3.575410844585655E-4,0.3274751732646601,-3.35996354765635E-5,-4.2508295712969903E-4,5.479835851256563E-4,8.846485537966829E-5
122600,9.980055728365958+3.275409358963305E-6i,-2.588278832152274E-4,0.2534674333476057,-0.005120517980804616,-4.885997532312777E-4,-0.001118454755741599,-2.2567721015167634E-4,7.46534976707317E-5
122600,10.999976661448072+6.315797225199319E-6i,-1.262796470198127E-4,0.20777235300810967,-2.430327998106215E-5,-5.911971163275187E-4,2.386936255105116E-4,-5.206509785555502E-5,4.6630268142478516E-5
122600,11.20964432898862+2.7045843182227586E-6i,-1.7750507710327662E-4,-6.33388439818749E-4,6.549640960174721E-4,0.2907905486552701,2.7704208166820434E-4,9.266279461528918E-4,-1.653169187809277E-4
129200,6.272650631061576-1.310727598824261E-7i,1.6739333857638397E-4,0.2480791484148805,5.4434340996977814E-5,4.128202009011173E-5,-9.224504716409066E-5,-7.34582928410345E-5,2.887716309776844E-4
129200,6.7249900607900015+1.5322252339742089E-6i,-3.223045647014323E-4,-0.029163644456761655,-8.936953366049378E-5,-1.4381517188165725E-4,7.808090013634538E-5,-3.888585707560549E-6,-1.2898630794283276E-4
129200,8.006422600743218-2.3586195836790514E-7i,-0.2075919097226442,5.306366981505361E-4,-0.001099255836309408,4.913764058628244E-5,2.5167701442740512E-5,3.962243475023931E-5,3.827133490078837E-5
129200,8.303333871022154-1.1847941528620945E-6i,-0.0011846256400485904,-2.640580017203381E-4,-0.34894525337956317,2.4253945394082149E-4,4.2151248971717173E-4,-4.6210684841631084E-4,-1.7185621877319302E-4
129200,8.825284070939237+1.1987325942823183E-6i,-0.6262017966834433,1.9772579337794035E-4,-4.7918924199378377E-4,-2.2201339897706114E-5,1.4486369605207108E-4,1.4379012933141074E-4,6.0685737154118914E-5
129200,8.93872809576074+3.1646323607694174E-6i,0.0014069081849696866,-1.774612767950347E-4,0.3373417359164158,-4.027584109197897E-4,-0.0021895655211746396,4.599148542935324E-4,1.332290531918488E-4
129200,10.212616762038119+7.085848033484568E-6i,0.005335213488020385,0.34464691114041046,-0.002702185616931832,-0.0022145023029411987,-9.930451911889667E-4,4.20826362781358E-4,2.484902653400427E-4
129200,11.237608896991842+6.197339885622915E-6i,-9.339639770109795E-5,0.2217882961554986,-4.1240373437552736E-5,-6.04182560540733E-4,2.2963797161850964E-4,-5.2470561819462755E-5,6.146225625052133E-5
129200,11.440633867616473+3.0601019886502458E-6i,-1.8987696374057008E-4,-6.628002453876593E-4,6.8004474064491E-4,0.2749177070851768,3.1551741969137895E-4,9.638122397122811E-4,-1.5135316933986777E-4
135800,6.504085965682277-2.50391256194136E-7i,1.301855628355542E-4,0.2456538346642209,4.562101126551897E-5,4.880099025107291E-5,-9.176933011058876E-5,-7.244015618092326E-5,2.828648944561045E-4
135800,6.957631292834187+6.487184216333482E-7i,9.120413889162921E-5,0.30968928589117833,-2.7301025571382165E-5,6.896837138750972E-6,-7.692722167520287E-5,-1.0960361539667088E-4,3.2019935511942363E-4
135800,8.247175113156862-3.5318695221427695E-7i,0.49390123763277166,-4.354948681836428E-4,7.075350434068782E-4,-5.025175498767356E-6,-1.1493396014013311E-4,-1.046369994120137E-4,-5.8979541371136484E-5
135800,8.5345124895009-2.383703327152345E-6i,-0.0010944462172256197,-9.14514792718323E-5,-0.3550090758284491,2.9288694108284334E-4,5.783977597728358E-4,-4.468130250495368E-4,-1.7914544621364063E-4
135800,9.061568128399365-1.5470446843424635E-6i,-0.6036394204729212,2.793915696261515E-4,-9.924385728986003E-4,6.0480051802202354E-6,1.2683765604160928E-4,1.4329954919256558E-4,6.180141147195498E-5
135800,9.170582456681647-3.3750268873609884E-8i,-0.002085534732512437,7.685923973189535E-5,-0.34975906954123226,3.0908827355276454E-4,0.001870888971838847,-4.888641701040763E-4,-1.262814681256268E-4
135800,10.445145205472057+2.357139724795188E-6i,-0.002405328044590559,0.18130176825755384,-0.004974861746363664,-1.8087002438947486E-4,-0.001019865188546117,-4.1668605730852337E-4,6.119791272222961E-6
135800,11.47516231556789+4.311330892891501E-6i,1.8365903879777447E-5,0.33235481753824997,-1.5889384131137437E-4,-4.992292425177717E-4,8.329055818760883E-5,1.1265528001008376E-4,1.9320679992956388E-4
135800,11.671708224337795-1.0624351812107175E-6i,-2.9033453710556115E-4,-4.471203926729887E-4,7.38813535873941E-4,0.16143312128709655,5.431116717414195E-4,0.001085769172144926,-4.873634306538811E-5
142400,6.735569795673746-3.2546456342740487E-7i,1.1143890901108067E-4,0.24817426036857967,4.99064540617897E-5,4.5411347343418245E-5,-9.171069860972376E-5,-7.030968472699985E-5,2.875866290814115E-4
142400,7.190104651495083-2.1102355423255056E-6i,-1.7277725871891667E-4,-0.25682291897188664,-1.4282143658835538E-5,-5.2919157197835674E-5,8.531291360196873E-5,8.273875429753713E-5,-2.9792436462839066E-4
142400,8.487256587075764-6.663841857959686E-7i,-0.14251298741374896,5.535498856610838E-4,-0.0012004943319769673,6.11333154095724E-5,1.4616356287455805E-5,2.8983035758804335E-5,3.274544880744469E-5
