% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:14"
% Table,Table 1 - Mode z parities
% scale,Eigenfrequency (GHz),ooo (1),eee (1)
1.02,28.983667488838325-4.727219978432271E-5i,0.23166660642984035,0.12762268086157538
1.04,22.883512405721397-4.3254856158080686E-5i,0.11181831855228505,0.7737572793456134
1.04,23.218221811907874-1.1228800240520633E-4i,0.2501823245806152,0.0843234714867292
1.04,24.972472070608173-1.3361329830079456E-4i,0.10928923434592897,0.7444761093928912
1.04,25.071162419706532-6.571153229530811E-5i,0.10064553512302903,0.6908914090951723
1.04,25.55377768605388+1.5840696504414454E-5i,0.25659248002021096,0.09120449039706485
1.04,25.599730489111135-8.52420184380293E-5i,0.25781325011469214,0.09154719077663984
1.04,26.163602423123887-2.4990547280934194E-4i,0.13342026515254962,0.23586874332801833
1.04,28.39636753315787+1.0136791006588292E-4i,0.11632896217383831,0.8389443266854651
1.04,28.473705952144666-1.096624622511725E-4i,0.10605152528753742,0.33492976124611096
1.04,28.50039547491909+1.5619824982844246E-5i,0.0752474178640656,0.436515861134811
1.04,28.521454039314555+1.0794358009274598E-4i,0.09254202581869454,0.3373795418960207
1.04,29.10731858022917+4.624471665957569E-4i,0.23062460114490516,0.08983935848261479
1.04,29.159607914991703-5.341318633771396E-4i,0.19518895913796236,0.07344527801586431
1.06,22.907288152733926-7.407064704819603E-5i,0.004948754312045124,0.899812316499411
1.06,23.182189254620415-1.2466731527930867E-4i,0.3442155278323271,0.03759374495611076
1.06,25.050984377358404-2.0639350908330055E-4i,0.004820364856580647,0.7050685226669042
1.06,25.146453646870068+1.5583619358944536E-5i,0.005534098139207816,0.8090174781780275
1.06,25.57731392389367-3.581403654108063E-4i,0.32487203941516496,0.035878365034795384
1.06,25.619733745976575+5.061263306264372E-5i,0.37360831556213075,0.041948935333450565
1.06,25.87001143339803-1.0252751455980457E-4i,0.03157621792399909,0.11955936903350485
1.06,28.297603090827185-3.294016059150937E-4i,0.03085124386648157,0.1344422677127391
1.06,28.307615180495187+8.359403509255852E-5i,0.03018421049293489,0.12633043495419985
1.06,28.595129654764083-4.0915077493641235E-4i,0.008090355738599331,0.939229585145263
1.06,28.666364088626676+2.302815133610816E-4i,0.007630268354186422,0.8346480017927472
1.06,29.24903199387647-7.389048212006478E-4i,0.37742536731627174,0.04480452844898655
1.06,29.288714762084368+4.407259269948173E-4i,0.29001122907381816,0.041428930421091296
1.08,22.90194616743499-1.9304271655591387E-6i,0.006585749581296193,0.9002184287119934
1.08,23.136124018557002+4.810297886180741E-5i,0.3678868315261073,0.03896199528354338
1.08,25.114327494606584+1.3450987416583355E-4i,0.0016019976245247236,0.7213105756264122
1.08,25.21208661009139+2.2400289531975146E-5i,0.0031209055349337308,0.6921961395018776
1.08,25.582973267886445-2.78120928476138E-4i,0.12956674872137555,0.10031760117429184
1.08,25.607171698979027+4.6143953736919066E-5i,0.34869636693883227,0.19548447267878188
1.08,25.65150371175059+6.41307356783859E-5i,0.361486305861316,0.034325421541224754
1.08,28.111750749101862+4.938310145256722E-5i,0.03004563171727772,0.09991125322598667
1.08,28.135663287343107+2.8520888461687367E-5i,0.027628090737199084,0.09522324193920093
1.08,28.78275463497733-1.2208532787716613E-5i,0.001609472160076423,0.7380168609822464
1.08,28.862042606580427+1.4654214419245444E-4i,0.0016360273876961356,0.9049282681035475
1.08,29.40577509159945-1.4806985509422584E-4i,0.34352512418913456,0.03399063320199265
1.08,29.456229296570342+9.546757552061807E-5i,0.37589920400863736,0.03385105589967327
1.0999999999999999,22.95963110823064-1.2791342494506127E-4i,0.0051636186851132465,0.8999076807002481
1.0999999999999999,23.130495382443105-2.202037753205834E-4i,0.37016511449833805,0.09684171938201648
1.0999999999999999,25.236020647913232-2.0490021714295723E-4i,0.004433355276216238,0.7290396855288814
1.0999999999999999,25.33212199837447-1.769745700346659E-4i,0.0027368697315678855,0.7584229087279144
1.0999999999999999,25.397773426659345-1.408022856245131E-4i,0.004588997006797813,0.05630822775976854
1.0999999999999999,25.666339487808386-3.7382520643585197E-4i,0.3123567188332702,0.10399841142308146
1.0999999999999999,25.718560451425596-1.9892556066682907E-4i,0.2639313010001292,0.0958459857244656
1.0999999999999999,27.980941361767947-3.6910769819681897E-4i,0.025985806510111755,0.07715409597142898
1.0999999999999999,28.00343222631862-4.915317647989772E-5i,0.008333842036261606,0.05068744408759338
1.0999999999999999,29.040004028302942-2.657554638939175E-4i,0.007404726014001501,0.9420394477540645
1.0999999999999999,29.111975859924332-1.2349955847095067E-4i,0.0034983616772828866,0.9066052276838928
1.0999999999999999,29.498556214361276-2.03197656834543E-4i,0.013130696474422738,0.08966859908620217
1.0999999999999999,29.588069141490813-4.5724577181559234E-4i,0.30163628937930703,0.09043439636166052
1.1199999999999999,22.990267590582164-7.432241576499771E-7i,0.004598239193189181,0.8996781997286153
1.1199999999999999,23.12002018820489+3.168691623516319E-7i,0.37024088715531706,0.09705092441848215
1.1199999999999999,25.20947214893673+8.052309143887178E-6i,0.003858256900068122,0.05441344853340183
1.1199999999999999,25.335653142958677+3.727602931825652E-5i,0.005087966799258205,0.9401879957003536
1.1199999999999999,25.436148650537344-2.763823036218942E-5i,0.009171547570257737,0.6953478291787323
1.1199999999999999,25.727637556936333+3.481043223943979E-5i,0.2851993055124978,0.09530016664703078
1.1199999999999999,25.788233981467-1.2574292052296786E-5i,0.3182885444931401,0.0930086071551742
1.1199999999999999,27.875814159926836-1.2091639590368342E-4i,0.009344451473495987,0.042313354749358933
1.1199999999999999,27.903104634931587+1.5930187570916446E-4i,0.0034458779217962083,0.05252955947436054
1.1199999999999999,28.992382200986434+1.9806818381140012E-5i,0.011333370084415305,0.07100026186581716
1.1199999999999999,29.26311109435502+1.0218135515762959E-4i,0.02512846157593163,0.9440525787990615
1.1199999999999999,29.34809699707553-7.42555827825638E-5i,0.012803904127749458,0.7783752031267887
1.1199999999999999,29.765376740992593+2.6413857019124364E-5i,0.39148589388323707,0.236776135559681
1.14,23.012155652096013-1.2877505061797465E-7i,0.004550495838910915,0.9000659205049575
1.14,23.09907602078871-6.128236197073264E-6i,0.3706510072193957,0.09425666213399547
1.14,24.958973364714954+1.5289920244906186E-6i,0.04557685341262175,0.14436895583143583
1.14,25.416466581793102-6.980678078209328E-4i,0.005049551682641864,0.735066571327283
1.14,25.519964509900927+7.275507440966959E-4i,0.01024340576091888,0.7003432644054832
1.14,25.767348978516218-7.635420300955751E-4i,0.3589163658734078,0.10299009843724452
1.14,25.833852500555906+7.247707160739665E-4i,0.3687819798406371,0.10465742938302447
1.14,27.635459246726136-3.6122396605336673E-4i,0.04948949844558868,0.14840540117461495
1.14,27.788307565852616+3.337010305130284E-4i,0.01094553729126443,0.04433859618785775
1.14,28.463140175487094+9.908837807176112E-6i,0.007533004631990997,0.08486979472486227
1.14,29.399691313598762-0.0024643074001399067i,0.034394671060380626,0.8598113656290995
1.14,29.54592224832703+0.0025645531667467273i,0.030710007850469092,0.7911429401659467
1.16,23.03295871671422+4.978665565075144E-5i,0.005112802420649188,0.9004845456961516
1.16,23.09215773620459+2.952152353393047E-5i,0.3702034159139945,0.09860630225262597
1.16,24.869853657689074+7.415374975819126E-5i,0.0028259516797366677,0.04577845775285226
1.16,25.522718006772266+6.733559567078678E-5i,0.0031861983764863025,0.764065088193207
1.16,25.62080154574379+8.390927982699564E-5i,0.004065832483385098,0.6374896953987764
1.16,25.845818342870462+4.785301552481482E-5i,0.32327117177288106,0.07820558762411436
1.16,25.906482643307335+2.868543972994089E-5i,0.2953974772484882,0.07800416576135956
1.16,27.694547948253255-4.846649312595245E-5i,0.004948409424864548,0.04487588052919031
1.16,27.734493568376624+2.497852503962663E-4i,0.0067404521625768574,0.03633190967199974
1.16,28.118031857952012+1.5759448931056296E-4i,0.008788366168017307,0.08379654515974391
1.16,29.73250251521485+2.484646879156156E-4i,0.0069182508286136524,0.8083254804764007
1.18,23.041076265430213-2.409604405487166E-7i,0.007981138176834124,0.9011182968158914
1.18,23.074831486337228+3.6940747995906277E-6i,0.35258269634177186,0.07797307034585192
1.18,24.721991426454185-5.490736489037448E-6i,0.003714816905209412,0.05495752913041756
1.18,25.60447220447523+6.504179328352831E-6i,0.0018703472162516148,0.93826346541777
1.18,25.700819874156668-1.489088730089365E-6i,0.005456290964107618,0.6944912860466295
1.18,25.90144820271168-1.724625444940246E-6i,0.35816052937258197,0.08262187004627572
1.18,25.961695778341394-1.1899881462947063E-6i,0.31362575409204896,0.08232185394801014
1.18,27.63290131263736+9.725038811390399E-6i,0.0058618880511635205,0.050755366917747013
1.18,27.66339932239538+6.855299171655842E-6i,0.009023121182006037,0.05485539537051131
1.18,27.7167949234757+2.302415528751287E-5i,0.009813544028236946,0.0819812730194151
1.2,23.06290819222827-3.7411564340029897E-4i,0.010450174350619408,0.8999215811812408
1.2,23.070833200509316-2.0067854762591588E-5i,0.36222224405936004,0.10566748013600144
1.2,24.6064275119833-0.001341267099525645i,0.004232107297730208,0.054526398120352364
1.2,25.704803109359236-5.198781754028202E-4i,0.0010934946370199595,0.9338961219144579
1.2,25.79917421878565-6.549553760601858E-4i,0.003732525779394137,0.8065323157129657
1.2,25.97270750887134+2.708000026883839E-5i,0.2776541641659887,0.07203475477637059
1.2,26.03348758285571+1.817794535795488E-5i,0.3586976193013021,0.08615409270599841
1.2,27.372130057238568+2.485052678919584E-4i,0.011265040361367792,0.08622824406942581
1.2,27.590703179669546-3.9950178068376836E-4i,0.016299886287085234,0.051963904674705845
1.2,27.642728424949034-0.0032742561416676456i,0.010003131265006113,0.05624459553167922
1.22,23.07056067484819+7.866972294271335E-7i,0.33714310539779796,0.0880359464079423
1.22,23.078580484460176+6.809210671701288E-7i,0.004506833500817411,0.9000757080266412
1.22,24.487172454966895+3.3780774661517946E-8i,0.003744384566484027,0.043571325716152895
1.22,25.798868364418446+7.641210615714083E-5i,0.004832448466204393,0.934382801582987
1.22,25.894492115855233-8.272347348093274E-5i,0.013192174252613308,0.9009240863517289
1.22,26.0510467200451+1.304149433552361E-4i,0.3305224812416531,0.11182753056215837
1.22,26.11664926525031-1.3655920022958787E-4i,0.3668068414642807,0.09384163447483866
1.22,27.05807991129988+3.333215546182283E-6i,0.011292460275828304,0.0836510474880271
1.22,27.560227752620253+1.2461627188732025E-4i,0.007899188017965192,0.04577365816311242
1.22,27.600127636445603-1.2199532740757853E-4i,0.01351559577843892,0.0500204644924197
1.24,23.072761681478575-2.880874069674191E-5i,0.36875027936125687,0.10329906801896381
1.24,23.104323169872128-7.998298033061747E-5i,0.006294836856057438,0.8999425741151378
1.24,24.39339602576399-3.2408201200338344E-5i,0.004727980889294477,0.05032200811107135
1.24,25.902525425975373-1.644725899661087E-4i,0.0041845862767310605,0.7039479836513161
1.24,25.999480157224927+8.028762283671505E-5i,0.005114881365926602,0.7430631632769938
1.24,26.13383398090953-4.156321222303719E-4i,0.3205182999620768,0.021835618481294665
1.24,26.2045321111421+2.645876771056276E-4i,0.3502377429025493,0.01441631122942555
1.24,26.776101890998202-2.816557362432148E-5i,0.009621672048390165,0.022895570203585403
1.24,27.549199645419282-2.7954713730947705E-4i,0.008026283934021326,0.03256271995395654
1.24,27.592482613512882+1.6155985784497222E-4i,0.005532701934920792,0.04801308168979277
1.26,23.070375328434533+2.8240352642885847E-7i,0.3720929822788632,0.019867908022724534
1.26,23.107794100146453+2.1400036268570655E-7i,0.004193752218484044,0.9001792722631285
1.26,24.293019380208857+5.94028084361459E-7i,0.024633210191717415,0.09782563589473046
1.26,25.988542120465045-1.0547166730161636E-6i,0.004198705926566742,0.7759488013837189
1.26,26.0859511921188-2.138688767754875E-7i,0.005799625690758291,0.9015873326843553
1.26,26.200475175212194-1.610560766071982E-6i,0.3294716848629057,0.021486323383428152
1.26,26.271963866518817-5.891105652335902E-7i,0.3677602152576726,0.02099712884079013
1.26,26.498709119550345-1.0024096737791004E-6i,0.0161577990111505,0.02497339475241205
1.26,27.521509443829057-2.512756567283936E-6i,0.021340718123693148,0.10462176104989042
1.26,27.567156978607166-4.732466075299364E-7i,0.022011246248494584,0.0953732210388573
1.28,18.347218808624234-2.1846600026903684i,0.20635712405946366,0.6363013822566028
1.28,23.066523301396-0.001343903487111762i,0.3539383949740998,0.06669689148767322
1.28,23.114416598165842-0.00234585505828901i,0.015186911937333786,0.8997373889772898
1.28,24.192133444227842-0.007433782446624478i,0.017108504682759672,0.11486370302613079
1.28,26.09117106721718-0.002631435901843837i,0.02297269256591714,0.8756014398352037
1.28,26.201347047346086-0.007560789786992072i,0.05497987907845273,0.6324869710320901
1.28,26.238432284020725-0.010723763878632563i,0.03235562645958865,0.35987474808712117
1.28,26.284339358345147-0.0015772547136258534i,0.2584857499710606,0.06452462533605836
1.28,26.35592583439543-0.0037855513455008513i,0.34836194782477203,0.03975768432341131
1.28,27.50201582363242-0.007549726768823832i,0.026776228680783828,0.10389989289751488
1.28,27.644174056446843-0.024495496382170853i,0.03357747107487941,0.19985689169178256
1.2999999999999998,23.077740486706258+2.9912641520495034E-7i,0.3689337252318855,0.018752520982686108
1.2999999999999998,23.13402045020194+5.341542111939928E-7i,0.003198986682865012,0.9034658491138059
1.2999999999999998,24.140745637006273+1.6051841548355502E-6i,0.03589952419324358,0.22344818948625658
1.2999999999999998,26.044141604500954-1.5759263042037133E-5i,0.0184959438851941,0.028459102667020977
1.2999999999999998,26.184536325556145+3.1812854158252283E-6i,0.0027069351138386817,0.8498534249012383
1.2999999999999998,26.286265770071722+1.1941165392130145E-6i,0.004977621925278055,0.8686823583447736
1.2999999999999998,26.365605698643186+6.7332355813005616E-6i,0.33367063880783127,0.022622347346048448
1.2999999999999998,26.446212610272298-5.275445656220281E-7i,0.3719668756315048,0.013296431441620616
1.2999999999999998,27.53253686699769-1.6996529934841558E-6i,0.022854792521268645,0.10859507973447709
1.2999999999999998,27.5869144210147+1.262934126799477E-6i,0.024115860336099856,0.10029893708711027
1.2999999999999998,28.963048896930072-4.991557762216073E-7i,0.02282856986452276,0.059714514190249444
1.2999999999999998,29.501884698345776+2.7154694076251058E-5i,0.01526887754398078,0.02846240782647753
1.3199999999999998,23.087615870724914+1.6823629896361032E-6i,0.3730637931870247,0.01677803268570611
1.3199999999999998,23.150816118901272+1.8078499914433305E-6i,0.003609082752446801,0.9001176237614638
1.3199999999999998,24.08173093398821+2.480908633876969E-6i,0.03795919992763055,0.22396258758669021
1.3199999999999998,25.853615299002236+3.9803846912097996E-6i,0.015190373196200358,0.03198690036531689
1.3199999999999998,26.286653800624705-1.8236988436277552E-5i,0.003574668873510472,0.7628526767654064
1.3199999999999998,26.387006979642802+1.4390462309237238E-5i,0.008085151882108043,0.7399531034280469
1.3199999999999998,26.454176001724658-1.704536155795515E-5i,0.33309471791830947,0.049200962913862736
1.3199999999999998,26.53484298921058+1.3328462787834478E-5i,0.3303311461364062,0.01943197259823384
1.3199999999999998,27.551329486211984+2.511009567012877E-5i,0.022977236172097865,0.07250097396622683
1.3199999999999998,27.60884279832553-2.4159121166389232E-5i,0.01978169447810306,0.10531049743195109
1.3199999999999998,28.58670423201513+6.376661366166653E-6i,0.0246904116606873,0.053800102141246815
1.3199999999999998,29.401470801718126+3.4633849661177555E-5i,0.012004867824643597,0.029603593400004152
1.3399999999999999,23.091924187204945-1.6565947373698406E-5i,0.37289438176465767,0.016573192298324085
1.3399999999999999,23.162493344490887-1.8824335640130375E-4i,0.0038492584166970887,0.9004166780916533
1.3399999999999999,24.03125723760565-0.00105812865759339i,0.038348283582791985,0.22276789611517242
1.3399999999999999,25.66645784152322-2.488660721294681E-4i,0.014580620565428654,0.03149673084801767
1.3399999999999999,26.39143792549896-2.994765875715726E-4i,0.0023770534341535023,0.8192831526623705
1.3399999999999999,26.49157989880295-4.6399612240094045E-4i,0.0024828174424255944,0.8374922825165577
1.3399999999999999,26.544812940959368+4.674811028608548E-5i,0.2639021289399638,0.013162249443826832
1.3399999999999999,26.626307847097436-1.131175266524262E-4i,0.3614570344428399,0.012362874032079127
1.3399999999999999,27.580256450559247-0.0016130811646489134i,0.01713153867715057,0.09526376326877398
1.3399999999999999,27.642466229271573-9.89277673118724E-4i,0.024678507547832823,0.09508318081493534
1.3399999999999999,28.226015447627066-4.481372560108213E-4i,0.02331333661179494,0.052599729394690875
1.3399999999999999,29.304096609624782-1.3499209609483165E-4i,0.012529038130644977,0.030735853730101962
1.3599999999999999,23.09352180542299+4.7057594537531505E-5i,0.3612583349467687,0.03310289388814253
1.3599999999999999,23.16539895362845+3.0430510280335657E-5i,0.00380101040194455,0.9003945130444718
1.3599999999999999,23.960527585905012+6.945620920705189E-5i,0.024785053177841625,0.1928000392105794
1.3599999999999999,25.45043767496356+1.1359916199542334E-4i,0.01899110832630703,0.06057950786636062
1.3599999999999999,26.470200183904872+0.00204812571637854i,0.0399887198519354,0.7663088962728365
1.3599999999999999,26.57064069155952-0.002119776727483495i,0.06040790936033231,0.8803463068919823
1.3599999999999999,26.62662865911375+0.001109730597784039i,0.28694330415356994,0.340475715851841
1.3599999999999999,26.71188659212982-8.530134251703371E-4i,0.368054998056951,0.0334440500646614
1.3599999999999999,27.56743250833233-0.005421529810448063i,0.033065830048194494,0.28907442270708145
1.3599999999999999,27.64626772442933+0.006585597341420177i,0.019462704159381276,0.30163538732421424
1.3599999999999999,27.81579140786517-7.714274025812088E-4i,0.06450184065758344,0.011753022583407045
1.3599999999999999,29.065319619457274-0.0028048752782528245i,0.022625010627845468,0.06782908945783685
1.38,23.10757744712481+6.826758608067217E-4i,0.36819436011826984,0.03517417229216498
1.38,23.180815894056057+6.980771309251204E-4i,0.006871799805240259,0.9002024115409027
1.38,23.930976070084526+3.5667811201134305E-4i,0.022215943078520484,0.1903813562338918
1.38,25.349835046572476+5.315951413589818E-4i,0.02094637138873672,0.06478111686801402
1.38,26.595047194719456+5.726817270205898E-4i,0.0189161471830344,0.934199590605742
1.38,26.689523633960256+1.51792454120769E-4i,0.1055701897909171,0.841099665289518
1.38,26.73618846573335+0.0013049538589201834i,0.3200084199290811,0.3171179940009195
1.38,26.816635833201058+0.0011766738025976748i,0.352734413734155,0.1540441712941733
1.38,27.583916673988995+4.813019134354818E-4i,0.026068751721405586,0.04409022398678432
1.38,27.653502838986743+7.363658758495309E-4i,0.01339164768821389,0.1413831521685917
1.38,27.71621294216991+8.375333497145026E-4i,0.017384430156680678,0.1424701544895983
1.38,29.180727057366298+4.618343257784845E-4i,0.017066133305516998,0.04705716220568475
1.4,23.1331445267716+3.357165113923198E-6i,0.3726863596732406,0.032520642067470094
1.4,23.212562601196407+3.902024592547417E-6i,0.003240471186679773,0.9003276654674506
1.4,23.915228527996597-1.7730222118860115E-6i,0.02385610753683748,0.19156802711994977
1.4,25.23237528477236-4.54782785796004E-6i,0.02060178438613988,0.060772632478283184
1.4,26.728087989852202-3.66068821248215E-5i,0.008784922308132626,0.8135255383609535
1.4,26.82777053683857+8.84670582249606E-5i,0.030064288800352935,0.8900536232883149
1.4,26.851033754812644-6.333415343088003E-5i,0.3220777306071538,0.21294440551748964
1.4,26.937471325579796+3.506492493400696E-5i,0.34622059144884837,0.0403006708361896
1.4,27.313583330606743-2.668272624306097E-6i,0.014185495699873573,0.03641939496925506
1.4,27.72663319250018-6.304898074842403E-6i,0.009065860847804752,0.13635865415581494
1.4,27.80042156626754+1.3009357749575177E-6i,0.015163065360833282,0.16339643793648587
1.4,29.155268567110834-1.261463309069378E-4i,0.022167724029308545,0.06181214679563146
1.42,23.118345579779927+6.47105653370233E-6i,0.37232351562323207,0.03441852010525077
1.42,23.19348175105733+5.5041414972984305E-6i,0.003237477161685619,0.9002575382331035
1.42,23.855763824799016-1.3988191541487184E-5i,0.004868029771173954,0.2524577165076425
1.42,25.07931520485577+2.028622161389073E-5i,0.018769866848282767,0.07543455997796121
1.42,26.799969585961794+4.556235206437667E-5i,9.515340334934507E-4,0.9293046558538295
1.42,26.894320729575984-1.842942873346467E-5i,0.007426235676121479,0.8980516357862983
1.42,26.91771168453564+9.05554436118927E-6i,0.3302852528726508,0.11837155589779548
1.42,26.999260090014918+1.390295889964668E-6i,0.3712693576655703,0.03692187759875057
1.42,27.052052307180386+1.4894697215162684E-5i,0.010001003878150555,0.007297979398026542
1.42,27.742978951904924+5.807771194129016E-5i,0.007455970718341742,0.11892499883386594
1.42,27.806010425815906-9.140090902225111E-5i,0.006867295058177082,0.1349564363168703
1.44,3.554789952799691-2.6384228620617893i,0.05544510690184832,0.5894389935743757
1.44,23.132494996782917-0.001904739427424338i,0.33826429860713797,0.09611953495481641
1.44,23.21035913266713-0.0018376330269040946i,0.007477808748936022,0.9004173924137953
1.44,23.847606916462055-0.004447719210822543i,0.007734510444505136,0.24740156136534192
1.44,24.968159067501862-0.012153204407727254i,0.02146154772304586,0.0671707338512889
1.44,26.785346008711084+4.6718899314966646E-4i,0.01711390076587109,0.13201114816232223
1.44,26.924216317479985-0.004533444952342519i,0.019464453141101318,0.9292024556274852
1.44,27.01756817599795-0.00869921536513182i,0.12868216339891175,0.8242667435006445
1.44,27.030236761382522-0.007798861701734866i,0.21068954737418824,0.4688149475593924
1.44,27.112102003857068-0.002232200478351562i,0.3481117721623904,0.10269316888700344
1.44,27.815341953895473-0.02272786102723805i,0.01440168387401114,0.15820220659962517
1.44,27.90455777688132-0.0077452026304025085i,0.03884669470823202,0.18424165289544242
1.46,23.13021712840424+2.8322322819953004E-6i,0.3711855833772898,0.00907592506235186
1.46,23.203540746457453+2.4821131487184717E-6i,0.002867774753663056,0.9003158243101913
1.46,23.802020740301053-2.785194016014301E-6i,0.00244926791516321,0.2566437988995795
1.46,24.852326527963086-4.902026081869715E-7i,0.042251355394169146,0.007836662315861876
1.46,26.596125759923346+1.207172952064331E-6i,0.003044559595126166,0.005429746598069826
1.46,27.01280480952827-2.2901267752966468E-4i,0.005218756660075423,0.9377239761750733
1.46,27.102905090000878+9.360511465468808E-5i,0.11468402511095087,0.609422586764848
1.46,27.112356018930026-1.3371064177147005E-4i,0.3320181536074988,0.49520190776297957
1.46,27.190561648379052+2.8214588043780743E-4i,0.3531578319671459,0.042810207754334806
1.46,27.86274844505434-6.98495761639607E-5i,0.009320473001450766,0.15906239502936625
1.46,27.928653894787868+6.111573361877285E-5i,0.010732185067598965,0.14741577002563083
1.46,28.928479259353953-5.115644706346122E-6i,0.006862156092370967,0.004283105406010259
