% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 00:14"
% Table,Table 1 - Mode z parities
% scale,Eigenfrequency (GHz),ooo (1),eee (1)
1.46,29.064882447691076+1.5904468363127136E-4i,0.03964892680429668,0.00658706820338137
1.48,23.156984571834375+1.3241625411566847E-5i,0.3643443233150413,0.14949200943590793
1.48,23.24138090937597-3.762523199362107E-5i,0.002893011465667765,0.8997449901893414
1.48,23.794014363636755-4.3964031785749107E-4i,0.009698655504590167,0.25743752465266717
1.48,24.85229343707461-0.0010576369632510788i,0.041907183561321136,0.04558368263921879
1.48,26.457002624283838-1.378102904876593E-4i,0.00563300098011498,0.014435690070285303
1.48,27.13861026761285-1.1534613391494371E-4i,0.011474222028477324,0.9712949673140373
1.48,27.215042573476072+2.022416467603011E-4i,0.19247554181154242,0.6319781756574551
1.48,27.280216613919734-3.647645768038125E-4i,0.011098542095419365,0.804653671455444
1.48,27.40773036567278-6.098387314543622E-4i,0.32205897599915384,0.03629993619288865
1.48,27.9402550584029+4.534318410987054E-4i,0.03532856892899344,0.20471861854487922
1.48,28.016509420833938-0.0011750610998072575i,0.030966492157610253,0.19267894088158047
1.48,28.559359537108396+8.01272481923674E-4i,0.005384070907689103,0.008266001114198214
1.48,29.05855801788288+4.790793556749405E-4i,0.03308776514576703,0.10337025374367044
1.5,23.13980832566358-2.2325648087675358E-4i,0.36260884800488175,0.03745325798095502
1.5,23.215350441284578-4.842478695305259E-6i,0.004149348188537756,0.9002080337313121
1.5,23.746608308206635-0.0015687882770477302i,0.006822259150801583,0.25769014521815464
1.5,24.48946625791887-0.0030933805662024874i,0.03853272867390672,0.035448637384033865
1.5,26.185733821937422-0.004437001431396033i,0.0029003733038212966,0.014436173691651379
1.5,26.91285023787282-0.016143498670095863i,0.13722148441486012,0.3040196571402392
1.5,27.252641657378252+0.0034192365936101974i,0.09425612875564858,0.8310926783007125
1.5,27.324968848307105+4.3576621220241485E-5i,0.15981062573186183,0.7525924513700766
1.5,27.364472000882454-0.0031277100737237195i,0.2691624319409182,0.5715221760890579
1.5,27.47459294908827-0.002705360817066691i,0.3267201942659789,0.2718654018201975
1.5,28.039250003790062+0.006923604240584056i,0.04645562092646036,0.21844472423721348
1.5,28.132727645747913-0.003025899537605062i,0.04294277842264095,0.20065193768567718
1.5,28.733844487261674-4.027498682071582E-4i,0.12318583753700323,0.04877549566016135
1.5,29.09409482497334-0.0015583589138980177i,0.037695978192849144,0.01259503848762934
1.52,23.168179789257763+1.3430552147746987E-7i,0.37260993370425505,0.008368452342081717
1.52,23.23605462549408+6.386556147198675E-7i,0.0025981918544566865,0.9004706325287326
1.52,23.749702011944056-4.1983593110949086E-7i,0.024888950506054327,0.31420441648219544
1.52,24.598907875139947-1.2089738851766633E-6i,0.04039457623054874,0.009616463143097548
1.52,26.012768875418914+3.874465175544518E-6i,0.0029501880672983846,0.008468041807515205
1.52,27.374261417202124-1.0066528583860223E-4i,0.009236166965462483,0.6997121648215648
1.52,27.459195041216347-4.065955936191355E-5i,0.2910903771148547,0.5094095390266065
1.52,27.473139472870702+4.496309016631096E-5i,0.1408599678778362,0.7128858115993478
1.52,27.5494580548999+1.148698031272033E-4i,0.36743848107090044,0.08312304476566985
1.52,27.96749527271116+2.492489567718243E-6i,0.0031758631809212993,0.012209804551492748
1.52,28.096518527844506+7.326533964539965E-4i,0.03327203200845142,0.1521345363742329
1.52,28.17223893651845-7.347781607363502E-4i,0.025301503405235546,0.15191985214923187
1.52,29.114014126904923-4.3931205379148843E-4i,0.039080298529263584,0.013898904362476688
1.52,29.170787900188518+4.8059077293759336E-4i,0.039978160743475176,0.005919568371552097
1.54,23.181473218662592+7.842916966878898E-6i,0.33344830561027444,0.02843795544187029
1.54,23.244550775791232+8.23761954128674E-6i,0.03934670693791691,0.8620737577404576
1.54,23.73531069979713-2.394161729719748E-6i,0.05951126260776634,0.35908748539410473
1.54,24.52063712327915+3.696459595946314E-6i,0.02421683883730231,0.006859963412501459
1.54,25.86786723059276+2.216164738765181E-5i,0.017856429075043676,0.06729650389594023
1.54,27.466793063698564-3.3732023914096436E-4i,0.03672488433830413,0.815823918180029
1.54,27.537671405449537+4.2659894585579984E-5i,0.22704552792992458,0.5800238969706923
1.54,27.574347373000364+1.9646363020463082E-4i,0.1974002742945198,0.753102574507189
1.54,27.635668585633766+1.1713571141894298E-4i,0.3319727777657968,0.16106635067842087
1.54,27.740374467737283+1.338956933803873E-5i,0.01264681597913853,0.07785106666993226
1.54,28.162671807480947+3.479780470222878E-6i,0.055765602182298576,0.1756832705478133
1.54,28.234574573191775+5.741938827245431E-6i,0.06080892969655984,0.23507219259274126
1.54,29.10955859826962-5.653190432021546E-4i,0.0266947187319686,0.06834048977383243
1.54,29.171615987984705+5.944811435640215E-4i,0.04934879404290841,0.056555708217912525
1.56,23.167990298633278-2.5234329457562766E-8i,0.3714468286125425,0.01486772989501604
1.56,23.22730649215606-2.1495623231694363E-8i,0.002422607854432054,0.9003548540096947
1.56,23.703194017550683+9.017654547866317E-8i,0.013826159726207283,0.3411662960205791
1.56,24.44061737616825-1.9095250385632183E-7i,0.021441349427487853,0.03248563202631205
1.56,25.698625061836843-2.4477216733022767E-8i,0.01124287789094109,0.06440641857034075
1.56,27.462186552765665+1.4766994568801827E-7i,0.033196140684676134,0.030858604131618395
1.56,27.559697735050573-1.4151729739315876E-7i,0.0013423313574964083,0.9307811141475689
1.56,27.632225296544078+7.582771998231197E-7i,0.2846302088776351,0.058455233049980425
1.56,27.64951418517587-7.42312639977898E-7i,0.009546901034475197,0.7570405350657404
1.56,27.71462796765619-1.3821821526517093E-7i,0.3705252155549299,0.03792374114898045
1.56,28.214281485150707-1.1452520606458917E-6i,0.022674764975147026,0.22743263455836613
1.56,28.284259838111613+1.34373797822506E-6i,0.022241359486867743,0.22518298197461553
1.56,29.129209021064945+1.3184543081342414E-6i,0.0061128981170622786,0.010200724757803188
1.56,29.18080145286-2.7577656518607986E-6i,0.0033630947663886436,0.010613264424800326
1.58,23.096635518537393-2.1966292788525558E-4i,0.37623875805092516,0.08493747365596772
1.58,23.20320909542633-1.7554708677134084E-5i,0.003651174055408955,0.9137941789200988
1.58,23.672413888955493-5.288650924234367E-5i,0.018428812575527993,0.35404174500505275
1.58,24.339382277252295-2.0491958172357203E-4i,0.027483555518883023,0.042570001723572316
1.58,25.51767127669659-2.9842990912848713E-4i,0.014882690757018166,0.06693170411462518
1.58,27.16419550338101-1.0380557768394757E-4i,0.016578612640932067,0.07630420876010716
1.58,27.58522344380027+9.765477969022689E-4i,0.04651226533582714,0.8692543918143326
1.58,27.68464906570443-8.792708272080618E-4i,0.17897524886910524,0.5752792558839707
1.58,27.718634300960154-3.3823589608431904E-4i,0.27926743515579816,0.676610836257947
1.58,27.79016103852714-9.374375513757126E-5i,0.32561080265471043,0.36066006384015853
1.58,28.263895495000238-3.253337351671682E-4i,0.04256091408950319,0.2517642428074096
1.58,28.339069952981014+2.932455454420844E-4i,0.03176459311660476,0.24427678917548984
1.58,29.10626745519788+7.00519875237207E-4i,0.012615278318820323,0.10251775215874806
1.58,29.17586893003633-0.0012377567965052908i,0.00652715765279695,0.07847923268606813
1.6,23.202883339268293+3.3845759607813275E-6i,0.31606997999256786,0.11049234566076539
1.6,23.25813301509821+2.627329582155065E-6i,0.015051251273583512,0.7521696377986274
1.6,23.7064040132274+1.5320865491510815E-8i,0.027295137668734877,0.25059504599807153
1.6,24.33699100899304-5.6678929694506035E-6i,0.004735057492794006,0.051384424575743735
1.6,25.481335989491882-1.1438982449487413E-5i,0.018541011007530833,0.11841400271671954
1.6,27.051616686774192-3.2439250480991944E-7i,0.019845340594336708,0.11040174705491905
1.6,27.810810529611707+1.3606539353512066E-4i,0.018607250435227676,0.7801578768424693
1.6,27.888886936850014-8.924209495080659E-5i,0.08097685650306037,0.6102872990517009
1.6,27.92234440789408-5.222185265224712E-5i,0.13202425143407065,0.6913180754326186
1.6,27.984253311007+1.6397217163526564E-5i,0.29142894573090117,0.017074616365885163
1.6,28.416727881655646-1.420465448331871E-4i,0.031000754361339204,0.1033216352902882
1.6,28.493796814704442+1.5250062608478405E-4i,0.033525120297347624,0.1474579358056687
1.6,28.998794429291834+1.9263927292132093E-5i,0.005347750663144248,0.062224777736203385
1.6,29.24650486985848-4.5789811875925567E-4i,0.0047189957207963065,0.0819284473533939
1.62,23.198800078841852-3.674936439992723E-6i,0.3086445887919464,0.011670623733655095
1.62,23.24851016216637-1.4320299440177538E-6i,0.002245026764849039,0.9010593810711647
1.62,23.666592467800907+3.463961484520155E-4i,0.012661075997115499,0.344687478876412
1.62,24.26794230805164+5.005675861194101E-5i,0.023879374452842553,0.03409605647870569
1.62,25.32381206705892+1.2268644977126483E-4i,0.024438347878193413,0.029751292977263144
1.62,26.794544052754507+1.4825803773901394E-4i,0.028999098397490375,0.038698244022137104
1.62,27.912337565812283-9.468010575245788E-6i,0.010774938435835829,0.8855704131369893
1.62,27.979712407014688-3.2028442326186955E-5i,0.28074316970211977,0.2141945443282718
1.62,28.00503420778429+1.4560231774585685E-4i,0.07859382512228631,0.7790733580866743
1.62,28.067701969034022+3.237808920773909E-5i,0.33417250838380447,0.11454405510206513
1.62,28.46158100571052+3.1892653786971787E-4i,0.014615623609131781,0.1646922450564863
1.62,28.53761817128832+3.5185918327472287E-4i,0.011917041403213686,0.15467366615340958
1.62,28.68889177467465+1.488162273619476E-5i,0.008939332496285323,0.032113631686786416
1.62,29.260573021609773+2.717382716520111E-5i,0.0022955308150317704,0.014052539079052151
1.6400000000000001,23.20628119634073-4.013562648013024E-4i,0.37281175709967374,0.01882989043908794
1.6400000000000001,23.257955393911132-1.3365031186386334E-4i,0.0039649046963235,0.9009323474407671
1.6400000000000001,23.685937562014782-3.9255951358011773E-4i,0.012649802010674846,0.3883806407766694
1.6400000000000001,24.223965397996903-0.001065972764190466i,0.02227789311254156,0.010423320602030462
1.6400000000000001,25.23586737742266-0.0010830190485797114i,0.033508612340795565,0.07132469148893178
1.6400000000000001,26.625555767560282-2.7769297262269095E-4i,0.0012854735395182726,0.008623515934131852
1.6400000000000001,28.02739922777864-0.0014738764649750988i,0.026469013512613097,0.8943657863430124
1.6400000000000001,28.10305442572695-4.294787053494521E-4i,0.2860070092294023,0.36926900237497245
1.6400000000000001,28.130438712363468-5.19082434776949E-4i,0.15048005192712696,0.8336593341550191
1.6400000000000001,28.19175518504496-3.183144603195627E-5i,0.3089181570961048,0.19104262889774642
1.6400000000000001,28.41978900814208-3.794363554544014E-4i,0.013050190594916323,0.02491848370328548
1.6400000000000001,28.605160841990497-3.056000661179524E-4i,0.011817484988573278,0.21628123375751301
1.6400000000000001,28.68181784785111-2.701541154330764E-4i,0.011632777118235441,0.23131186027958917
1.6400000000000001,29.330307581110002-0.0022138588288358697i,0.003521204409608533,0.04053478726843834
1.66,23.206633102362787-1.8642692283038213E-5i,0.36992261733748366,0.017439491524465354
1.66,23.250294941117907-9.178332554796364E-6i,0.002104587393817103,0.9003591652919896
1.66,23.658927711118753-0.0011096351994210715i,0.011321718319262975,0.38454712207882585
1.66,24.181801305969586-3.9629533736099446E-4i,0.015622050946565512,0.005271709875189151
1.66,25.116984003148488-2.9322986620526994E-4i,0.024395722417848757,0.052695936805796456
1.66,26.425452007725095-8.364935774253852E-4i,0.0020815946787936883,0.002097594459453868
1.66,28.13078290864156-3.255788532463177E-4i,0.03049917777503834,0.6673103702894563
1.66,28.148785257761354-1.896123445270537E-5i,0.01761502765307109,0.45340341760637437
1.66,28.197553807690586-4.579769444885691E-5i,0.35393328367123167,0.017655682642320616
1.66,28.227921246674867-3.1423136527058455E-4i,0.014481749667198885,0.76843200468666
1.66,28.281987788945397+1.8552556607055946E-5i,0.3513314014857898,0.06901182240222727
1.66,28.649893467459645-0.001508054383313554i,0.015952987423843473,0.2065382255814614
1.66,28.729556455932812-0.0010742381452022109i,0.017266468240447183,0.17528995601706904
1.66,29.368073860126998-4.546987284842553E-4i,0.015088520242411937,0.022408843803094016
1.68,23.219806512373168-3.584789464454195E-5i,0.3462236687730048,0.03893328511089103
1.68,23.26006006044203-2.9144173669117188E-5i,0.02646304617024338,0.8762293113361661
1.68,23.658080948627102-0.0030657676447869314i,0.04543825305002567,0.4210697453461655
1.68,24.143881505105803-0.001059106717702653i,0.027797422002814,0.01201139390988535
1.68,25.02465219810597-7.859131859101697E-4i,0.044986116533904844,0.07400586286525228
1.68,26.277821852178022-0.0020785184688453906i,0.0247734325807642,0.021739567052796307
1.68,27.889164475553184+3.10369179542805E-5i,0.018153054989790716,0.008383980292222745
1.68,28.277302969174364-7.338707689217785E-4i,0.02747780847355726,0.7841470881993471
1.68,28.33104029756452-1.2899099810500056E-4i,0.2509446944767553,0.12171696312006473
1.68,28.36762229946431-7.398858128009008E-4i,0.0333897046265809,0.728746633714563
1.68,28.41563479201113-2.3059947718308136E-4i,0.3299656826273034,0.05455075703992065
1.68,28.764919751510448-0.0038849585456799444i,0.009731791409948003,0.17172376232971157
1.68,28.847573005521472-0.002488468414908035i,0.010873364735136426,0.20697479374855005
1.68,29.453211857326373-0.001592369148629949i,0.02965211190214826,0.010013622579126287
1.7,-3.253643908821161E-14+17.332732597928622i,6.71842857037367,12.275536777176258
1.7,16.00620938593719+6.652439947748912i,0.0454356597700311,0.20923479581571364
1.7,23.218956541807938+4.703711425937077E-4i,0.30777330687517673,0.12507890063014201
1.7,23.255469833537862+8.262580987863792E-5i,0.002854079474131131,0.8173127765890817
1.7,24.036935995931774+0.002391912786243539i,0.013967537856511348,0.1404055708387748
1.7,24.28209660345225+0.10697574254936842i,0.005670158573175834,0.36241707804097106
1.7,25.39132328933912+0.12365580726801575i,0.0034264094711747867,0.0942769903840856
1.7,26.292270821575503+0.10620773706795762i,0.01028225860640868,0.02337003536627443
1.7,27.747009883501384+0.01698432727288404i,0.002032654894604552,0.016996115232012447
1.7,28.411652778018613+0.004829999823031062i,0.010325975493522465,0.7318786994769819
1.7,28.43277673745218+6.609037383001134E-4i,0.27768710835417093,0.19807353167988204
1.7,28.503965517485515-0.002087247868688106i,0.08389204393828663,0.7962407658463612
1.7,28.51524640340136+0.0010587400046123147i,0.33550127013224174,0.09492959320340406
1.72,22.973735675811227-8.05939522135669E-4i,0.3807840854760154,0.05031655146520759
1.72,23.066054223606788-4.2005603264037827E-5i,0.045025173959458584,0.5595599004746047
1.72,23.554274721649843-4.7263182521497176E-4i,0.02781314470541879,0.4087494631669739
1.72,23.894308742149413-3.506390668226135E-4i,0.025108628013589245,0.07160354220026328
1.72,24.70326968602233-1.575235929066795E-4i,0.02131119147988866,0.10636124279510013
1.72,25.796430917183-5.709915691404373E-4i,0.018042406638867668,0.10548666713777806
1.72,27.250560718751696-4.2199105191539985E-4i,0.010387090657708091,0.08159775201117127
1.72,28.180251046068445-4.8155340727585574E-4i,0.07347331896379203,0.5095780283212621
1.72,28.328019075707843-2.91718141465818E-4i,0.03509388174908667,0.7977873855568807
1.72,28.43576540392851-2.395207721011669E-4i,0.026150073760832098,0.7181832017834011
1.72,28.47499673678443-7.918533492095665E-4i,0.3200756379414901,0.20700462111705872
1.72,28.85522550467242-3.8863338268388164E-4i,0.043130784369488,0.12060450534682722
1.72,28.949190940044407-4.331904059629119E-4i,0.0184486603940311,0.20772498536641337
1.72,29.037160697174304-3.936308209825087E-4i,0.006551064204597909,0.08562547416034555
1.74,23.24044597651402+6.786846532329795E-5i,0.3479478019271758,0.06325166763759914
1.74,23.277229487386567+1.6999708874188567E-5i,0.026846729991595757,0.8766934466178308
1.74,23.660704433744737+7.413274482799758E-5i,0.023732262364823606,0.4569165530389545
1.74,24.039212317670664+1.987126751668697E-4i,0.04809440258814463,0.07823008584240991
1.74,24.793743078973215+2.158455627117459E-4i,0.023297481964387124,0.11419289276473231
1.74,25.836434185827823+8.429305284995244E-5i,0.03671183068083508,0.004236030714730078
1.74,27.224534214007292+7.328929094509337E-5i,0.0272552525686363,0.01638186386671667
1.74,28.635706464312825-0.0010700493462765498i,0.026680492025239314,0.861642418006055
1.74,28.71854631368503-1.1730596923412363E-4i,0.26207002208529767,0.4244006847287843
1.74,28.728367611184666+0.0017099813439772939i,0.19692786891106825,0.4985865090132929
1.74,28.814563748485703-1.659625156134918E-4i,0.22744209323682724,0.23036650233331776
1.74,28.916043685960528+2.0386979731052082E-4i,0.0467229744782382,0.052228105002810575
1.74,29.109177166880592+0.002705418947006277i,0.0027484129625946962,0.22384317011389354
1.74,29.18862197437252-0.002654163123787382i,0.005602626414037767,0.2066837780703486
1.76,23.23609733948812-6.414841980424891E-5i,0.37282750213450827,0.02730258027465095
1.76,23.265449474326193-5.710043595529118E-5i,0.002807343806396146,0.9019186157200157
1.76,23.64774104878936-1.7231526756904233E-7i,0.006227331666037945,0.4228430862836617
1.76,24.011050829233994-3.1173461709348196E-6i,0.04538224829778332,0.03160210699121663
1.76,24.72357782215118-2.8202358266070662E-6i,0.00948876648477027,0.045965628376937934
1.76,25.749049149412436-6.50390083172677E-6i,0.006944254555482146,0.011478230441880927
1.76,27.04599478333088-2.9251027235179327E-5i,0.014560539631657798,0.006700225579456581
1.76,28.617579773703234-3.1282116808357204E-4i,0.0752314508763837,0.11194009897311466
1.76,28.70773384402462-5.964093532276239E-4i,0.13180860978638365,0.4316796750977434
1.76,28.775571549699023-1.259163350072126E-5i,0.3176817938112536,0.2797691175289899
1.76,28.85021543050126+6.967474172535966E-5i,0.08749697134267499,0.8752404925909193
1.76,28.882678012108393+3.5505322120584073E-4i,0.3443145231790753,0.2591931582550244
1.76,29.17721942736187-3.7084473009290366E-5i,0.01834956766997278,0.2528565387823212
1.7799999999999998,23.240999524107465-1.8654957964545685E-6i,0.36103192194022476,0.006950616535946529
1.7799999999999998,23.271593729266257-1.1888177433715445E-6i,0.005503255809937949,0.8230451183524561
1.7799999999999998,23.63650598896345-6.662401746540031E-7i,0.024162867949745283,0.45188410593772843
1.7799999999999998,23.97391343442706+8.154391986777107E-6i,0.04182002105858775,0.006972856364269356
1.7799999999999998,24.641185102589887+3.2711677962160203E-6i,0.0072052619233791615,0.07504317024671622
1.7799999999999998,25.600812536353278+5.326554781652898E-6i,0.004604299240116526,0.00906795148272736
1.7799999999999998,26.853340600290682+1.391823881727619E-5i,0.004117557204659608,0.029778765183581045
1.7799999999999998,28.375366805064793+1.1520990223704764E-5i,0.004856067995031683,0.010192680671784811
1.7799999999999998,28.880955416814462-2.7335665885931076E-5i,0.02698636322587301,0.8518867139341824
1.7799999999999998,28.927028926619133+6.691787678390417E-5i,0.3410858284863726,0.2341294897626436
1.7799999999999998,28.971177562281152+4.6562761400315876E-5i,0.06300277015926019,0.8792870982175346
1.7799999999999998,29.020923980484294-8.61515067099172E-5i,0.3402346028715628,0.26491874723686704
1.7799999999999998,29.290699010138923-1.771829383770788E-4i,0.03435659148635783,0.2561084611500711
1.7999999999999998,23.26380142113772-9.359944433984034E-4i,0.3592831554982028,0.05782227062592235
1.7999999999999998,23.289978921717662-0.0048633047686114095i,0.04762713134530939,0.6454586232126462
1.7999999999999998,23.641536368882317+0.009567351549037697i,0.03470079971835192,0.47922560420350124
1.7999999999999998,23.984888867887936+0.03757775308577489i,0.04336968346206686,0.07291905435535913
1.7999999999999998,24.645979540766202+0.060832508087449666i,0.0259023656356087,0.059243763075745186
1.7999999999999998,25.55310714195067+0.026853802628803145i,0.01101761157226297,0.03022345696613405
1.7999999999999998,26.687396098281017-0.012343350097280891i,0.003839571883617497,0.03477667697485074
1.7999999999999998,28.109277510337552+0.023576940138143602i,0.008320083885342354,0.015136566008526555
1.7999999999999998,29.02560467176639-0.003197740172633266i,0.14526988980147615,0.5837648144960065
1.7999999999999998,29.056643189221006-0.011638827798748532i,0.2574056105589663,0.24851064266550535
1.7999999999999998,29.130819450312426-0.004861903158149295i,0.22308955144674403,0.6068183681197707
1.7999999999999998,29.14580177177365-0.03669789788733151i,0.2833527159413038,0.46646195311386857
1.7999999999999998,29.40484440243543+0.004667044236957527i,0.03780893250183221,0.27028090490058765
1.8199999999999998,1.419148717115029E-14-15.163410234354467i,0.6203667673039303,3.7685430532137927
1.8199999999999998,23.272946527018057-0.0015566245568668477i,0.30643652986235537,0.21548066911481417
1.8199999999999998,23.317105131884187-0.02429886107669123i,0.10729816974597378,0.4386860488938527
1.8199999999999998,23.636568540322774-0.005608081349429065i,0.03330329278960977,0.5188173792887435
1.8199999999999998,23.961724114283427-0.025208429541905223i,0.06258629977311993,0.0848220988091463
1.8199999999999998,24.60710012545014-0.05990982650194371i,0.03564555844609557,0.12215033057592213
1.8199999999999998,25.453991835324175-0.045721065541945945i,0.029819455964217687,0.08516445876674911
1.8199999999999998,26.49585507235182+0.016676007817854038i,0.02966574115120251,0.08814268566157397
1.8199999999999998,27.873311202608754+0.011768038818245263i,0.017585960145428157,0.03720974050753505
1.8199999999999998,29.155347887578877-7.632516533244653E-4i,0.057381362034914854,0.7679624944253368
1.8199999999999998,29.223092985817786-0.0019083190669093519i,0.2332102789234952,0.46362483059386744
1.8199999999999998,29.25167248619445-0.0019157536563324785i,0.17919136401352745,0.4780522364579285
1.8199999999999998,29.3356191938509-0.06863815253121358i,0.1938232410863971,0.33174387515086273
1.8399999999999999,23.26498595954637-7.37699843918417E-8i,0.3678314062866996,0.015795911408613954
1.8399999999999999,23.286727215649343-8.24318944860652E-8i,0.007614346294629018,0.6551134720832782
1.8399999999999999,23.64133619446218-3.4148572402637956E-5i,0.009839614242157754,0.5131544228493911
1.8399999999999999,23.917665211816516+3.697574894948639E-7i,0.04226677627336399,0.022779988392853112
1.8399999999999999,24.4865908413548-2.4916645190454112E-5i,0.011192362713522669,0.021700702697056262
1.8399999999999999,25.310346764642595-5.881810019557066E-7i,0.0035556270333954205,0.031129381488366848
1.8399999999999999,26.383543520233662-2.128554879235015E-5i,0.013258277553500316,0.04804371070357096
1.8399999999999999,27.681169511625303-1.6034170719057139E-6i,0.004083364798906054,0.012088983562571503
1.8399999999999999,29.22247255377142-1.4036954885810584E-5i,0.02182243058722417,0.059230608701740683
1.8399999999999999,29.276853931626984-3.2012194443694955E-5i,0.006482928795812427,0.9343809778128993
1.8399999999999999,29.30779191603616+2.515181402002497E-5i,0.3502883824130251,0.09878463954167592
1.8399999999999999,29.362097718234907+1.582627656199375E-5i,0.010696959379174184,0.8274307075737833
1.8399999999999999,29.388935397571352-2.6672384008276252E-5i,0.3390323328587692,0.06680937176207873
1.8599999999999999,23.272018976296632+1.9500632586932318E-7i,0.37217561108423797,0.04575835399339102
1.8599999999999999,23.302314172522266-3.335505788890655E-7i,0.027404422455668178,0.5741793729039844
1.8599999999999999,23.62140759859339+2.506243165731685E-5i,0.011589479081952594,0.5173290053457144
1.8599999999999999,23.889292682468902+1.9861123103651488E-5i,0.05468709201768653,0.02898552446413005
1.8599999999999999,24.433930743041604+3.6233988957139025E-6i,0.0014954748288967378,0.07114588655915431
1.8599999999999999,25.216380717150617+1.7399286146130235E-5i,0.0036226994414425037,0.037815324228501465
1.8599999999999999,26.241781015670625+1.8258430116997717E-5i,0.012696031753740344,0.049887600087164315
1.8599999999999999,27.4804891014731+3.184671806303631E-6i,0.004249964506504442,0.018753744919161267
1.8599999999999999,28.9542834266414+1.965533012467698E-5i,0.010950703064638176,0.014927480687179395
1.8599999999999999,29.407825481376392-6.118938672562264E-5i,0.006089205009589415,0.9152515045239825
1.8599999999999999,29.46168167090648-7.44700598937721E-4i,0.2747377240289554,0.34705780569336087
1.8599999999999999,29.493825677633907+2.145096507682466E-5i,0.051326017867727225,0.8754595164895695
1.88,23.264959965619884+0.0010461901071024777i,0.35773627950798964,0.21836987838640595
1.88,23.289788552406264+1.2677318852206842E-5i,0.016781841170997368,0.6952705901286174
1.88,23.40319915202662+0.14502289161970863i,0.13554290850975254,0.5410914401694984
1.88,23.834174840578836-4.048860896103561E-4i,0.046562753871975136,0.0875675413445629
1.88,24.301960955134355+0.03777999198696985i,0.01072910994001408,0.1499628217654292
1.88,25.020656074657236+0.016224014001018788i,0.009254742236981422,0.018182660301584504
1.88,26.02657196719683+0.02224263726761573i,0.02073102235558419,0.07691347519211919
1.88,27.158027719530057+0.05350526422602659i,0.008361895865820855,0.04452143276148442
1.88,28.61905506332637-0.0060454900111500945i,0.01653802724304889,0.1562816561228226
1.88,29.340668255179395+0.3040224124215973i,0.057491666843494674,0.6541419480282223
1.88,29.473066879768393+0.0031247078029487552i,0.3237379706546926,0.48598916124569924
1.88,29.526102512334703+0.017340799035809883i,0.14543731485823214,0.5399884152446522
1.9,1.6193675902151933E-11+6.710103254719882i,0.34200331608573825,5.045886957460114
1.9,23.100288333841927-0.6392788523211523i,0.2511769240428984,0.2517083524723906
1.9,23.28450542049805-8.69424292196596E-5i,0.27110741567019847,0.13844703098384156
1.9,23.627938353354132-2.5239797607699767E-4i,0.0636926210815085,0.5683462213930777
1.9,23.837350179200197-0.004907562616040113i,0.1034487692155153,0.09301173567474233
1.9,24.33402669484567-0.003459423561743842i,0.05334047012782795,0.08777381896247836
1.9,25.05335126312606+0.004003311393194661i,0.0461400726270498,0.03976837549435227
1.9,26.00373685180732+0.00813886740779646i,0.02806141793299153,0.04212212743946338
1.9,27.148340932114987+0.0019665337486366235i,0.015343045082450402,0.024885236676896835
1.9,28.502490950366724-0.0069458403897730385i,0.009616740134944691,0.017941213105103177
1.9,29.678281693111558+0.0011501431373689974i,0.3492422797173877,0.20139705984948525
1.9,29.694981381762076+0.0209439331102656i,0.19023410904223198,0.44104978817984825
1.92,23.284060213393047-2.7151923990949056E-4i,0.33130144225598496,0.024475468951570115
1.92,23.29904805428083-3.1871813903951027E-4i,0.010216106038038839,0.5097555349160198
1.92,23.61882251257374+1.874842787866501E-5i,0.008742561696614772,0.48718295406031664
1.92,23.830340480693916+3.12632423061048E-5i,0.03598359955396911,0.005168231936974441
1.92,24.29487283613402-3.5833532925621056E-4i,3.357026149152059E-4,0.02186695258386336
1.92,24.977091848664273-9.826501658450793E-4i,0.027788643360375426,0.006280736924860169
1.92,25.838258315024206-7.014763926914434E-4i,0.01016752059104434,0.012621527399667803
1.92,26.843410616238778+0.001970690267440881i,0.003821083026364175,0.00489334249569722
1.92,28.052999780830508+0.004583083468453434i,0.009023505627719091,0.012833540680369829
1.92,29.526991165455193+0.0043081618534124766i,0.04334518445879023,0.10145684892686764
1.92,29.759090903788266-0.002354802077431908i,0.05762816912876305,0.7121871985826037
1.92,29.81598396741504-1.9216081931588372E-4i,0.2843913166812805,0.5010524376516885
1.94,23.293187875535843-3.606519972584936E-5i,0.3710759789488616,0.08985570508456714
1.94,23.421815146788095-0.022297477032624458i,0.09242082231569096,0.26565805891715033
1.94,23.639732935217694-0.0017010244654848787i,0.15477570272660987,0.7220273172032011
1.94,23.88281320734469-0.005783139945742688i,0.22279275480667612,0.2423501194509075
1.94,24.416034009924335-0.013649580665377695i,0.06299728778661576,0.1647403763826874
1.94,25.182643974862966-0.030336625401516687i,0.04184151222572934,0.06665054523330753
1.94,26.071381926425598-0.07736691214976174i,0.0295182097061884,0.0701294744366396
1.94,26.817792021618974-0.08237982590092831i,0.023892479925521817,0.02053146679295207
1.94,27.95525624195448-0.03041179260416453i,0.013661513941407574,0.030786213979190232
1.94,29.431401908882204-0.014687197365440448i,0.024917726860197026,0.04760471802818285
1.94,29.947818142228435-5.920751925040337E-5i,0.06311526651692607,0.8129806004628828
1.96,15.615278358020289-13.406417406180415i,0.19409256088776716,0.5294366954332435
1.96,23.30708571673849+5.415245668717151E-4i,0.3499813765103218,0.22974065431498816
1.96,23.340212432689945+0.005706344312391556i,0.06774579751391371,0.39330409280579903
1.96,23.6501727812995+0.007546548912018872i,0.12137252889148034,0.6586419027330058
