% Model,Cyl_Form_scales_v1.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 27 2025, 22:11"
% Table,Table 1 - Mode z parities
% scale,Eigenfrequency (GHz),ooo (1),eee (1)
0.6399999999999999,26.41750254668253+1.9633387650369525E-6i,0.0024690229690318105,0.9741858248191929
0.6399999999999999,26.462262789909072-9.188282811077941E-7i,7.238327211434456E-4,0.8638533740935259
0.6399999999999999,28.730346952942153-5.452239260309905E-7i,0.0015310172055472814,0.7013528855313594
0.6399999999999999,28.737126122101312+1.486351001639017E-7i,0.0021200237702552914,0.8935133976884096
0.6399999999999999,28.76550882504859+2.643637253785247E-6i,0.007561644527910492,0.9987248846193926
0.6399999999999999,28.79374650637363-4.295651182157555E-6i,0.02671301143695706,0.7919713978203484
0.6599999999999999,22.080451475853113+4.279907431038564E-8i,0.0021355140924909015,0.9002674335721961
0.6599999999999999,23.16096595408298+9.688816722209676E-7i,0.0013672860551483923,0.7200671545437992
0.6599999999999999,23.208288231090606+6.750226469650947E-7i,0.0017377502790364404,0.6968704494578009
0.6599999999999999,24.698246168480303+1.5613064376019418E-6i,0.0017582720997847304,0.6548820063286551
0.6599999999999999,24.751516114877028+3.655272167139302E-6i,0.001303209914761083,0.8226218716519919
0.6599999999999999,25.901199648717547-4.211064241901752E-7i,0.0022701770969182286,0.9264540437110743
0.6599999999999999,26.703642499483262+6.021222613405321E-7i,0.0032298900364495413,0.8181338330323403
0.6599999999999999,26.746353276519297+8.673712690712013E-6i,0.0025371493641968075,0.6486511872030132
0.6599999999999999,28.07353536525175+1.596275007461972E-5i,0.37438145780213733,0.13949612051668409
0.6599999999999999,29.04878146310489+5.258065237274295E-5i,0.327872332154466,0.1157225999182566
0.6599999999999999,29.066672842972643+1.3948659058867214E-6i,0.34365742501679075,0.12666041353606386
0.6599999999999999,29.18420306927805-1.1705824036586417E-6i,0.0016396317292478198,0.8755939143063094
0.6799999999999999,22.13255197821561+2.6404783790963204E-7i,0.0024593087368628545,0.9002489761129636
0.6799999999999999,23.262421970794126+1.4112959614324368E-6i,0.0012092821210862262,0.8288498025027279
0.6799999999999999,23.31351821255969+5.541372656200426E-7i,3.694323099414988E-4,0.8935257697323435
0.6799999999999999,24.8794729185773+2.8671922817141895E-6i,8.939205413451945E-4,0.8173314284140084
0.6799999999999999,24.934096649940997+5.054545328969512E-6i,5.566393223515644E-4,0.8982376557289793
0.6799999999999999,26.158308044951315-9.059597028142205E-7i,0.002578765818325508,0.9217424643829615
0.6799999999999999,27.001943140810567+1.3978691141699518E-6i,0.003796921299351381,0.9953983783595931
0.6799999999999999,27.04133213391124+1.5205937529713393E-5i,0.005100352897275621,0.9053200068786946
0.6799999999999999,27.346305999970415+2.1572472137478452E-5i,0.37452420972469047,0.14027414294337295
0.6799999999999999,28.390011066222918+7.487213582282658E-5i,0.2781013528875314,0.1094755342670298
0.6799999999999999,28.408926413310333-4.4681711919533526E-6i,0.3090225195485316,0.11741891080321153
0.7,22.180865653683423+3.4744030697272834E-7i,0.002893768350214031,0.8999549242721536
0.7,23.358120429383725-2.3113873566588826E-7i,0.001951741290460532,0.6805154858013355
0.7,23.41128655945171+2.4320635785975807E-6i,0.002755870139548978,0.8488548214040994
0.7,25.05374094306638-4.935229416935224E-6i,0.0031397210968453796,0.9203201103799542
0.7,25.1075136383481+7.180959557659652E-6i,0.003296623749352279,0.9025349915781
0.7,26.415129404015165+2.278032583048398E-6i,0.0031115931141173785,0.9221755612422224
0.7,26.711311566804394+8.148750866510443E-6i,0.37424404145100804,0.14089567540428682
0.7,27.288211353433947-1.2976781352626955E-5i,0.006822117226051713,0.8780598048771845
0.7,27.32322726316623+1.8522932602768604E-5i,0.005991203404933512,0.7935550825545616
0.7,27.816553622605728+3.8722256677704454E-5i,0.3739449239044857,0.1416542561575405
0.7,27.83699351417437-4.8654027488326455E-6i,0.3706122782412987,0.14031998538228996
0.72,22.231056942491342+3.066294144705384E-7i,0.0033344166323781245,0.8997078916490144
0.72,23.45520175334827+2.4534670317311794E-6i,0.002900116974143186,0.7507993887378939
0.72,23.514244651803036+2.7344426401912606E-7i,0.0018286730820179892,0.78729894422243
0.72,25.230412298199358+5.02537427777928E-6i,0.004177933593439522,0.9404101614421154
0.72,25.29159973073404+5.658708491010843E-7i,0.004011559666025497,0.8305796770403403
0.72,26.2036787945765+2.3784921228855282E-5i,0.3735489478520274,0.1427696679483305
0.72,26.671589415217657-5.4142800039370314E-6i,0.004019429533365218,0.927437812179894
0.72,27.38145119065083+6.807278137582104E-5i,0.3194959973132535,0.10644997912864367
0.72,27.39919118372993+5.41205458570787E-6i,0.3066796575632293,0.10752334814104525
0.72,27.575255916934623+5.329889041341665E-6i,0.006413017744625348,0.7321339110011599
0.72,27.62016486730192+1.371203481101525E-6i,0.007159041253405045,0.8989709019852867
0.72,29.201677336222026+1.1549352979635228E-4i,0.3236239914868589,0.12149278833857213
0.72,29.253338645779692+7.527828402804706E-6i,0.28308829772378946,0.12298630610349988
0.74,22.280413641950272+3.8535146800253625E-7i,0.0034057655105883848,0.8998703047304778
0.74,23.554775558926515+9.79434258952705E-7i,0.0028740408657014884,0.7313536853488989
0.74,23.614242249914053-6.145277191280448E-8i,0.0025856304989080215,0.6820214043424295
0.74,25.4180372222366-6.067851376593374E-7i,4.351337231909717E-4,0.8545724149174398
0.74,25.473327142076055-1.414354454906814E-6i,7.075175544712654E-4,0.8868319853863597
0.74,25.726562780989717+8.846778503049174E-6i,0.3742858830268004,0.14302850658051022
0.74,26.941790898411035+3.597061885409509E-7i,0.007345415090442191,0.9280987871400169
0.74,26.969309180721357+2.9485879394496502E-5i,0.35866982484652066,0.13807561661085557
0.74,26.989775761318224+7.357621357502883E-7i,0.32799485439563286,0.12914859352957336
0.74,27.897159153165937-3.7723640829293235E-6i,0.0046433895120967525,1.000034469871263
0.74,27.927149790230164-4.519611618767375E-6i,0.004760470813753524,0.861309138057511
0.74,28.879794107302292+8.384411975352894E-5i,0.3325222006959278,0.12564411445745952
0.74,28.918498527600207-3.530909847419046E-5i,0.3667846118403619,0.1328032625258523
0.76,22.329631542034672+2.4780555475407067E-7i,0.002565702801490861,0.6566701368404647
0.76,23.65143916451978+9.604003408522002E-7i,0.003732428198199287,0.861256885880601
0.76,23.717869836779993-1.2296715628088583E-6i,0.0032278246127074883,0.748536385705546
0.76,25.33381804863238+3.73981004338349E-6i,0.3729894221802798,0.1436144007170198
0.76,25.60038459175981+1.4277403862537707E-6i,0.004282303689660144,0.8329937149202145
0.76,25.666583149694503-3.207430481928748E-6i,0.006584784967879981,0.680122000450303
0.76,26.647384377769907+2.0153774891703065E-5i,0.34246815161152316,0.13187089244500294
0.76,26.66494153392439+5.83793197498434E-6i,0.3620502342812776,0.13970521605274366
0.76,27.21050048107943+1.763543063335395E-6i,0.0018527250582083558,0.7804340259122071
0.76,28.209544398633064+7.80352812328002E-7i,0.005443587239740014,0.9187806999262216
0.76,28.257446109928928-4.674504632244916E-6i,0.005237600593463551,0.8998864801883073
0.76,28.661210344559933+6.010956099725386E-5i,0.3514285711826198,0.12368013241118002
0.78,22.378887745313914+1.1741367506217857E-7i,0.0038294443060099418,0.8999138072714368
0.78,23.750283185548266+7.016698727279589E-7i,0.004208067806678864,0.8625706880694775
0.78,23.819991290267645+2.0784975692744272E-7i,0.0013741682367609774,0.8845895401348477
0.78,24.995476056232857+6.542078076219868E-6i,0.3741228387362981,0.1442266363837638
0.78,25.786990679173886+6.910578060589178E-7i,0.005045763090052749,0.9425292071081374
0.78,25.85424940392207-6.033830639870298E-7i,0.004326612596055461,0.7003512392602467
0.78,26.380787243234757+1.8962167152812495E-5i,0.3489760890054175,0.12888427892659396
0.78,26.39845229012833-5.9022702291308E-7i,0.3698467647340247,0.1427253851450922
0.78,27.482063328874755-1.2992165116568563E-6i,0.004052567928129639,0.9275850730149299
0.78,28.490812075025683+4.232022456915176E-5i,0.3645028519246083,0.13383885169478554
0.78,28.521732034776523-2.9741577248972633E-7i,0.1816676973960513,0.7163228603366837
0.78,28.52696983287174-1.0734780377850462E-5i,0.3304373904651059,0.17215987345973863
0.7999999999999999,22.4291492081487-2.693014876589838E-7i,0.004105837409186877,0.8998652755708698
0.7999999999999999,23.84865464611508-8.301281514136383E-7i,0.0034572193610634583,0.7347654421215428
0.7999999999999999,23.928234912364363-7.189221543552685E-7i,1.7345063359887873E-4,0.8991790597856529
0.7999999999999999,24.714591088001196-2.8939286295404082E-6i,0.3739795866787913,0.1448304474484312
0.7999999999999999,25.97669007595074-8.142164460598086E-7i,0.007361522497188357,0.9464728648371256
0.7999999999999999,26.06033025877762+3.441578260712386E-7i,0.005626693859349626,0.6763890653141771
0.7999999999999999,26.188476128256564-4.836176785422418E-6i,0.33942955897786237,0.10906611510102679
0.7999999999999999,26.19138049955523-3.7904181757385608E-6i,0.3645398090030114,0.1414671880797967
0.7999999999999999,27.761558055355678-3.863610717098813E-6i,0.0044334823811469385,0.929544159366878
0.7999999999999999,28.408962575202374-2.8861725068082357E-5i,0.3874014492921871,0.1505274988205629
0.7999999999999999,28.419010484267712+1.7995879062685806E-5i,0.37219699117152905,0.1442501947451493
0.7999999999999999,28.845838550525574+3.0467935818388876E-6i,0.002722657193256054,0.6723188731577336
0.82,22.47395633690517-2.639639069327553E-7i,0.0044141491142889195,0.8997035343798369
0.82,23.944076667377466+1.9345013918295213E-6i,0.004342677833626652,0.8533236754727848
0.82,24.02445279884928-3.841249472670211E-6i,0.0044164841203772455,0.9000002183331047
0.82,24.46107760945413-3.91860047123697E-6i,0.3730415392786762,0.14501306476672943
0.82,26.0044708878064-1.0294691988560042E-5i,0.34282054557764674,0.12781962402636973
0.82,26.00707502571239-3.508141059124886E-6i,0.3061417531909873,0.1133667650170976
0.82,26.165373938737073+6.865092853833393E-7i,0.005835108614040651,0.8866938824444902
0.82,26.24656326592053-5.214166884288083E-6i,0.004173554118395569,0.8988349242657848
0.82,28.04050366428351-1.0954889272224293E-5i,0.005598117653315461,0.9294534047953236
0.82,28.33351043422022-5.857086140872046E-7i,0.3878280680287023,0.1527276292812206
0.82,28.339963978392532-2.3943861366246604E-5i,0.33937690326495246,0.13119457131270446
0.82,29.174943684610238-5.794062147901498E-6i,0.006435248004824305,0.989480943471415
0.84,22.51887283849623-2.113795285459866E-7i,0.004625649017270551,0.8995482949276944
0.84,24.03979821129609-1.982623718609827E-7i,0.005239624068156197,0.7389473388297495
0.84,24.123674812214052-1.6740195706175012E-6i,0.007612875901017949,0.83595592521644
0.84,24.24435515823377-1.1517904139291108E-6i,0.3659966905967343,0.14076650498925203
0.84,25.86004624344976+1.808960170536601E-6i,0.3190923305721967,0.1186355763862409
0.84,25.86160714751465-7.174722500310639E-6i,0.3725064439237338,0.13403074348064123
0.84,26.359378027752257+1.4796568381388493E-7i,0.00497498644739637,0.7584889463959528
0.84,26.44018700020664-4.355365813585836E-6i,0.006814079654599092,0.6760245029387836
0.84,28.288552476500037-9.365167362964527E-6i,0.29016555438129005,0.12182218179268793
0.84,28.293565246178602-3.432290871479307E-6i,0.376893305785021,0.14510364753980623
0.84,28.324871936068273+4.841188077408761E-7i,0.005848921678492117,0.9258444605244486
0.84,29.50134220629383+1.0411117635890793E-6i,0.0074292381721368615,0.8539459470339227
0.86,22.559759871508763-2.027455246832103E-7i,0.004834974845380169,0.8996961031057725
0.86,24.058097500525005-2.0600721454490906E-6i,0.37391784440811804,0.14399062440347427
0.86,24.130382611465304-3.2864380182459555E-7i,0.004542468294698957,0.9047601161444666
0.86,24.21564777446162-6.340839043737095E-7i,0.001526239152479242,0.8629690893094912
0.86,25.746801348152363+1.3172612437413971E-6i,0.2844679304005031,0.11232155043216355
0.86,25.754169595617345-6.819168348268978E-6i,0.36897548030576405,0.1307653236347452
0.86,26.542088524344937-6.616178794029633E-7i,0.0065860286355983,0.9499875754500217
0.86,26.624475085245532-1.0486750040250599E-6i,0.004255045155959213,0.6440402130052117
0.86,28.281885605738672+9.995978412142948E-6i,0.3779658095830331,0.147837366819319
0.86,28.30266581543764-2.1119199385726132E-5i,0.29398607142099586,0.15099290821145528
0.86,28.602150245359113-5.726210306311321E-7i,0.005784466215089751,0.9292544407350503
0.86,29.83543556782073-7.135611293333825E-7i,0.011757379699634812,0.8913241740446989
0.8799999999999999,22.602364112595303+1.1802047076220896E-7i,0.004848675247450206,0.8997131951196129
0.8799999999999999,23.89734195093527-3.3799783365156453E-6i,0.36584355724541945,0.14181946725169536
0.8799999999999999,24.225666726894538+1.3659422301061777E-6i,0.005756810407510893,0.7954792947930751
0.8799999999999999,24.313583697485036-3.9878276927146885E-6i,0.006381743061708362,0.7587542974515423
0.8799999999999999,25.654096871603777-9.95485032840725E-6i,0.30396876346219187,0.13386036227316434
0.8799999999999999,25.66646783230418+5.215530269442664E-7i,0.36731315771539236,0.1456643346711891
0.8799999999999999,26.73874940173071+3.364352058252751E-6i,0.005034403192225839,0.7894368855884203
0.8799999999999999,26.824144633133503-4.144615139061144E-6i,0.006616433190814869,0.8841977909980958
0.8799999999999999,28.309775595016045-1.9517515527089686E-5i,0.2764458602349391,0.12217607341848147
0.8799999999999999,28.334740888536757+1.6140252777108172E-5i,0.27081294362458685,0.13787309202489162
0.8799999999999999,28.902158850381362-8.092864837322165E-6i,0.005465520230786277,0.9291289082863584
0.8799999999999999,30.18301145949338-8.309713631319735E-7i,0.0418364269118394,0.8466694173464797
0.8999999999999999,22.64266776749199-7.97296800054808E-8i,0.004913622738271244,0.8997375750104637
0.8999999999999999,23.756256912167586+1.30505277606838E-6i,0.3292509451609266,0.03715796741607343
0.8999999999999999,24.319490348090273+2.677051147381442E-7i,0.0049405767070930156,0.8570112682809083
0.8999999999999999,24.408291393715096-1.6098499902277664E-6i,0.004803513810588563,0.8437915169980374
0.8999999999999999,25.58651942354049+1.5438936077084695E-6i,0.30694967381497734,0.03537264547574007
0.8999999999999999,25.59836877156448-6.087852091853476E-7i,0.36417172976612,0.04162147998212874
0.8999999999999999,26.940253885432202+6.424610492417361E-8i,0.0013514094144573224,0.8218756549835999
0.8999999999999999,27.01819475731539-3.558345305177854E-6i,0.0030986613132507413,0.7070859857560574
0.8999999999999999,28.333477174762596+5.818698075528931E-6i,0.3070635255553085,0.040011048738741894
0.8999999999999999,28.346945692570003-6.267084133660282E-6i,0.3238029003297375,0.03146335374115115
0.8999999999999999,29.187038022487588-1.1103919763699157E-6i,0.004945849403588701,0.8890125060189349
0.8999999999999999,29.32583993779773-2.170929756395496E-6i,0.012976821522283926,0.11130577359159342
0.9199999999999999,22.68192221307213+1.9944924613531356E-7i,0.004930793879680067,0.8997111188532668
0.9199999999999999,23.639725673372183+1.1584979250249E-6i,0.37243117379414176,0.04188048790742613
0.9199999999999999,24.411874909011388+4.1013595678785154E-7i,0.004987643229048331,0.8426318499668242
0.9199999999999999,24.50357648757823+1.1155496344357241E-6i,0.004809041593140619,0.8606574456508876
0.9199999999999999,25.541603550660056-1.155241652200669E-7i,0.3418230797442017,0.03783375253470329
0.9199999999999999,25.559621621471244+4.212087961436795E-6i,0.369055740174552,0.04111569261771764
0.9199999999999999,27.136186358712067-3.0807507090877006E-7i,0.004957403719660429,0.7544127743637508
0.9199999999999999,27.21840585473015+1.8098560801714638E-6i,0.0019416342758892444,0.8543096979792845
0.9199999999999999,28.4055455743086-2.781507740153424E-6i,0.3504613317311613,0.03669351664246623
0.9199999999999999,28.428863577308512+6.541789305836426E-6i,0.33531809569744664,0.04337118918686675
0.9199999999999999,28.699934791530893-1.7363794569284938E-6i,0.060001588203876334,0.06650536011272619
0.9199999999999999,29.492090078967067+1.9553456094993445E-6i,0.005313175910988527,0.9241119907451504
