% Model,Cyl_axis_oriented_magnetic_field.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 29 2025, 16:26"
% Table,Table 1 - Surface Integration 1
% H0 (A/m),Eigenfrequency (GHz),m=0 (1),m=1 (1),m=2 (1),m=3 (1),m=4 (1),m=5 (1),m=6 (1)
96200,7.114645053310356+8.178819756278666E-15i,-0.0012028585455680855,-2.2600415218209941E-4,-0.3513246429455592,2.4382403700741874E-4,4.6203634291005867E-4,-4.6083757765436555E-4,-1.835549112444417E-4
96200,7.6921809315160585-6.623761923307751E-15i,0.22174633741960129,-4.771508730486227E-4,0.004208806219242615,-1.425542003137621E-4,4.0302329074944995E-5,-8.249464259373244E-5,-3.3791845137468054E-5
96200,7.784241571979658+3.963140286494467E-15i,0.0032843140761900243,7.586731447560585E-4,-0.11603591696381975,5.691781132911523E-4,0.003366232568596007,-3.2081078326168346E-5,-1.168373241174203E-4
96200,9.076226184321362-5.46454045658841E-15i,-0.01063643021308185,-0.15063206073319035,-0.0028213601697065858,0.0018305208264754159,2.0401286103454352E-4,-8.97782781851567E-4,-2.6945722268589877E-4
96200,10.135198644372817-9.99579501180423E-14i,-6.602770107334222E-6,0.29338196273813383,-7.220603621853531E-5,-8.963074093303687E-4,1.3842519786498803E-4,-2.4586432318372885E-5,1.429233099369012E-4
96200,10.252386152761023-7.298767544360305E-14i,-2.8313272073399176E-4,-9.147291093078306E-4,7.704766189208021E-4,0.17144356047351297,5.342687615800845E-4,0.0010625865008137862,-8.345361238089468E-5
102800,5.319320342563666-2.123306199045321E-15i,1.354452209971756E-4,0.2510669336781103,6.901716040631771E-5,4.808319933535182E-5,-9.158468227953363E-5,-6.890874427128001E-5,2.8240198150013875E-4
102800,5.81901002246025-1.5996579986060798E-15i,2.5616909695554656E-4,0.24201522873371945,3.6206689435819055E-5,6.211287852394789E-5,-8.732086498229331E-5,-7.578068248083446E-5,2.8082180552865463E-4
102800,7.101141507505976-5.547383590076857E-15i,-0.41134653123078074,-2.951608138896295E-4,8.818897222961093E-4,-9.788978758808063E-5,1.253259079995047E-4,9.451382617186717E-5,2.6910221132946516E-5
102800,7.346823818077264-6.885962869666661E-15i,-0.0011203638076745996,-7.402677134118785E-4,-0.050445315011875054,-3.6094664550498313E-4,-6.640878744212396E-4,-1.573233937869274E-4,-3.6662403827774677E-6
102800,7.928252481398681+8.209588120555942E-15i,0.21040937725332284,-4.791179414877624E-4,0.004470187279783968,-1.465626851667848E-4,4.847176440715714E-5,-7.999710117293075E-5,-3.2664072126787715E-5
102800,8.016389337119723+4.452116051002706E-15i,-0.002273260167672585,8.908031973206279E-5,-0.3476567009848466,3.4790002481514435E-4,0.0023820616460084217,-4.907923178121226E-4,-1.378376275086999E-4
102800,9.308412329719225+6.226885234733677E-15i,0.003952533289392366,0.33870140940843524,-0.0035948091341048718,-0.0010155135751375893,-9.652275966047481E-4,5.999693310207432E-4,2.108295898511797E-4
102800,10.3712711138062-2.578595809471633E-13i,-9.002477427160379E-5,0.21215232279027496,7.403747110104937E-6,-9.872499574426882E-4,2.3102781145291283E-4,-2.5499010994817873E-4,5.200083896182961E-5
102800,10.48459844682442-1.155849725645751E-13i,-2.840616833901253E-4,-4.349742709508375E-4,2.9044837459286954E-4,-0.2300462751606805,6.346326454500734E-4,4.206685214362783E-4,1.9772986494904382E-4
109400,5.551474752400397+2.141340376249035E-15i,1.3871875201909228E-4,0.2481636483725732,6.978140592471904E-5,5.078847996694404E-5,-9.209539863033864E-5,-6.791054468729745E-5,2.8084696202894404E-4
109400,6.051203451174346,-3.4627432460522165E-4,0.13236197635552854,-1.3885601090248695E-4,-1.7871210389345605E-4,5.8708795676882205E-5,-6.474454496233703E-5,2.370684550667745E-5
109400,7.342333307909242,0.5492710249991578,1.239697498077432E-4,-4.96269030249086E-4,8.31790507990222E-5,-1.5220339023006298E-4,-1.2279807463193155E-4,-4.560897595512636E-5
109400,7.579001140411493+1.5358182153007458E-15i,-0.0013337292485471736,-2.8855994852599904E-4,-0.34500764971894277,2.0326187232787561E-4,3.997451486822686E-4,-4.609463414093052E-4,-1.7769507949449764E-4
109400,8.16409948468559+3.928834840746255E-15i,-0.5579390424121449,-1.4038755388447383E-4,0.002765906917031794,-1.3558005683941506E-4,2.0255206454499933E-4,1.0643180223223648E-4,4.530710108869212E-5
109400,8.248537029051668-1.0065825891556893E-15i,-0.005785028104577626,-8.010649573154068E-4,-0.11044192950613718,-4.050850371771993E-4,-0.0024255004068428876,-3.052524735235507E-4,4.472497539366177E-5
109400,9.540596883341832,-0.009357837033298696,-0.34270193412592426,9.167467825785929E-4,0.0018838393581563828,8.393675067537735E-4,-9.870799269023434E-4,-3.1937210256826156E-4
109400,10.607190507280286-9.863925943397431E-13i,-1.344828017103234E-4,0.15578979689779116,5.329371156585659E-5,-0.0010130945994208185,2.7436601572767254E-4,-3.9364401684376376E-4,-2.104053982711977E-6
109400,10.716808711760086-2.658265067715084E-13i,-1.1219418258831279E-4,-6.798175649436435E-4,5.982330968723768E-4,0.32644006914535584,1.3281215485733282E-4,8.142490926173803E-4,-2.1573412306835225E-4
116000,5.783628549058256,1.3829153008888554E-4,0.24865570651034155,6.897917257585857E-5,5.121481118566042E-5,-9.217124653168909E-5,-6.836377198587865E-5,2.812411698491048E-4
116000,6.2833943152232195+3.996953328198852E-15i,-3.217609300886019E-4,-0.15606136474719184,-7.4694293391143E-5,-1.1015271957973325E-4,9.155664191983992E-5,4.1666254473085965E-5,-2.236187790124974E-4
116000,7.5829612461214655-2.1679477458582874E-15i,-0.14014458169485597,4.8538862449947417E-4,-0.0013262302693652132,7.354569203662E-5,9.482833852870463E-6,2.5453012561207532E-5,2.967135869607218E-5
116000,7.8111771077035375-2.2739177521939327E-15i,-0.001317659855979243,-2.452479157074636E-4,-0.3496238461446835,2.3292660998857742E-4,4.636563576611918E-4,-4.6090412252362643E-4,-1.8137223577184035E-4
116000,8.399740811503273+2.577149200817097E-15i,-0.4090124920531062,4.2788664530248705E-4,-0.0038834644104431106,1.0060481382933929E-4,1.5261684478273518E-5,1.1718473426723346E-4,4.844629456238094E-5
116000,8.480684655919273+5.212339272558137E-15i,0.005932693534140742,5.384909093412299E-4,0.28445866162766587,9.360439744704216E-5,3.386826784075273E-4,5.111942892337198E-4,4.301797298321325E-5
116000,9.772779933361-4.388862987777592E-15i,-0.009865612916949333,-0.32819494322946663,3.9001491626493236E-4,0.0019621355040350193,7.800600474803426E-4,-0.0010086436897149126,-3.237527077167848E-4
116000,10.842965687823954-2.710623700899588E-13i,-8.956494272879879E-5,0.2120471871186427,7.561441207496877E-6,-0.0010460334512412295,2.3284225754929665E-4,-2.923406051825953E-4,5.2952168999020606E-5
116000,10.949017036704452+1.0370619389843153E-13i,-2.91328066129487E-4,-9.812141554148026E-4,7.673854151108799E-4,0.18208802022749984,5.187274292488662E-4,0.0010607193218533846,-9.351497174205805E-5
122600,6.015781783074482,1.4081736769092944E-4,0.24635889074014736,6.950668109920427E-5,5.342010940129658E-5,-9.257779288377981E-5,-6.761466869090718E-5,2.800189437898631E-4
122600,6.515582808705958-3.6661299809367095E-15i,-3.5008782157750894E-4,0.11809474117050955,-1.3716103547064144E-4,-1.7784700953945754E-4,6.203266104945811E-5,-5.953224537148367E-5,9.500611282608145E-6
122600,7.823077300839836-3.2116243698640737E-15i,0.16214361064987468,4.4092891473479403E-4,-0.0013447090746311243,1.0010794696813681E-4,-6.803854820387803E-5,-4.059195901523229E-5,4.374834820816617E-7
122600,8.04335180041902,-8.605403767611826E-4,6.606911628131604E-5,-0.34413150891865,4.02154608317052E-4,8.13817115584861E-4,-4.1342871057630903E-4,-1.8822377698504708E-4
122600,8.6351932587701-8.704076321489969E-15i,-0.6146893348258502,2.2824520648707851E-4,-0.001222746899655549,-4.931163823087354E-6,1.27165147061433E-4,1.4510120934260872E-4,6.118090237935578E-5
122600,8.712832225482886,0.0038566115617405983,8.850387894237522E-5,0.3534010157292764,-2.46220300387561E-4,-0.0020101989558809425,5.30523897038066E-4,1.1630637339968289E-4
122600,10.004961561521153+6.605898177516887E-15i,-0.010674617573080813,-0.20093040632786463,-0.0021403778919653247,0.0019491544323733158,3.540239596857481E-4,-9.522196975770443E-4,-2.874708487863735E-4
122600,11.078604841111494-1.3322636633351688E-12i,-1.5718182064776675E-4,0.12278432588091041,7.807683359417233E-5,-0.001062486024469159,2.951626522084934E-4,-5.052551021733851E-4,-3.0301344181979914E-5
122600,11.181223505667168-4.919394120781382E-13i,-3.4412439400790824E-4,-0.0010285815164740389,7.475692519232171E-4,0.0868682195502162,6.389503685177771E-4,0.0010396067715644321,-2.1704202999774743E-5
129200,6.247934499550128+2.7757697217057234E-15i,1.3939293189051613E-4,0.24773627332244577,6.838539226681128E-5,5.31970418420102E-5,-9.253238954941507E-5,-6.843154182214512E-5,2.809207374675258E-4
129200,6.747769106536253,-3.27036517194305E-4,-0.14308829655775443,-7.920024757877813E-5,-1.165421293937374E-4,9.199472367294365E-5,3.700200336471722E-5,-2.1440357474605628E-4
129200,8.062727158471764+7.503462107436833E-15i,-0.19972916643778124,4.795595947338417E-4,-0.001389052721838431,6.802840900358792E-5,2.5091606996325698E-5,3.881968745752062E-5,3.4823183711846844E-5
129200,8.275525292772782-3.867118570046103E-15i,-0.0014895644178302525,-3.3242344433844097E-4,-0.33862254355671745,1.733434934092149E-4,3.5428103740463854E-4,-4.586258888088153E-4,-1.7218481287979717E-4
129200,8.87047182910801+4.064780129871342E-15i,0.4714224182643538,2.5016925944648373E-4,-0.004260970330004341,1.6653603908060917E-4,-2.15371232970647E-4,-7.996638045231424E-5,-3.554153536391726E-5
129200,8.944979745171548-8.862684239028902E-15i,-9.361962023221961E-4,3.060092397905288E-4,-0.31711255335668376,4.619447244582168E-4,0.0035679463890536107,-4.069381117857349E-4,-1.501234349813729E-4
129200,10.237141843716222-4.47424759233268E-15i,-0.01052525283166177,-0.18646087113572368,-0.0023297694483788087,0.0019195259536844104,3.102636318112214E-4,-9.293940332252171E-4,-2.7792984732359773E-4
129200,11.314115539477982+1.964303211845081E-14i,-4.047023496748852E-6,0.2931723279767149,-7.256416324807817E-5,-0.0010194646858662161,1.4390941149940997E-4,-7.715041712451297E-5,1.429694254735471E-4
129200,11.413428197892726-2.6526072513189573E-14i,-3.3889079285326574E-4,-0.0010638307839063962,7.58420251473655E-4,0.11278539053197098,6.129171406395967E-4,0.0010538312567592975,-4.1712028014066486E-5
135800,6.480086738863851-2.7883540570059334E-15i,1.4334047645051816E-4,0.24403275691244875,6.958899258154401E-5,5.6226349734127685E-5,-9.308179284174373E-5,-6.707027365778584E-5,2.7886754683214236E-4
135800,6.9799533667605145+2.7741220043956354E-15i,-2.4500028331690617E-4,-0.2487619319860131,-3.224369123972155E-5,-6.0320249381149315E-5,8.824536592323604E-5,7.956381447565849E-5,-2.8552225843154317E-4
135800,8.301951149778338+4.928878090855054E-15i,-0.45918587312175446,3.7889045598024586E-4,-0.0010278411718143352,2.0733172780359728E-5,9.917255434692092E-5,9.700626390369886E-5,5.517512329363442E-5
135800,8.507697653325714+7.014645230193669E-15i,-0.001315009688860786,-1.769690770824408E-4,-0.353961605538014,2.7736100553591814E-4,5.811258582590373E-4,-4.5691496128038764E-4,-1.8529005445374155E-4
135800,9.105589965638709+4.988551327224658E-15i,-0.604942983746255,-6.978501789939416E-5,0.0024516280925568983,-1.1769717395793036E-4,2.0866611025770443E-4,1.2078692254997363E-4,5.2675753654805074E-5
135800,9.177127222131212+3.000707186962079E-15i,1.2995513262689727E-4,-3.9369609915122057E-4,0.2963340545223863,-4.998308246158853E-4,-0.003963568579494443,3.610665911939393E-4,1.5481522935508507E-4
135800,10.469320850505417-5.9468022593408695E-15i,-0.010537887797841594,-0.2728098696213587,-9.497712988459629E-4,0.0020428495896128267,5.838129202187643E-4,-0.0010057764000146636,-3.1355418823704527E-4
135800,11.549504798774255+2.7598829473716764E-14i,6.684721710872911E-5,0.33860560128564865,-1.3347001103647377E-4,-8.92414676158648E-4,5.995594920489809E-5,1.349937969898716E-4,2.055288865752659E-4
135800,11.645631188204703-1.849985466551302E-14i,-3.549215298117173E-4,-0.0010979858845218365,7.449783325086589E-4,0.0829681047497571,6.435491056903423E-4,0.0010372089558468938,-2.0252210445882893E-5
142400,6.712238537275811+9.06487527322905E-16i,1.4143497926844087E-4,0.24584239115149503,6.835563791123395E-5,5.5669919581146993E-5,-9.297818516948831E-5,-6.805610851412148E-5,2.8002112362230107E-4
142400,7.212135732547544-2.7510200313395476E-15i,-3.253129918065405E-4,-0.14334594102620676,-7.888485764679348E-5,-1.1704606525852465E-4,9.25479722989233E-5,3.7477183549844114E-5,-2.1488564976976913E-4
142400,8.540785022106665,-0.09301284025390451,4.858935622971012E-4,-0.0015491285977479944,8.320441096406752E-5,-3.901704660573753E-6,1.5435492600973457E-5,2.5124305273769376E-5
142400,8.73986894551434-6.025195323734822E-15i,-0.0013116347746037153,-1.571185752266012E-4,-0.3545845566104617,2.8966729751203385E-4,6.185464785956827E-4,-4.549141128613364E-4,-1.8606495957366426E-4
142400,9.340559750637382-3.674492067633921E-15i,0.4454296966734364,2.7722745172076323E-4,-0.004916437236176866,1.748476388511035E-4,-2.254607162418206E-4,-7.253562190573813E-5,-3.325963042008388E-5
142400,9.409274663268777+4.896276516251625E-15i,0.0073484286624547045,7.842636613610577E-4,0.12922707407444586,3.7633417872223117E-4,0.0027088305774292313,3.271386393872953E-4,-6.346700379883602E-5
142400,10.701498647575189-5.707785352514062E-15i,-0.009809252141267039,-0.122175301791632,-0.003063900641382267,0.0017435104189779565,1.2071872107587065E-4,-8.237942071453717E-4,-2.355925890676107E-4
