% Model,Sph.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 28 2025, 21:53"
% Table,Table 3 - Line Integration 3
% scale,Eigenfrequency (GHz),o (1),e (1)
4.4,4.143976327453388+2.0824440922945156E-15i,4.416692191979662E-5,-0.06552088577965721
4.4,4.49450191052563-2.9910266289096915E-15i,-0.811218778635829,3.680980559023172E-4
4.4,4.564188515304157+1.4924763117910837E-15i,3.0802843485658337E-4,-0.8491169929235899
4.6,3.527711656575605-2.6711799619131097E-15i,0.5940824032513754,0.006507217500035214
4.6,3.8964911626209977-9.596467479737034E-16i,4.7102599589580206E-5,0.687426900436907
4.6,4.032449524371129-3.26392111045579E-15i,1.2935986709573772E-4,0.023586126568024727
4.6,4.062533298034123-3.052077100643553E-15i,6.856947490044758E-4,0.49136483908604445
4.6,4.388826250038517+2.1556051377711213E-15i,0.7812161799552225,6.755700230415855E-4
4.6,4.524830887260554+4.036467245959931E-15i,0.0021464471050480663,-0.8562861676234381
4.800000000000001,3.4934520015740014-2.9185801131959127E-15i,-0.7037781844244033,0.0011245916494349822
4.800000000000001,3.896518575214398+1.4447592490824729E-15i,1.4754149229896768E-4,0.5778031350063991
4.800000000000001,3.934829003575779+6.613980071899271E-15i,0.002764903729043357,-0.07828812087138123
4.800000000000001,4.024198716968414-2.1802671548085746E-15i,4.167940087629748E-4,0.14591798538230566
4.800000000000001,4.295326851601714+3.937181417357596E-15i,-0.7863747217450677,6.998309806997697E-4
4.800000000000001,4.489873180430485+8.764677764758104E-15i,-4.708499627209092E-4,0.8962998307097352
5,3.4621619840000974-2.4691896516367995E-15i,-0.6853288777894391,-0.0016827876158602441
5,3.8450838546658344-1.8846815967467193E-15i,-0.003343714155339028,-0.10103284535289281
5,3.8961983634616693-8.374898685052116E-15i,-1.6554039323552072E-4,0.5878260371754314
5,3.9900004558831026,4.5269516476822335E-4,-0.1863313816070144
5,4.212131513544361-6.25919293261216E-16i,-0.6065637387785837,0.0027812421516806613
5,4.428749382935434-7.725938633721793E-15i,-0.06094836007471577,0.018511479700606754
5.2,3.4351431364793066,0.3291940112305711,-9.123464832378564E-4
5.2,3.7676937509237556+8.75401692846493E-15i,3.921111204224439E-4,0.04460219727122996
5.2,3.896129838485337+1.6113109713074626E-15i,-1.7424412922138093E-4,-0.1703986146272332
5.2,3.9598098436762545+1.5738230313314657E-14i,-7.2315561603392E-5,0.608339524106825
5.2,4.139189487382986+3.2594634623477073E-15i,0.08014092163947464,-0.004513145266395915
5.2,4.358667556064518+2.262540566174988E-15i,0.5373625004482205,0.008671570314679813
5.4,3.4113438758800076-1.6612563508720506E-15i,0.3103553420120258,-3.136765820722955E-4
5.4,3.6970906094413656-1.5889691163868879E-15i,-0.0015329443186269177,-0.09391814444299833
5.4,3.8964481252660343,-3.381270111399862E-4,0.6377593766913342
5.4,3.93284890725821+1.095620616524018E-15i,-3.47561339292698E-4,0.6200298798046026
5.4,4.073322776342405-7.034957391397046E-16i,-0.3721903927311514,2.1178184711039498E-4
5.4,4.297898627345768+5.049349753774962E-16i,-0.6336496085078771,0.004139630206591531
5.6000000000000005,3.389618431058189-5.600971371636876E-16i,0.6854579239965956,-8.43842448666194E-4
5.6000000000000005,3.6339209286805345+1.2118402981623638E-15i,-0.0020194073882548107,-0.09578050919137344
5.6000000000000005,3.8963558642309764-3.719782437636538E-15i,-2.12130881250944E-4,0.6348655962153541
5.6000000000000005,3.9085947684219415-4.755519701557016E-16i,-2.4436537615018703E-4,-0.8590815081193109
5.6000000000000005,4.014387577398009-5.110445916263342E-16i,0.3953703755142039,0.007678144374990086
5.6000000000000005,4.24131204748734-3.4818692953640952E-15i,0.5497916186882905,-0.004009787655098086
5.800000000000001,3.370501704806457-1.624418955911273E-15i,-0.4348956337434229,0.0023151842765444354
5.800000000000001,3.576843296249214+2.5334117735563115E-15i,-0.0021929343615196342,-0.10164085376614586
5.800000000000001,3.8867501361724575-2.111868934465712E-15i,-0.0012426812273735473,-0.06008677537132726
5.800000000000001,3.8965222659344576-2.3578546250944754E-15i,-8.280945399206878E-5,0.6313382011361596
5.800000000000001,3.9617733152341237-4.1456938836597914E-15i,0.6353359252448015,0.0033224146113310913
5.800000000000001,4.163442538560959,-0.21771322289315193,-0.004813730203657868
6,3.3527922839697903,-0.46023489112632937,0.0072471901487281545
6,3.525103109041862-1.5709887680426725E-15i,-0.0031325626470819893,-0.05738790771746861
6,3.8668710430983206+5.772187371395418E-16i,0.0019432102950981897,0.12284274421541652
6,3.896564052674669+3.624041538557131E-15i,-8.265658331215973E-4,0.6252233237012564
6,3.9139835113116757+2.555109404363792E-15i,0.08132227463960988,-0.006870418447434392
6,4.06945143095008+2.9977330684434498E-15i,-0.1343623736309197,-0.007757376626447285
6.2,3.3363307589516182+1.119727701787272E-15i,0.802774897374606,-0.0030891675433691824
6.2,3.477003803348494+6.845370753582286E-16i,0.004313610349678203,-0.056542197899821824
6.2,3.8486320599548263+2.8769102581582666E-15i,-0.0013546324477850217,-0.799093199673718
6.2,3.8700947639897962-7.593789694829457E-16i,0.720546498258643,0.003267138299829378
6.2,3.896406659198672,-0.0011809850846787105,0.5982560869435841
6.2,3.981200250184012+7.842835141943118E-15i,0.12391458834873594,-0.001669855482240874
6.4,3.321806754118819+5.814523076562146E-16i,0.4113321247670175,0.001055946822496898
6.4,3.433659339260287-1.7167122401180213E-15i,-0.0022160881876006123,-0.1409215075503901
6.4,3.8306258188830906+1.7089331755846133E-15i,0.4907676966849371,0.00416991283232525
6.4,3.831944371922588,-0.012867277359076744,-0.004163687619112328
6.4,3.896413637087077-2.2289034003083588E-15i,0.012263473340162616,0.49795198266216245
6.4,3.8981640820653682-2.0267253795186207E-15i,-0.1525709483581466,-0.023647622733560997
6.6000000000000005,3.308412795956419-3.4985189570214463E-15i,-0.05839129736169704,-7.375295705051721E-4
6.6000000000000005,3.3940165192247873+3.134567428844994E-14i,1.4715156142725718E-4,0.025714051190091985
6.6000000000000005,3.7944974172688215+1.1256477576091393E-13i,-0.7902752450624738,1.1721717369994149E-5
6.6000000000000005,3.81655756261724+2.1857044329285016E-13i,0.007519451570263165,0.8638549086376915
6.6000000000000005,3.8258350351082244+2.888812995117617E-14i,0.1585466437319721,-0.003476652445488411
6.6000000000000005,3.896496735332572+1.602761022151389E-13i,-1.8738789261732948E-4,-0.21069834381450042
6.800000000000001,3.2962571767260225+1.1879477991943528E-15i,0.7820276659848565,0.001282549573193934
6.800000000000001,3.3579379009297146-5.065159427015329E-16i,-0.0017458079279321563,0.14661204011779724
6.800000000000001,3.7599853364680285+9.289141929230963E-16i,0.19107678842137402,-0.007582045676033373
6.800000000000001,3.7615083111560823+1.6585915926485061E-15i,-0.004490584603578586,-0.0023172344656594507
6.800000000000001,3.802126363153509-1.0716366911403773E-15i,-6.536015761431102E-4,0.8701423409808217
6.800000000000001,3.896540246771801,2.2991644711184474E-4,0.5548386918956499
7,3.2846196848506435+1.876632402287333E-15i,0.7241866491709328,3.279882810623725E-4
7,3.3241344107210953-8.863406458349625E-16i,0.0065522849412645535,-0.14494339504779402
7,3.6981713367502023-1.482164273670241E-15i,-0.1785243576154495,-0.0018383955573807304
7,3.7309050829327925+4.030737237389543E-15i,0.6465379488660685,0.00624338617445091
7,3.7882482997423965+2.505244674950736E-15i,-1.7914452233050917E-4,-0.8941138828346988
7,3.8964553532634087-7.812969972993175E-15i,-4.0808122346223565E-5,0.6465854740909587
7.2,3.273955433130564-2.388043871054752E-15i,-0.5392172707080598,-0.004515643887653042
7.2,3.2930792024762603+1.5892197390817794E-15i,-0.0012203739378554728,-0.10831827000432384
7.2,3.6396068052364097,0.14553586566341997,0.01956598605394488
7.2,3.7029831890370133+1.1581560364003774E-15i,-0.38200005281739147,0.015919495574577166
7.2,3.774561980575365-2.8964830810413653E-15i,0.06272644891485382,0.0442179566642852
7.2,3.896510047373739-2.713441176894855E-15i,-6.469873604059072E-4,0.640984798578625
7.4,3.263738665300782+1.7045027385906E-15i,0.6459933446856823,-0.16305807201492617
7.4,3.2643626742331913,-0.19081064450206012,-0.1287350282110247
7.4,3.586029138849456+6.724294548355311E-16i,-0.13469568811457253,0.0022157130848026916
7.4,3.6769902822377856-9.809964913644458E-16i,-0.812001899347806,-2.0628505430202933E-4
7.4,3.760225191656122-3.0537553984122626E-15i,-0.037561739037198845,-0.047995449998183275
7.4,3.858451770090882+1.1631825333688932E-15i,-0.005036779080200037,0.1216538934897528
7.6000000000000005,3.2374894008451682+1.7305407953431791E-15i,0.005687069538163211,-0.155790380375714
7.6000000000000005,3.2542555534776545-6.387537620007683E-16i,-0.8101116458282622,0.00154795735585527
7.6000000000000005,3.537024378114009-8.966167828807488E-16i,0.18729243422305908,0.0023904386079391486
7.6000000000000005,3.6528891117071067+2.461480150279664E-15i,-0.8175477990981614,0.0016301388153217402
7.6000000000000005,3.7437441146083907+1.9793653497532732E-15i,0.011266484188090113,0.11928805090442014
7.6000000000000005,3.8207535535833665+1.803908107873308E-15i,0.004801115343599773,0.15412064123457364
7.800000000000001,3.2126257226548405+1.4044839846546621E-15i,-0.002154965540976328,-0.13181756159568064
7.800000000000001,3.2451298686937866-6.45710086205043E-16i,-0.5169179072438943,0.011052551602508742
7.800000000000001,3.4909803412674556,0.19365208855729577,0.02090519422470165
7.800000000000001,3.6305467579278727-1.3639194270749032E-15i,0.11388245731515229,0.010789359053357681
7.800000000000001,3.722563806972543+7.39732344454502E-15i,0.002188310331300499,0.02888545466542107
7.800000000000001,3.790976888537536+9.252063620795728E-16i,0.014059023437392572,0.10744102581711854
8,3.189370093998903+1.3469883605338978E-15i,-1.2113074949177492E-4,0.04613325211241159
8,3.2363116373664798,-0.8017645998198768,0.003912613789912572
8,3.4493659420984666,-0.16620640189650387,0.004153740195047369
8,3.6096085055331026,-0.6891855117716363,-0.005425238055248849
8,3.6964646365993414+4.013917406143485E-15i,0.012152449485960826,-0.12126520598049544
8,3.770003730796027+6.499927756623539E-16i,-0.0016706053264682965,-0.6359305269988496
8.2,3.167782899062012+9.848050412257181E-16i,4.335771892137027E-4,0.08313223037166896
8.2,3.2275329907315093-3.3528473395826142E-15i,0.6417986294079607,-0.0014723800906545647
8.2,3.4099467164315764-4.472995018858214E-16i,-0.21949251329882563,8.883262999617E-4
8.2,3.5901112994162663-2.818314021529683E-15i,-0.6195639233515521,-0.004887301439815533
8.2,3.667457931825892+8.766060772982797E-16i,-0.003619623223943162,-0.045328767247797226
8.2,3.7557981185910436-4.306162867651341E-15i,8.498641208148103E-4,-0.874052361963289
8.4,3.1478774083427146-6.816771368319446E-16i,8.542445604082621E-4,-0.030382367909760333
8.4,3.218882430275453+4.813916444484096E-16i,0.12538926630202593,-1.7703326259490568E-5
8.4,3.3758135256628825,0.05592472928774933,7.157050317837426E-4
8.4,3.5717738133946293+3.3771733474931367E-15i,-0.7885273695038199,0.004836341251595099
8.4,3.6377911086243704-1.5429500822777658E-15i,0.002427893591751936,-0.0996140583861191
8.4,3.7448882927207467-5.5361573848005934E-15i,-0.0014648250848917244,0.8047682579385467
8.600000000000001,3.129061830653503+2.688025384942953E-15i,-0.0018456867687421954,0.12491509905332555
8.600000000000001,3.2093291024732773,0.7101225374310404,1.5277531048190268E-4
8.600000000000001,3.343410089800588+2.2977982704505152E-15i,-0.2472625626234879,-4.2158360597768985E-4
8.600000000000001,3.5546293329107126+9.420940875789693E-16i,-0.39798271379465716,-0.0019298509086616302
8.600000000000001,3.609095798979711+4.723119955337779E-16i,0.005223642838879605,-0.05123831373929923
8.600000000000001,3.7043823867699044+5.267656050480967E-15i,0.005917918035985056,-0.051508407252507896
8.8,3.1113551117543006,0.0022360444442720826,-0.1271682150237818
8.8,3.1992569173658945+2.388550758726575E-15i,-0.7181549194606065,0.005829063597190992
8.8,3.314810939752128,-0.28646219582525695,-0.0077370110109033574
8.8,3.538426590156057+5.463051230620554E-16i,0.3811339283610661,-0.0029534466038793387
8.8,3.581143308332349,0.003284678123413512,-0.06961106699437457
8.8,3.6563643136889983-2.7215088906844273E-15i,0.018579508186953152,0.012856920163811049
9,3.0942525955283693,-0.0026808043047735343,-0.032323072750090186
9,3.187905837065173+5.5306101137364524E-15i,0.11880919826008081,-5.247559120054042E-4
9,3.290218497836974+8.531057221971805E-15i,-0.16716695021847425,0.006097399853909683
9,3.52277903755412+6.717559240683429E-15i,0.5776455051594813,0.008053095168971743
9,3.5535675504960444+4.619645358929971E-15i,-0.0017536705121472841,0.03671837086394495
9,3.61705965588056,0.01750177234718808,0.021296879901915738
9.200000000000001,3.07851218528323+1.996110558265688E-15i,-0.004936803125939215,-0.1459034641577075
9.200000000000001,3.174108123787138+2.482562806447948E-15i,0.3456213230847322,-0.003915802866113002
9.200000000000001,3.2688873994970535+4.4307604939881824E-16i,-0.1818000285516787,-0.0023565773839614363
9.200000000000001,3.5077858579391354+3.894942924580312E-15i,0.38008472168269397,-0.014443015165941327
9.200000000000001,3.5286711981835177+2.400039998056167E-15i,0.0020373365279172492,-0.05195671998535741
9.200000000000001,3.5601077559623584+3.604955083094826E-15i,0.007329893542538879,0.03799385086902835
9.4,3.0637850230491295-1.0054603564767836E-15i,-0.001795473021537085,-0.10925502842660872
9.4,3.1592724038638087,-0.17192267958242888,0.0046541754059225325
9.4,3.2522524611251313+1.909502975903212E-15i,-0.33359050265846363,0.004939329260981454
9.4,3.493821018305332,0.8190234253716303,-0.0175858681474409
9.4,3.5046889329258497+6.721690561441585E-16i,-3.0401493063762764E-4,-0.02673640986173504
9.4,3.5204591365105373+1.3892805947391733E-15i,-0.005222475737735466,-0.00921417848332783
9.6,3.050110205492088-6.803637096318484E-16i,-3.16156224426711E-5,-0.14766642356786844
9.6,3.142228579493218,-0.050138776166362614,-0.0013170097893350195
9.6,3.2387756170664432-2.4282906248695277E-15i,-0.4796825684077329,0.004527430098477468
9.6,3.479648399738602+2.340579842989439E-15i,-0.2628256327603765,-0.05870537473434697
9.6,3.481366505375886+3.414508393296186E-15i,-0.04512238944705242,0.03776353249241126
9.6,3.4883464758257516+4.6655181321612174E-15i,0.011710475839504676,-0.05334977233246248
9.8,3.0363239990791335,0.001674897452741075,-0.13799913072625397
9.8,3.1229152539807488,-0.08014242726593701,0.0010632924226317464
9.8,3.2281260958213944+2.0268554365179506E-15i,-0.5520030753618882,-0.0020038803326539686
9.8,3.4379050342622266-2.1249338047721806E-15i,0.004835982648460707,-0.044367628413590626
9.8,3.4606525556038634-1.88301954406999E-15i,-0.01109042567329992,0.030067600922406918
9.8,3.466167412115415-7.282292121157776E-16i,0.08509133282329763,0.0036078755098022056
10,3.0226290540702228+3.6081326054279724E-16i,5.253767288264912E-5,0.11335316762237282
10,3.101881923101276,0.03750467615682473,0.0015251040791921784
10,3.2191160364858167,0.4797052994011383,-0.005219764774858344
10,3.4040525824415373-1.6320136153219685E-15i,0.005320027316013276,-0.050264866736230596
10,3.439075963763454+1.9284004206523172E-15i,0.008485208539086216,-0.027271676352043868
10,3.4512916044464608-3.779195032996892E-15i,0.16572852253086387,-0.02530327639046032
10.200000000000001,3.011283012152376-5.7801485039254114E-15i,-0.0015201403381705121,0.12662608794785146
10.200000000000001,3.0853625928490396,-0.005384100817456479,-0.0032465177633573834
10.200000000000001,3.212919101204201+2.1358561252485557E-15i,0.18545022397341362,0.0031075206322894807
10.200000000000001,3.3688678986632676+1.8761177563380416E-15i,0.004421624045590443,-0.052688943019187924
10.200000000000001,3.42040949981165+4.633643248039684E-15i,0.003738169139296386,0.011951856919707776
10.200000000000001,3.439217894603053-1.6664854133447507E-15i,-0.09839441586778425,-0.0033385163345707037
10.4,2.9999470608682253-1.7996440860076497E-15i,-0.001806628843870219,-0.09446587229100838
10.4,3.0661705737131655+1.7293989250027017E-15i,-0.0077433835023253805,0.0017633013077484356
10.4,3.2070331995248744-3.0144991416987052E-15i,0.5063830270431876,-0.011442923912529254
10.4,3.3411079676957423-5.13339726748801E-16i,0.0022092372835857696,0.011279993481687354
10.4,3.4016666994393803+2.8319960763695542E-15i,0.0011743654003107265,0.025341541067936547
10.4,3.4243411963579184-1.2010607186992748E-15i,-0.07201530457573879,0.03640860417267453
10.600000000000001,2.9894453582977016-2.2357844554365535E-15i,-8.73152697354916E-4,0.11402383076764677
10.600000000000001,3.0476370822417165+1.2456092997062139E-15i,0.008137284810978904,0.0033681731368270314
10.600000000000001,3.201913430724352-5.033278107889572E-16i,-0.6894047354973605,0.002573230830900606
10.600000000000001,3.3142090306515537+1.2589938430640603E-15i,0.004712154900369436,-0.07156792271863797
10.600000000000001,3.3838386058244083+1.2078644391245122E-15i,-0.003976398218574454,0.028696858547922973
10.600000000000001,3.411900787430557-2.119900558436456E-15i,-0.009994641446294946,-0.021727624183133364
10.8,2.978513105861591+3.4184035347051633E-16i,-0.0029804391305254937,0.08278642277672732
10.8,3.029790044848221,0.014274294027802278,-2.766756568035735E-4
10.8,3.197114275484326-2.3985730415440675E-15i,0.6620190620934515,-0.018239137605963608
10.8,3.2770351826042217-6.31630227090473E-16i,-0.00563395539118593,0.021228832553164188
10.8,3.368362327384997-2.924974114043406E-15i,0.004446581149179252,0.005691296200044429
10.8,3.3969319480582345+2.149218620356774E-15i,0.11549495372358815,-0.001981212212944689
11,2.968462423022797-1.7284235456706991E-15i,-0.003112434801296205,-0.11273326968295581
11,3.0129024014548023+9.168693950239665E-16i,-0.03446643153835624,1.6412912619951996E-5
11,3.1934628176723745+4.290157097841823E-15i,0.3641549448659557,-0.03333127214021689
11,3.2534304690397313-9.822510615880793E-16i,0.0030309394695171438,0.05240329005709299
11,3.351221198028059-4.305548415017448E-15i,0.007594971491779225,0.007648828640553324
11,3.3824160316467236+5.096280015340184E-15i,0.07006425188425779,-0.0031090160906749984
11.200000000000001,2.958765591198343-1.0533989120325777E-15i,-0.00864508057014297,-0.11335555194500299
11.200000000000001,2.9972528923598323,-0.05869709168534394,-0.007130734459945988
11.200000000000001,3.1898178142153295-3.0323210441324484E-15i,-0.7574660144120798,0.11157942604707542
11.200000000000001,3.2233577601875965-1.5969616190695858E-15i,-0.018144918637447105,0.04774651985983216
