% Model,Cyl_v2.mph
% Version,COMSOL 6.1.0.282
% Date,"Feb 3 2025, 14:43"
% Table,Table 2 - mYZ
% scale,Eigenfrequency (GHz),py (1),N (1)
7.199999999999999,3.7174003066263026-3.436856107614903E-5i,-8.470526031630062,-12.170261308272034
7.199999999999999,3.7473540258052074-5.182325285367835E-7i,-46.160710822837906,-11.879498130305926
7.3999999999999995,3.0643256797945915+5.2277917809863904E-5i,-47.961431593089266,-12.03121453537083
7.3999999999999995,3.101662702915206+1.7392000120399413E-5i,-51.693242526276094,-12.998805321883124
7.3999999999999995,3.3658946764087165+1.894409357342837E-5i,-43.71284120222935,-10.988364166245049
7.3999999999999995,3.4087830308289595-3.4701373364208025E-5i,-43.86312515159537,-11.807247914091771
7.3999999999999995,3.4126261763579584+1.399414879559612E-5i,-41.27584197044424,-12.558274187186196
7.3999999999999995,3.6833758907127083-5.780537584189804E-5i,-5.337494379301673,-11.431498380724783
7.3999999999999995,3.694231078384587-8.040973044015445E-6i,-9.033089314266121,-12.172902128202322
7.3999999999999995,3.744488474432821-3.0060082984217046E-5i,-46.05023736097059,-11.843073811603714
7.6,3.03994965312711+6.406935101937618E-5i,-47.38648421037689,-11.885717295400823
7.6,3.0938567161654436+3.41588559209774E-5i,-49.38932071469668,-12.420539390959611
7.6,3.317759999536453+2.9001814366584607E-5i,-43.345934480482526,-10.887413637182622
7.6,3.3812598089292973-3.0345509357248825E-5i,-44.03970078396943,-11.647768486201246
7.6,3.391955991942658-2.861742963615099E-5i,-38.93955568333976,-12.142399021020625
7.6,3.6475339096327937-6.505747483399235E-5i,-3.5861778901995254,-11.641215834201482
7.6,3.6663500266466778-2.7444039596196754E-5i,-13.798132486758737,-11.712882329333796
7.6,3.6976301785563037-7.710795729414211E-5i,-37.561268222365086,-10.720268739636703
7.8,3.0186209798241026+2.3550654680594543E-5i,-46.163501084296996,-11.58056053562678
7.8,3.087835668896444+1.621892138470364E-5i,-49.29788246425519,-12.402372890423093
7.8,3.2743128265371233+2.2130877191783135E-5i,-43.46385464087161,-10.91250601193012
7.8,3.35603353754427+4.258951638048324E-5i,-43.96304311016896,-11.607137317188393
7.8,3.373394279505089+1.965979039118539E-5i,-38.42282643927906,-11.916803822588568
7.8,3.6157947443833782-1.656255230306162E-5i,-2.622617483375214,-11.381546697140266
7.8,3.633782628574456-1.4135794675886237E-5i,-23.79337810502465,-11.374667682153657
7.8,3.6454794153168883+6.696284313835486E-5i,-38.74325708933553,-10.70366004826067
8,2.9981239835452316+3.884969997704968E-5i,-46.45130453480437,-11.652874378785201
8,3.08110737006283+2.0850996036798506E-5i,-47.65602728164936,-11.990933998953736
8,3.234225744163172-7.90657035475476E-6i,-42.371709587399174,-10.631295798475417
8,3.3287812367689726-8.694473141936764E-6i,-43.540103778658576,-11.496935077587786
8,3.3516041531468206+6.006593046131417E-6i,-38.19527645143965,-11.764732589855655
8,3.583832915680942-1.3319586259673809E-5i,-2.77456300937244,-11.50587512319631
8,3.595215821029948-1.543087510599591E-5i,-36.80247418658271,-10.574340879120939
8,3.599669893867469+6.011913486666959E-6i,-29.768849272315276,-11.074707704770724
8.2,2.981962512277966+1.41664652934218E-5i,-47.32305696930027,-11.870358125140463
8.2,3.077698195646118+1.2520888477933307E-5i,-48.029505133262575,-12.086466542005105
8.2,3.200456650201192-5.407530325202574E-6i,-42.917910791591595,-10.760142032773977
8.2,3.3136715698995527-9.19632526771695E-6i,-44.41194908083926,-11.755490937056926
8.2,3.340377870049161-1.507377177044304E-5i,-38.05757847103647,-11.798939498914274
8.2,3.5547462180146523-6.397751402516934E-5i,-29.397830980454163,-10.638859694853176
8.2,3.557354503212156+2.6203754186895284E-5i,-15.047245147822965,-11.456402442466091
8.2,3.5669910118056753-4.359374174425085E-5i,-30.706730085012552,-11.226444637845471
8.4,2.964349581340912+2.077167725791591E-5i,-46.36440649795531,-11.628900925934802
8.4,3.072956739613508+2.1590929852744324E-5i,-49.263215234002075,-12.399656489773353
8.4,3.16504665660959+8.924283384766836E-6i,-42.231360447406814,-10.58480651801628
8.4,3.2925153298988716-2.0134299576148973E-5i,-43.58664172545482,-11.558507516055524
8.4,3.321571816796304-3.539184983799455E-5i,-38.057437941945,-11.67326781048771
8.4,3.5060662855308773-4.807720995644337E-5i,-39.76671406879943,-10.46440409174279
8.4,3.5280803531021596-8.383057522456732E-5i,-2.4109186284433672,-11.580072605448507
8.4,3.5351277211077545-4.363883544017926E-5i,-31.63464222134473,-11.224606587535503
8.6,2.9483767539732226+4.034231429193035E-5i,-48.091682158627705,-12.067709306748624
8.6,3.0673698193764936+2.953696496987665E-5i,-49.71500800038132,-12.524361394042748
8.6,3.1338617148030825+1.244237648371769E-5i,-42.16853930035484,-10.564948440866338
8.6,3.2708964319935565+3.5545387710024837E-6i,-43.262071656668176,-11.536566422641606
8.6,3.303175455892044-3.703327181429307E-5i,-38.294921498085195,-11.611964624736926
8.6,3.4632511919193467-5.268373763689751E-6i,-39.23140673017135,-10.230541618876599
8.6,3.4997069957516302-4.190685626747972E-5i,-12.97810356150442,-11.06664220323156
8.6,3.5069344816635706-3.229965814921751E-5i,-22.403764479592084,-11.084124873038656
8.8,2.928950214377713-8.915395580273306E-6i,-46.753871314860135,-11.728161403402916
8.8,3.0583315841102254+1.067468859011203E-5i,-50.869159669062775,-12.817647239412398
8.8,3.0986681991222507+4.0115101395788546E-5i,-43.174168484264385,-10.811772728290638
8.8,3.247409883468412-5.7167371827684456E-5i,-43.17611191406072,-11.44916797553092
8.8,3.2791366967749225-3.135559984491974E-5i,-38.66741093030405,-11.553592459439887
8.8,3.4149743510571877-2.4868363478209475E-5i,-40.34866295554922,-10.397358437265959
8.8,3.469978408680749-8.673250434787533E-5i,-5.142603822363031,-11.767057980363674
8.8,3.472408182785287+3.982075111699879E-6i,-29.986127782805767,-11.383875938304586
9,2.919478586888721+7.021178613494904E-6i,-46.27305155226477,-11.608739842384031
9,3.056610860668498+2.744853717819677E-5i,-50.535907866303724,-12.74943853350821
9,3.0773955619570827+2.2309792183743306E-5i,-44.29824482865311,-11.086762550674951
9,3.2388344586609006-2.944462142014088E-5i,-42.60387974414205,-11.402444847659256
9,3.270782615231487+3.000513601289266E-6i,-38.32325988324928,-11.403529600912572
9,3.3816251404231377+4.5652285573038716E-5i,-40.67552766121727,-10.432486065126428
9,3.4519033037331925+4.5568865970037684E-5i,-31.957500551228197,-11.701945350163085
9,3.4541389125491087-6.203533433288246E-5i,-2.6308744140713998,-11.352341785165388
9.2,2.9055449467441496+6.77628970904588E-5i,-46.912657359958494,-11.767657381376496
9.2,3.0416733534376417+5.9252529374044025E-5i,-45.87957757549653,-11.541417438154365
9.2,3.0609452725257467-7.969676701100457E-6i,-45.50757074088849,-11.40974292158563
9.2,3.217662357636552-1.0343496483523719E-5i,-42.35547586382597,-11.367012387099981
9.2,3.250198896226341-4.316682987689059E-5i,-39.891301913047094,-11.503814568105849
9.2,3.3397495065625877-1.0506326525079668E-4i,-40.17909014601812,-10.245664479886706
9.2,3.4291319988880407-4.9406693382725146E-5i,-28.02587166658592,-11.583852034366974
9.2,3.4326849792676355-4.840395605577505E-5i,-5.833911747141807,-11.730594887684731
9.4,2.891522515905065+1.8621315939935187E-5i,-46.677878266595435,-11.710531869567438
9.4,3.016883010008799+3.559856621228668E-5i,-43.48278883707763,-10.914535564244249
9.4,3.0531010618529923+4.335968740426843E-5i,-48.066247097376134,-12.0774957481004
9.4,3.19957883504627-3.4954502835264635E-5i,-42.10190759429448,-11.3194433739643
9.4,3.226167454071594+6.08146490441829E-6i,-38.77782334257541,-11.030378664323727
9.4,3.2986064567996145+2.6097547491928493E-5i,-40.61773987848169,-10.351946231951947
9.4,3.406428477744195-3.1408487540123834E-5i,-20.28983070489389,-11.665494894009838
9.4,3.4082494684572704-4.9111539177072284E-5i,-13.507653217109556,-11.657165126721079
9.6,2.8781156369577525+7.265868697098825E-5i,-47.43847030650178,-11.901502103493748
9.6,2.993874921984779+4.5625742115513414E-5i,-43.35455920747139,-10.871204886017042
9.6,3.0479189772403763+3.283115910983332E-5i,-47.727130668635326,-12.002181992352385
9.6,3.1823459554729103-3.8747664440267204E-5i,-41.32328089581016,-11.133813007439233
9.6,3.210042294034089+7.010780706861345E-5i,-38.95652239232003,-10.961588255358034
9.6,3.265323843255697-4.6999716872629355E-5i,-39.88978507142309,-10.104483651499818
9.6,3.384624003689411+1.2023153483008532E-5i,-6.550322143385752,-11.557685608507215
9.6,3.3869064511201437-2.0763641279991838E-5i,-23.77013945292472,-11.250722392763679
9.8,2.868111416598634-7.9393587318339E-5i,-46.4102449443074,-11.64351682581855
9.8,2.972616456867806-9.973196813743667E-5i,-43.19904688351059,-10.829436635967685
9.8,3.043865052102589-1.0597971361445363E-11i,-48.832479033813186,-12.287779828273155
9.8,3.171578906838616-8.952292489737966E-5i,-41.57135961292257,-11.303383565307772
9.8,3.19447975639378-7.386762328466458E-5i,-39.3727571496164,-10.961827713203606
9.8,3.231207654669319-6.254943718853167E-5i,-40.000714766428956,-10.122653999484983
9.8,3.367291625517458-7.97634757766411E-5i,-12.442936850291213,-11.603635613851958
9.8,3.3688782676937317+3.758827351578805E-5i,-18.150501748773817,-11.538448318353383
10,2.858870745532738+4.361125031742376E-5i,-46.796055958909946,-11.73970081417091
10,2.954034100564406-2.8628218271091727E-5i,-44.193154309315425,-11.076735085782524
10,3.041399485622233+1.731160898431226E-5i,-49.858593256565044,-12.543703163032221
10,3.1616578315486574-8.156519960231045E-5i,-41.934475930459435,-11.438598775602165
10,3.182254297843133-2.9697987225675507E-5i,-40.07752477901854,-11.000093368703205
10,3.203007973021451-2.734874800882705E-5i,-40.9433657108216,-10.340074576777463
10,3.3517824487069374+8.635845283860636E-5i,-8.737471257137118,-12.084364101361205
10,3.3534955842597696+1.3735961259694383E-5i,-20.457834376300564,-11.974388974690369
10.2,2.8492871165982496+8.237444030934605E-5i,-45.14210730805488,-11.324954313834409
10.2,2.933988336707387+9.489037450934577E-5i,-42.4469767966337,-10.638671798098246
10.2,3.0391875362329657+2.4438105454481406E-5i,-47.79615863740912,-12.026607574409084
10.2,3.146118297357556-6.427949131964698E-5i,-40.08553464655937,-10.966620559558201
10.2,3.161493751973726+5.372423942860578E-5i,-38.494798794229844,-10.347111736598052
10.2,3.1706562670704317-1.2383282207612491E-5i,-39.485549973042815,-10.03449112142311
10.2,3.3361616200707207-1.1947871974687894E-4i,-15.791360736116667,-11.277949351270088
10.2,3.3387246368851144+3.917552674099598E-5i,-8.905320487629286,-11.480885812171824
10.4,2.8374356310152655+6.8602602481046E-5i,-46.28667067104143,-11.613330889149248
10.4,2.9121022121943954-3.8244695443604685E-6i,-43.18283531572447,-10.817923499199468
10.4,3.0344304679140564+2.3326738707195582E-5i,-48.28737287710879,-12.155887300795584
10.4,3.1284567203289337+3.375495902535566E-5i,-40.53748173075997,-11.106485164866035
10.4,3.1350594899881066-1.5150230946207565E-4i,-39.63962715263624,-10.133976279248056
10.4,3.1406119248914552-4.2969228324459045E-5i,-39.22983726253172,-10.295928541131076
10.4,3.316748301847583+4.024787090668739E-5i,-9.112322659755934,-11.840794086311824
10.4,3.3189973542402114+6.0153701417712376E-5i,-14.223399010971285,-11.824464983203432
10.6,2.8304009349325017+1.0132910707709093E-4i,-46.807171754171975,-11.743736921720135
10.6,2.896619982190023+2.382177440774429E-5i,-43.98127490350294,-11.016463341674479
10.6,3.0322548920929924+6.094243262013639E-5i,-51.38913713688322,-12.939325971016027
10.6,3.1119249815764713-1.436774813128964E-4i,-40.06860379376151,-10.128716719790642
10.6,3.1235886545560416-1.7384874863914335E-4i,-41.153536483357314,-11.32783035606483
10.6,3.1309896746210955-2.11974872511687E-4i,-40.619717968445535,-10.853539940770437
10.6,3.301248416104423+1.5642167547924164E-4i,-11.848252916441307,-11.667951006236006
10.6,3.3044836153065877-1.6591090813464232E-5i,-8.747977279217652,-11.458980729270259
10.8,2.8200525922766886+6.356635075383787E-5i,-48.445766749790415,-12.156209078704356
10.8,2.878342315840281+5.337178541878698E-5i,-45.00314773600657,-11.276680058205736
10.8,3.026946460077032+5.208546384616142E-5i,-49.916398233704015,-12.571710215323353
10.8,3.084028718400373-6.429625585129903E-5i,-42.59021504854237,-10.728985317714386
10.8,3.1067989033651484-1.8571846867521658E-4i,-40.59742908535913,-11.234266331726493
10.8,3.113907774077821-1.1141113099370505E-5i,-39.877311469426196,-10.738079261526126
10.8,3.283011434826786+1.7621006817747287E-5i,-12.20048568124279,-11.727324398068463
10.8,3.2855685843197158-6.598019360834005E-6i,-7.667781663684692,-11.803762007068284
11,2.815439138693549+6.34441664363247E-5i,-47.507077277974176,-11.919680208622056
11,2.8658954988047136+3.0808271276808074E-6i,-43.39714431356863,-10.868738949481601
11,3.027920186577813+2.085545223021814E-5i,-51.11410279875201,-12.869798194520568
11,3.0646326816312133-8.963410476228811E-5i,-41.148440100274364,-10.332578515618506
11,3.102758833068492-1.32195869668765E-5i,-39.66671009452568,-11.161568135512153
11,3.103807149909249-6.415605256020684E-5i,-40.71490867507376,-10.805196120529343
11,3.2711832451992926+6.07282452787182E-5i,-10.016766909485701,-11.377748409272353
11,3.2780874235479125-6.013507704407671E-5i,-8.416783530130065,-11.90676208281802
11.2,2.8061186937904807+3.102849118231652E-5i,-48.82846485845256,-12.25389814404796
11.2,2.8496706134111545-5.936737026963817E-5i,-43.71894345654673,-10.951570738714771
11.2,3.0240836662924706+1.1770100904780644E-5i,-50.28869164627703,-12.665765111385541
11.2,3.038128243743147-1.1036940399884549E-4i,-40.91259045022736,-10.26318942109976
11.2,3.0868595093061897+4.531253178164665E-5i,-39.974402840060534,-10.579836506035683
11.2,3.0912233180333515-1.0406111855628769E-4i,-39.872716210732776,-11.194609094451705
11.2,3.252267216480629-2.2362631466197067E-6i,-8.388061400043984,-11.199839245876545
11.2,3.257511382466434-6.576912821916879E-5i,-34.595673078811195,-9.499315306123968
11.4,2.799942621842109+6.974975491370445E-5i,-48.362609390957715,-12.136662714090576
11.4,2.83604066884945-4.63020649545692E-6i,-44.117318027545586,-11.046204211938829
11.4,3.016306464624304-1.0415036824427781E-4i,-41.13885375031576,-10.31517714282933
11.4,3.021031301067833+4.631273506440782E-5i,-49.82016982143241,-12.549450427418641
11.4,3.0721890365503635-1.1771610897580877E-4i,-40.22405551364055,-10.718924509192014
11.4,3.0823310723279858-1.3676729317874028E-4i,-38.42639577509516,-10.750666071135047
11.4,3.23195649800186-2.743091637511446E-4i,-35.22412664391492,-9.370967781332142
11.4,3.2372311052144864+1.107012598298544E-4i,-6.366170805506239,-11.212913146841709
11.6,2.7923061036151915+4.1866764082762964E-5i,-49.09917876877263,-12.317183813977124
11.6,2.821056330785836-8.641206596532702E-6i,-44.50513983739847,-11.145035365958423
11.6,2.992851856413055-1.3360366771159886E-4i,-42.399134101609604,-10.62567510850288
11.6,3.018821208770441+4.42381965033023E-5i,-51.65868689838537,-13.013772319238551
11.6,3.059539225896576-9.313261167778509E-5i,-41.867821363026195,-11.042512812497673
11.6,3.071196200891967-1.5544576997441448E-4i,-38.614957438796154,-10.95015677766467
11.6,3.2105843072548605-2.4031028529168465E-4i,-35.80488343348446,-9.590602330202943
11.6,3.2188151415690416+9.998852564738752E-5i,-6.138624403670676,-11.273600176566946
11.8,2.7861248560023615+3.758759179009181E-5i,-46.572462647400776,-11.683673398834065
11.8,2.8080288394579154+5.323001643400759E-5i,-43.69086563590427,-10.9432889969457
11.8,2.970588841087568+1.00449798060173E-5i,-41.50975653961962,-10.404443633474328
11.8,3.016714259841575+9.018613611884371E-6i,-50.39510975754922,-12.689366799863476
11.8,3.0465368025521817-5.127382004533335E-5i,-40.313422313290104,-10.521122408132747
11.8,3.059829671260315-8.67687740786251E-5i,-37.73123619748769,-10.818805107188394
11.8,3.185404170520333-2.2587466136407856E-4i,-35.481332560381546,-9.270722415911528
11.8,3.2039405689789717-6.498016923363858E-5i,-4.664547803733733,-11.001441342437692
12,2.7780928034906145+5.7815953754432664E-5i,-47.74555085694963,-11.978614383914392
12,2.7940539745342328-4.985373483638258E-5i,-43.836499623167896,-10.978983664319324
12,2.9495111275738393-1.4272470139325527E-4i,-41.411648994995225,-10.372989219066149
12,3.0125661583679038+7.4177147043944E-5i,-50.76244880065161,-12.78604079873824
12,3.0315852517865753-1.354969858577165E-4i,-39.89028696566232,-10.373415868927149
12,3.0472712507434947-9.922835594333453E-5i,-36.82436192077139,-10.662283544890844
12,3.1612182913062594-6.679100292028572E-5i,-35.397195872478704,-9.147945230555251
12,3.1825238102174738-2.881619438546679E-6i,-38.16120276333136,-10.661470226435126
12.2,2.775093564487115+7.132415360030898E-5i,-47.621875475041676,-11.94738391890219
12.2,2.7864113886005213-3.0908475037789625E-5i,-43.65191053024184,-10.928053445881854
12.2,2.9384696955723153-1.4083880785781692E-4i,-41.20871135422337,-10.316444270622943
12.2,3.012791315399417+6.0228294290482405E-5i,-51.383140408723094,-12.95122346387307
12.2,3.0320248770204046-7.075729417249305E-5i,-40.53336109326204,-10.514993718215244
12.2,3.049506796562323-7.42026063905967E-5i,-37.03231237557353,-10.860876636183002
12.2,3.154950495216613-1.6918304731717348E-4i,-36.22367915841955,-9.314047152959557
12.2,3.175357874843972-1.5061713861526426E-4i,-25.592389935202903,-10.847403794407178
12.4,2.766273231626385+5.1484711582263305E-5i,-47.02350009716364,-11.79953315916898
12.4,2.770521242030165+4.498551107362847E-5i,-43.818204681140294,-10.97506838682599
12.4,2.9133691262001484-9.032909693559648E-5i,-40.28570091482477,-10.088523635449702
12.4,3.0069049272981645-4.948265612735849E-6i,-47.477434404153634,-12.002939309528864
12.4,3.0095798761852546+1.3815231098025941E-5i,-40.75103116078618,-10.5353822907897
12.4,3.0302856970254783-9.785592934521986E-5i,-36.395891183308535,-10.556986471888328
12.4,3.1209888915199-1.9815687772598763E-5i,-36.358862620010406,-9.319040329745775
12.4,3.1477554372954026+8.58294703462534E-5i,-39.23822638180832,-10.466195027314704
12.6,2.7585574755394657-1.3876178507493206E-5i,-45.318978911947745,-11.359373288543953
12.6,2.760588042804182+3.324148972426453E-5i,-45.797460298034125,-11.481266475576527
12.6,2.895486083143453-4.752511258080734E-5i,-41.51576017438604,-10.396306601613134
12.6,2.996842175907721-2.676733926942952E-4i,-40.84311628199756,-10.587266568823555
12.6,3.0032533889939015+8.136863884734475E-5i,-49.584728828136456,-12.527567459520785
12.6,3.022155602452958-1.4881665835496057E-4i,-37.41531716853434,-10.783688837880973
12.6,3.101259498211103-2.4482454670691085E-4i,-36.178163333531124,-9.278419134404917
12.6,3.1324593666569465-3.643084088486419E-5i,-41.864055416938136,-11.109021000084908
12.8,2.752095651910757+1.1827287669997926E-4i,-41.960628501348154,-10.509733197504286
12.8,2.757242942675346+6.990479337368547E-5i,-47.23884724493316,-11.850746235896052
12.8,2.8829967860192345+1.3364255356256488E-4i,-40.64060690063577,-10.173131222927443
12.8,2.995021065198863+5.898329228642622E-5i,-39.9218359180664,-10.362202196109173
12.8,3.000972692743+1.9554951482211695E-6i,-48.8303858874528,-12.337604952967052
12.8,3.0204647941442255+1.429108904498041E-4i,-36.24788409258502,-10.624959683151205
12.8,3.08677874916645-8.913552766056701E-5i,-35.72667112880149,-9.119906464455925
12.8,3.11841200678571+6.491529125046637E-6i,-39.76201161109722,-10.955288962361143
13,2.7370201823756335-4.005811475761515E-5i,-42.66640874339462,-10.68641482627966
13,2.7482921562858778+6.346199114599401E-5i,-45.966912144042844,-11.533002571941285
13,2.859875803499241-7.481829859799828E-5i,-39.48952200644619,-9.888274484309333
13,2.966821036769102-8.247921923923299E-5i,-37.24226735740551,-9.655023916620953
13,2.987339357415708-3.248241546763862E-5i,-38.97931675670488,-10.52295609077697
13,2.9972439254236436+9.327994469897874E-5i,-43.825296581667565,-11.481507347601791
13,3.0550086402906214-1.9808077877061654E-4i,-35.656168077045876,-9.101255579849711
13,3.0962860629787192+7.394643203026585E-5i,-37.05991420773627,-10.400703570707083
13.2,2.7321136732436+3.2337988084778486E-5i,-42.43571721558935,-10.631234687598266
13.2,2.7469316473156384+3.65782362965906E-5i,-45.91565416627949,-11.521414457302464
13.2,2.8509446728636223+1.1726164741077859E-4i,-40.376759295423994,-10.108142832714623
13.2,2.97128800247073+3.238514785562603E-5i,-39.52528321756329,-10.265744288837917
13.2,2.9906771540185275+3.6335637729611886E-5i,-42.94744960258863,-11.190220283487651
13.2,2.997946193214178-9.817756242116413E-6i,-39.946610662835305,-10.988361936755176
13.2,3.046947450666894+1.707638640586702E-5i,-36.53308977424021,-9.33028631520564
13.2,3.093093310685843+8.731185674723227E-5i,-37.655739789469436,-10.817866321194026
13.4,2.7194207333803204-8.80365596944978E-6i,-43.45486688491714,-10.882335314888758
13.4,2.7380367573700077+1.1848684877439845E-4i,-47.41178605329886,-11.891885227285016
13.4,2.8343450457719115-1.8534388031071427E-4i,-41.14009330463418,-10.300157718653793
13.4,2.954946012997123-1.813703054241031E-4i,-39.329393838332116,-10.231191125070557
13.4,2.9785177303595884+1.9569835702708512E-4i,-39.93342071416733,-10.757206949418904
13.4,2.9860972299374495-9.381126153355805E-5i,-43.38668475237192,-11.377411445843666
13.4,3.0303120645823065-2.1648651324906507E-4i,-37.836714655000506,-9.664924714358929
