% Model,Cyl_v2.mph
% Version,COMSOL 6.1.0.282
% Date,"Feb 3 2025, 13:20"
% Table,Table 1 - mXZ
% scale,Eigenfrequency (GHz),py (1),N (1)
4.800000000000001,4.181022804887884+1.9956894450650007E-5i,-0.8601956858012199,-12.167410953803781
4.800000000000001,4.209522730127416-3.886728664161821E-6i,-45.22096370680884,-11.52139523567738
4.800000000000001,4.352234354131834-1.774893680885609E-6i,-45.17032384582627,-11.3540854039059
5,3.2567182770220744+1.3283256561134052E-5i,-0.9149894464468422,-12.554580106761286
5,3.5608729354232724+7.601316127524676E-6i,-47.97466965228019,-12.268846047407397
5,3.7520712054551058-2.036379592276756E-5i,-2.3903780774084935,-12.503619179625758
5,3.7718567718856253-2.056161126273118E-6i,-45.30408336674421,-11.541006837511697
5,3.8097578009630273-1.423137817475158E-5i,-48.35608373247422,-12.355237762525404
5,4.117294892749251+1.527780977833554E-5i,-1.1676029627521354,-13.068765933674129
5,4.14038557156154-1.464647053635395E-5i,-45.62822334830759,-11.644220774259422
5,4.3152474417467-4.867436265784114E-6i,-3.3283046912547274,-11.661051518589607
5.2,3.234004532294397+1.0465952760492216E-5i,-0.9153611728434584,-12.099654915127605
5.2,3.4946953120690454+3.0001966610624207E-5i,-46.079192878933405,-11.77540059611382
5.2,3.7061103058488865+1.358371754620608E-5i,-1.3502232253884046,-12.030236727830252
5.2,3.7646687995304924+1.6356304353591219E-6i,-46.21024475863928,-11.610908072469936
5.2,3.771777377780607+1.4789981333172282E-5i,-46.732286443384304,-11.972427321593868
5.2,4.0575276864135255-4.363740334554669E-6i,-0.8403111167125391,-12.719702572003953
5.2,4.069948648673905+1.1191804238724753E-5i,-45.89637993787039,-11.62092152709116
5.2,4.191948509977334+2.6986964620505487E-5i,-1.0033128142372736,-11.248596336280498
5.4,3.213998683974039+1.681497515959691E-5i,-0.955960546263095,-12.569574923358907
5.4,3.4359375345554843+2.8156908695569463E-5i,-48.222141546515765,-12.308805866761354
5.4,3.6669396850956884-3.335694957789015E-5i,-1.4334471444854897,-12.618105858286922
5.4,3.73677593418439-3.066078661614276E-5i,-48.493875629791916,-12.450785588387095
5.4,3.7585418265837136-7.294534914514983E-7i,-47.76923882315357,-12.014328018831545
5.4,4.00270547216611+4.4228019943089E-5i,-5.561485633320435,-12.458713811208037
5.4,4.0106427483285545-3.190991223225655E-5i,-44.02477065019604,-11.960198716791016
5.4,4.082103801690728-3.090736717382201E-5i,-1.0088011506287549,-11.607610362247563
