% Model,Cyl.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 26 2025, 04:18"
% Table,Table 2 - Global Evaluation 1
% scale,Eigenfrequency (GHz),mode_volume (1),mode_char (1),ooo (1),ooe (1),oeo (1),eoo (1),oee (1),eoe (1),eeo (1),eee (1)
6.5,3.1187124990233643+2.16632545322256E-6i,0.24254516394559503,1.5715582413889322,-0.04693461066071339,-0.0017594851692141423,-0.001028798201415708,-6.871451320660954E-4,-0.0037938298045219086,-0.12068899734709532,-0.0024258925907244566,-0.004144472501427415
6.5,3.172666861362438+1.2601767752097469E-5i,0.1776820568596797,1.6043155253580015,-6.965047268778557E-4,-0.005434801599474471,-0.008853934634237795,-5.149725466765869E-4,2.0976628915040594E-5,0.005292173741127004,-6.953549925715435E-4,-0.17360183052511655
6.5,3.4357467237346078-2.9501147639219935E-6i,0.08881600226235929,2.3019972610426187,-2.553195819062096E-4,-0.1369631129629528,8.451338837059272E-5,0.009519456269429459,0.0024981565326691914,1.385673527585349E-4,-0.0010233111179776292,-2.43310009188604E-4
6.5,3.472025637857585+9.71649385285692E-6i,0.08386145675283936,2.449969812260491,0.003839400660950405,-0.01858554378123736,-6.099359438191352E-4,-0.005958878292031,-0.015903450357405324,-0.0012482609237452306,0.06806684333587837,-9.192482204862461E-4
6.5,3.592364828538956+4.8238270449429156E-5i,0.1342323583646447,1.6066447058125708,0.05298266651886973,0.0036459424771537827,0.0029521224289406163,7.274539957521386E-4,-0.0020940441266252136,-0.009193281497577343,-0.0032546367890395984,-7.232984565381818E-4
6.5,3.7217899202606395+4.807302764241706E-6i,0.4345945844309935,1.1691469727933965,-0.005368259859785753,-0.040311985786557425,0.010405962250501305,0.0020450375568258693,0.0018238897891367809,0.001210555811747513,0.003499415283930757,-0.0351780384946686
6.5,3.7768388846363465+1.4598638183914026E-5i,0.18750340760663892,1.880785771907868,0.022594957867599234,0.42105203711922384,0.003596366144644312,-0.006757865289050429,0.007674939835730766,-0.0013083893126657844,-0.003854208249286805,-0.005311538245707193
6.5,3.807823499671845+2.330374522618162E-5i,0.26951709310742605,1.1866915397704716,-0.01180799625748614,-0.005572422033190325,0.0012216740185330192,-1.38336369002333E-4,0.14804454201475212,-0.0032715717430478746,0.08673653908133053,0.0014008605968984379
6.5,3.9026356122036483-3.2656998074619175E-5i,0.0649800706491757,2.198126363853768,0.015445747868660402,0.003858141576433423,0.028715424391789757,-0.004359201411480871,0.13463967875947513,0.006167897543586007,0.04287163231942331,0.010375954683342644
6.5,3.908217306315243+1.6678682732972806E-5i,0.0665814766216869,2.264106930785441,0.09199723947554325,-0.006224672283768509,0.0253324212145566,-8.920869177780996E-4,-0.1834582743030126,-0.01905602675259218,-0.005022753639657239,-0.02974816150580574
