% Model,Cyl.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 26 2025, 04:18"
% Table,Table 2 - Global Evaluation 1
% scale,Eigenfrequency (GHz),mode_volume (1),mode_char (1),ooo (1),ooe (1),oeo (1),eoo (1),oee (1),eoe (1),eeo (1),eee (1)
10.1,2.843955945992094+1.3064088206225783E-4i,0.17623025055496477,1.3965780043358005,-0.0011783875371748796,-0.00363233622220703,-0.013569586566709873,-9.670477692162965E-4,0.0012430274049299707,9.346401770104297E-4,-0.005228910406271898,-0.16812985652998103
10.1,2.9334725961689707+1.4803944881742807E-5i,0.13568146926218508,1.518655419600725,0.015132182752116722,0.0029216583702447695,0.0016176389486556033,0.0030814056276671294,-0.0013817335958534653,-0.008081150127624646,0.0038965166451893673,-3.548926711363922E-4
10.1,3.024778188442418+1.3813283964414865E-4i,0.26562172691322034,1.3295620749306494,-0.036981041131391806,-0.002208815424754334,-0.002059632022327889,-0.0049558362977936,-0.01874887265037863,-0.13073512825454894,-0.0219677617834168,-0.0018678617782850826
10.1,3.112196042803447-8.021931547209223E-5i,0.037365598989083086,2.730018169291877,4.735265036696723E-4,0.009320379599542211,0.003128738806562921,0.007738509436383537,0.044186637198702784,-0.009016673894323752,0.16457996875839725,0.0010036187903030133
10.1,3.1295988529950853-2.424899130020871E-5i,0.051668691013713686,2.925645192131758,-6.204961034521434E-4,-0.11539952180112405,0.004774099971792786,-0.0014675985079630706,0.010928260017610006,-0.0017124415848382055,0.0014025674784868597,-0.0023460353732860416
10.1,3.172874308866498+1.7551416284028234E-4i,0.06483252264276684,1.847018739175527,-0.001377056381602875,0.003445126807597644,0.020691408264069514,-0.003248398136497659,-0.0067491821155053885,7.118888582840027E-4,0.03180890413247065,-0.0616108550382045
10.1,3.3229135381908312+2.3089876978686427E-4i,0.058994080773882504,1.8403951166153907,0.013412573270272014,-0.013181994275533251,-0.02269071100496367,-0.012232517869552765,-0.2946072457913461,0.005169650723381617,0.014040950196224459,-0.003465959700235083
10.1,3.3329237250269332+9.1708484532639E-5i,0.04492662382263376,1.5418873445518544,0.03213907202202227,-0.22416181692002934,0.0034498520733859095,-0.043508544922855566,0.029191534506290983,-0.01417244752460199,-0.00545760105632067,-0.0253783627428802
10.1,3.3425970153272426+1.4060178566698968E-4i,0.034050473321665234,2.9168993738442874,-0.07246172415472277,-0.0690356313041333,-0.00935618551931586,-0.014224385968728366,0.03857400618722922,0.037749774129412904,0.012026046405275815,1.0500128468612303E-4
10.1,3.3884410166460044+1.631475039583325E-4i,0.041234813125358344,2.8511418311964776,-0.017103892112205324,-0.03831918578806596,-0.0057002971005875045,-0.012148037958662549,-0.003426420295960579,-0.0020472656509357774,-0.0034634086327460967,0.14345285147755996
10.2,2.8354185695099057+6.169700484622878E-5i,0.17613502792311173,1.3640806182355762,-5.369003737916647E-4,-0.003614427143724079,-0.013663904823513767,-5.495715101384397E-4,6.944271552592493E-4,-4.675594517016787E-4,-4.092050840431412E-4,-0.15673270066408668
10.2,2.9198688593043767-6.026827584478892E-5i,0.14603995345317866,1.4297557923091924,0.01628098731899779,-0.001190128356138699,-4.305910985262538E-4,5.208926724391065E-4,-0.0035174230729954855,-0.011199283437603671,8.730840683563669E-4,-0.0015550999736659774
10.2,3.0225448511374218+9.998330411849288E-5i,0.23837938430200564,1.3780705643869102,-0.03063861366313149,0.00249249670971476,-6.188378006307644E-4,6.539108641911109E-4,-0.014067526562935148,-0.1448079956887286,-0.022890263752992964,2.124421259030629E-4
10.2,3.1093449559718547-1.596186123851026E-4i,0.06636546062655606,2.704037630804611,-9.348276488938058E-4,0.001166275977308025,7.863229912231506E-4,0.0015877407977237675,0.017671200331911982,-0.010160251440852197,0.2544470072306987,-0.0034412064388694348
10.2,3.12402964306423-2.0986690799861782E-4i,0.06335747201851004,2.900760664020601,-0.0010200166370494515,-0.11420803136555088,0.004901523891138759,-0.006033869928228159,0.0033595250772883566,1.9382232661240465E-4,9.950592643187812E-4,-0.006492054141277135
10.2,3.1571232334875368-9.422822646115612E-5i,0.08681085138647672,1.8087849637577214,2.9861298176025697E-5,-0.0034904052271914512,-0.004763244798754566,-0.008362744098571356,-0.001235777585193695,-2.7302554608314066E-4,-0.010392811846520713,-0.07868693909503453
10.2,3.3144906686693747+9.786769617095384E-5i,0.1309235106987575,1.7215995736592373,0.005669822692230479,0.006009079301245999,-0.009574438489758374,-0.01124111463834074,-0.3492211239245512,-7.095196305334798E-4,-0.019163029214650035,-0.001919407577331011
10.2,3.3234124060635097+3.6102900684454974E-4i,0.13013382479203567,1.248589599767122,0.007812391409922088,-0.23934500248377313,-0.003815925666502466,-0.046288063772582454,-0.006772576189790347,-0.004495799432068286,0.002797695771741583,-0.013262006604965803
10.2,3.331760330048283-1.6132412121502805E-4i,0.032408140438831126,3.2333871912462313,-0.07489783585114546,-0.01989602623172225,-0.007318142713306021,-0.004804908028852657,-0.02155995967183593,0.03576004517659744,9.845695439118732E-4,0.005346220339330878
10.2,3.375492508034448-2.1670374697328455E-4i,0.04379416178539181,2.9744135166442915,-0.005608349638381657,-0.019748963645403354,0.015179149710370142,0.00135784136272056,-0.004030827207028877,-0.0022747631922416817,0.004569641970143761,0.1417567974109093
10.299999999999999,2.831027431165838-3.202849388529836E-5i,0.18111984096240988,1.3798971940817266,6.490300458408226E-4,-0.005185153099376614,-0.018550654167843187,1.4224588277040657E-4,-0.001056180649713886,2.054989602945719E-4,-0.0017262382472532174,-0.10470810202734332
10.299999999999999,2.912746230601559-1.3031483294571972E-4i,0.14260164230903705,1.461996307683734,0.016704962406590716,-7.323953017929715E-4,-0.0014862176306299298,3.750429681341888E-4,-7.515314604961618E-4,-0.010278616057853223,0.0023530603891176696,9.302701295521949E-4
10.299999999999999,3.0193947026358385+7.268867638097733E-5i,0.2007474553409683,1.3800546356685344,-0.038001899985876386,-0.0032366194387230835,8.78993733652597E-4,-9.915641347468312E-4,-0.020092242183158478,-0.13754946699776702,-0.03527755362177727,-0.002289855241170937
10.299999999999999,3.1013080220044156-7.267216862397557E-5i,0.0582940222765722,2.720033385187346,0.008765742565605321,0.0017025686068437706,0.010079473689390488,0.012924636392814427,-0.0027414764626440048,-0.022720032608636188,0.27172354075771565,-8.895157225947367E-4
10.299999999999999,3.1148419514381067-1.786599611500968E-4i,0.062150456036112176,2.911245344334586,-4.511626325018112E-4,-0.11065742772059158,0.0014440823718808548,-0.008158034586301323,0.0072174375478306265,0.001912842007314637,0.003148994029564521,-0.00643977174476542
10.299999999999999,3.1438405229045396+3.2924344434236224E-5i,0.08145606560210372,1.7782532292474507,0.0019049060717827308,0.0012239098241769433,0.0010691117355130825,-0.0088408086935849,-0.0017093794715713363,6.593787181222343E-4,0.003060883290774763,-0.08008672318315302
10.299999999999999,3.3016906087308326+1.0430948209673664E-4i,0.06522456668754399,1.8971976331029767,0.03298981835543744,-0.0014323965522473937,0.008993463333455985,0.007943904576189384,0.06286715924196566,-0.007629154597920216,0.03336271638444959,-0.002752065530737538
10.299999999999999,3.313941323643744+4.175872352748206E-4i,0.0826542814840379,1.4884136403034054,-0.0028730296626182632,-0.20706331782256202,-0.00964116218133452,-0.06364194907247625,-0.04277953157044963,-0.009963475436886528,-9.428093672836715E-4,-0.023569174453577823
10.299999999999999,3.320734643621203+8.502908238642319E-5i,0.03782256249926977,2.953687750421284,-0.06672673376192638,-0.08381369789229065,0.012119860198219461,1.0819465092721687E-4,0.061012603959310165,0.036098647115224716,0.012303825106654032,-0.002641317698517886
10.299999999999999,3.3641414448594147+3.687263025704387E-4i,0.055716093325967095,2.948682886275461,0.009081178179846012,-0.042556405227321424,-0.017420264022308552,-0.02604388984909524,0.016379529242021046,-0.0016619780248851553,-0.00394487101756155,0.1415913427605299
10.4,2.824683376581558+1.2932375257225328E-4i,0.1716057929445109,1.419550007057094,-8.761546544205554E-4,-0.004974155709320214,-0.008451724186381756,-0.003169604463143885,0.0023326143791239907,-6.325394830928049E-4,-0.005611389242946605,-0.1661240749170025
10.4,2.8990678736068767+2.3374493928462353E-4i,0.14169313567321193,1.5251839664006905,0.008735634984673033,0.004525016417034763,-0.0010639849730684125,0.0028038315194385296,-5.661879661273001E-4,-0.01773174105678495,0.01278308051646004,-0.006994052769048387
10.4,3.0163787455299804+3.273348387474234E-4i,0.22165197329534184,1.3942628350261317,0.03007011205079944,-0.002091167626272183,0.002168265372025788,0.007944696256471812,0.021628719058822708,0.1323751050507769,0.040979705064594536,-5.262986577734978E-4
10.4,3.0743584247170195-3.943406415291199E-5i,0.02128092827438405,2.8837763645265135,-5.541322170857482E-5,-0.035913115433777676,-0.0031775319892981524,-0.03767629024159723,-0.022332900550264413,0.021263502286875555,-0.1627409647650577,-0.006525513782581209
10.4,3.093946276792152+4.983805078177048E-4i,0.034102607024904606,2.886828079491085,-0.005296710669640915,-0.07186253870107145,0.009630429781187482,0.04568417821918364,0.029775415510198987,-0.0029967915793936936,-0.09244641790241644,0.0024736322601808403
