% Model,Cyl.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 26 2025, 04:02"
% Table,Table 2 - Global Evaluation 1
% scale,Eigenfrequency (GHz),mode_volume (1),mode_char (1),ooo (1),ooe (1),oeo (1),eoo (1),oee (1),eoe (1),eeo (1),eee (1)
1,27.637421703725703i,0.12063855791914418,1.4043308417313123,-5.467917379583354E-16,6.849782273064901E-15,1.4773578217588342E-15,5.9452001833845766E-15,5.660553267219406E-15,1.0879232615313956E-14,-1.3216929201431865E-14,1.2063341058077171E-15
1,3.696292258325249-9.000787678436055E-7i,0.9740947940843289,1.2026693764572094,-1.678748271678451E-5,-2.299551214029233E-6,0.0034292138906211415,1.5460032250426347E-5,4.459063936051693E-6,1.0038552820440605E-5,-3.72786337192347E-5,-0.05950381433517613
1,8.944059125622521-7.846568590515768E-6i,0.4839121255020928,1.6065973256931858,-5.941553162514545E-5,-1.0189259654293892E-5,1.9819752084431284E-5,-6.572160178147622E-5,-0.002157305812019308,-1.0663801645575415E-4,0.00957833045304443,-2.403502356364965E-5
1,9.88542011730201-1.1754993561702072E-5i,0.34737331116622433,1.5293995190017102,-0.001657415807231202,-2.201241736800035E-5,-7.548018021986284E-5,1.336581930434038E-4,-3.418937176666953E-4,0.16715015963225457,2.4570032821478007E-4,1.31630299912662E-5
1,10.898579318828524-2.8581955495971365E-6i,0.3488892603745963,1.5350603425208378,-1.396768042481955E-4,-5.8441920883690055E-5,-1.295093532065277E-4,4.864736196039757E-5,-0.09179561811687809,1.3419258519324807E-4,0.005790762212965824,-2.6573441130632207E-5
1,15.336808526808518-2.915118941858082E-5i,0.1755869385385105,1.9374604512024243,1.1337256419203898E-4,0.0048941126100141745,0.0010275954291959688,-0.10361258693382383,-1.0475323284588312E-4,7.248468070802202E-5,1.2893071760388192E-4,4.9074534343556694E-6
1,16.06227757988271-1.4483020748414681E-5i,0.17455069157148462,1.9378705250098316,2.2133391845666553E-4,-1.1344235946213202E-4,-0.21369750378849445,-5.906318260581771E-4,1.7558276623299432E-4,-1.8280089670440994E-4,7.860816197188145E-6,6.036195419784816E-5
1,22.42534777498747+2.6185237608421754E-6i,0.2651226581875229,1.7945143216483026,1.608512220438509E-5,0.002232787487904284,-7.771629860766287E-5,-2.565698066703775E-4,-3.64904348766481E-5,-6.168490053372092E-5,-3.329068891782231E-5,-0.028411918117103977
1,22.50750708768726-7.201303963135161E-6i,0.27948154449465257,1.7987125656226182,2.6093452303672346E-4,0.19041464312057987,-1.1010259695012488E-4,-0.00430254286271906,3.4342824773340415E-5,1.6122147392947395E-5,-8.172230074095925E-7,0.0011058909284410914
1,24.305650181585637-1.2101321921554057E-5i,0.46477868908304654,1.6131051886904326,3.83090069298221E-4,-2.4817072490038725E-4,0.0014962313369703503,1.2314694029356354E-5,-6.380350614623733E-6,3.128387459177362E-5,-2.824567070518104E-7,-0.0253140504158373
1,27.69692507744349-4.957601468162618E-7i,0.1361460703962115,2.2012605435704655,-0.08096321993190228,8.987599820334742E-5,1.1590085097333588E-4,1.1264999896349215E-4,-5.282719785116876E-4,7.433190576418196E-5,-0.01697875299792023,-1.5277621010814536E-5
1.1,3.70035257215954-2.6023725199306756E-7i,0.9677263711645075,1.2033222442954552,4.3175548565060434E-5,1.2931758092623187E-5,0.003753023131635028,-5.886920974863169E-6,3.2822767762789825E-5,2.785182443338571E-6,8.205045453086084E-5,-0.06432218399981171
1.1,8.057661512497797-2.4433046554623203E-6i,0.48186596404070353,1.6076554071364524,5.510048735429338E-5,5.181096712324803E-6,6.003960709496599E-5,-6.383962811539731E-5,-0.0033663842551937854,2.1058712894320904E-4,-0.06366360098494274,-4.553840618711897E-5
