% Model,Cyl.mph
% Version,COMSOL 6.1.0.282
% Date,"Jan 26 2025, 04:12"
% Table,Table 2 - Global Evaluation 1
% scale,Eigenfrequency (GHz),mode_volume (1),mode_char (1),ooo (1),ooe (1),oeo (1),eoo (1),oee (1),eoe (1),eeo (1),eee (1)
2.1,3.7042584624434323-1.0891629183572756E-6i,0.8825640367769465,1.221790899427189,4.6809576250703524E-4,-1.9061769696407849E-4,0.007892053566988636,2.6125640969805344E-4,-4.184569313075026E-5,-1.4169937242092316E-4,-1.7101281472454585E-7,-0.06714471374959377
2.1,4.513214111325374+4.733125909385832E-7i,0.33295971691627374,1.5242288764803518,-0.015526205329060176,1.986288596686668E-5,1.088535640334152E-5,1.6095504067850593E-4,-1.3838659207060682E-4,-0.12305367866360473,8.781897445591047E-4,-1.2963717129294393E-4
2.1,4.914581328340211+8.389863682075337E-6i,0.4523856116376581,1.6231339308857438,-3.5925230058663496E-4,5.987787922845916E-4,-7.086183750100026E-5,-1.617756174265824E-4,0.01945286618025537,3.9352161654970764E-4,-0.09029847529953296,-2.2316698641622757E-4
2.1,5.5095235577148065-1.29076180390711E-6i,0.3410062291371898,1.5449169098995195,6.446568985965424E-4,6.921578592137989E-5,-3.092058859216143E-4,-0.0016529929150800912,-0.16786426786775352,-1.5826579988542462E-4,0.0033074801039847013,5.023085554464566E-5
2.1,5.993787524379289+2.4581207237890213E-5i,0.17374401693303484,1.955850728201871,4.1536652072603165E-5,-7.710442821492518E-4,-2.0349808957145657E-4,0.0033512769330605484,-5.867160241905023E-4,4.0616027859890514E-5,-3.5794657738665475E-4,-7.988271904112423E-5
2.1,6.728596015316925+5.513612441191502E-6i,0.17247919389783306,1.9453046166610717,-5.149519396201408E-4,-0.0013743974426238198,0.07409459559931031,6.766043649566051E-5,-1.645286004251337E-4,-5.084177671308565E-4,2.567578660333845E-4,5.101122844897815E-4
2.1,7.460145461002736-2.2683447471431555E-6i,0.23868559644659343,1.7368848025141284,0.0013350016872136709,0.005371481465470384,0.013211567087627652,1.8964817026238183E-4,8.846595569135597E-5,4.3661529007366505E-5,3.3485771752875746E-5,0.06552752058243795
2.1,7.695110159633367+6.823501324555484E-6i,0.27197502777123184,1.7958195219549709,2.5038424359487385E-4,-0.07973299189835839,5.384274268028346E-4,0.010543150195575344,2.373572540115559E-5,-7.282890383584748E-5,2.4210825089939847E-4,4.188413166889622E-4
2.1,8.53206455580894-1.2756130506608053E-5i,0.362768179762489,1.654263560327954,-0.003664436374502833,2.393216831562716E-4,0.00846063314565561,-4.405212152961153E-4,-6.099702130351866E-5,-4.655837404767626E-4,4.2088796167756507E-5,-0.011131675757103042
2.1,8.878307485950513+4.919391631433388E-6i,0.12437969095743216,2.1686561449089066,-0.029910626875002413,8.607762238580117E-4,8.019246066947649E-5,-2.472209400532485E-4,-0.0022959934659807185,-8.084621146678776E-4,-0.08525645704393578,6.509753523148036E-4
2.2,3.7054402320679136+1.1098192605139827E-6i,0.8659260231808272,1.224600283264852,-2.2269149769679842E-4,5.567155496589296E-5,0.00854908487377019,1.6580975746692734E-4,1.7903263330593182E-5,-3.9041710845411646E-4,-4.459825592240344E-5,-0.06580844798738887
2.2,4.372329459021682+7.314859237020675E-6i,0.331759530818359,1.5240565253789644,-0.008178934841313623,2.481269826904415E-4,3.753509961036645E-5,2.28982743481713E-4,-1.0483751761531576E-4,-0.1736624353913786,0.0010490630608290942,3.6545722712496175E-5
2.2,4.802951094548935-3.900079960799299E-6i,0.44338392906535223,1.6245145593139478,-3.488848222439139E-6,-2.7674723866902935E-4,-1.5203611842966674E-4,-3.577573562008462E-4,0.013638081769192763,-0.0013677642630507882,-0.10207177999978438,6.342911229019352E-5
2.2,5.371201976810927+5.735113065808202E-6i,0.33995327844290196,1.5467436558406655,-8.154160217494466E-5,-2.7698232722801275E-4,-3.420326748919433E-4,2.3058498794248516E-4,-0.07283270607396881,1.6042889212998095E-4,-0.040711457955141736,1.4473552964419135E-4
2.2,5.74620945688604-5.037529840313901E-6i,0.17233855975352289,1.9584958691394467,3.85599669013709E-5,-0.002434318732119654,-3.2975125111811126E-4,-0.03952576173859659,-1.765256971226311E-4,2.8368180092902573E-5,1.3407995925524918E-4,4.181852352570883E-6
2.2,6.4818649090896665+4.271695802299691E-6i,0.1726822999297392,1.944012619165026,-1.713838117887876E-4,-1.9779025558369596E-4,-0.014167250657077404,4.334820399902344E-4,-5.021902595614641E-5,-9.855333930775545E-5,8.179673312844309E-5,0.0021069414879702976
2.2,7.056333304853857+1.2684964218630838E-5i,0.23837105450011375,1.7287712599713103,5.729194200201724E-4,-0.004002998721792076,0.016731788351670177,2.494104187880249E-4,7.117742359603901E-5,1.8683119139100367E-4,-1.2398192910168467E-4,0.07157592788857503
2.2,7.306208168540154+2.5771103133941702E-5i,0.27274931651205986,1.7949246539976993,5.637453552355155E-4,0.277780897268857,-4.8767627869810397E-4,0.009058159176366072,4.454162647883273E-6,1.5112108441312443E-4,1.970959029494492E-5,0.0012333268030651795
2.2,8.116043183851602-2.563798441112325E-5i,0.3512645915563818,1.6593306972511472,-0.001830124037777189,1.748166644911081E-4,0.009760246891116181,-1.1817023490533534E-4,-2.037903626472774E-4,2.8240864804367677E-4,9.277202671606996E-5,0.0038794903198316427
2.2,8.375731931900122+8.902131274107413E-6i,0.12222492229971203,2.1613622186677217,-0.001946999242057744,-8.014872901299443E-4,3.386498306185134E-4,1.3835736719277765E-4,0.006613688109840423,-6.00744858873155E-4,-0.039673185815901645,-8.659249162519037E-6
